SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
1808,2015-04-11,NA,NA,100000,Casper Mountain Slash Pile Burn 2015,Casper Mountain Fire District (CMFD),42.74,-106.31,Complete
1879,NA,20,0,36000,West End Fuel Break Slash Pile Burn,Wyoming State Forestry Division,42.74,-106.37,Incomplete
1981,NA,20,0,36000,West End Fuel Break Slash Pile Burn,Wyoming State Forestry Division,42.74,-106.37,Incomplete
2029,2016-04-23,NA,NA,450000,Casper Mountain Slash Pile Burn 2016,Casper Mountain Fire District (CMFD),42.73,-106.3,Complete
1362,NA,585,0,NA,Washakie Aspen 19-24,USDA-USFS-Shoshone NF-Lander RD,42.72194444,-108.855,Incomplete
1762,2015-11-19,201,201,211050,West Zone Piles,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.72,-110.76,Complete
3007,NA,301,0,236050,West Zone Piles,USDA-USFS-Bridger-Teton NF-Greys River RD,42.72,-110.76,Incomplete
3123,2017-10-04,301,301,236050,West Zone Pile,USDA-USFS-Bridger-Teton NF-Greys River RD,42.72,-110.76,Complete
3321,2018-05-07,301,301,236050,West Zone Piles,USDA-USFS-Bridger-Teton NF-Greys River RD,42.72,-110.76,Complete
1134,2012-05-20,450,450,NA,Upper Billies Rx,USDI-BLM-Kemmerer Field Office,42.71869167,-110.4309861,Complete
1657,2014-11-06,220,220,330000,West Zone Piles,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.7185,-110.7611,Complete
1533,NA,540,0,NA,"Washakie Aspen Units 2, 3, 5-18",USDA-USFS-Shoshone NF-Washakie RD,42.71208056,-108.8592167,Incomplete
776,NA,540,0,NA,"Washakie Aspen Units 2-3, 5-18",USDA-UFS-Shoshone NF-Dubois RD,42.71208056,-108.8592167,Incomplete
1058,2012-03-22,540,540,NA,"Washakie Aspen Units 2-3, 5-18",USDA-USFS-Shoshone NF-Lander RD,42.71208056,-108.8592167,Complete
658,NA,540,0,NA,"Washakie Aspen Units 2-3, 5-18",USDA-USFS-Shoshone NF-Dubois RD,42.71208056,-108.8592167,Incomplete
1366,NA,540,0,NA,"Washakie Aspen Units 2-3, 5-18",USDA-USFS-Shoshone NF-Lander RD,42.71208056,-108.8592167,Incomplete
1730,NA,540,0,NA,"Washakie Aspen units 2,3,5-18",USDA-USFS-Shoshone NF-Washakie RD,42.71,-108.86,Incomplete
1964,NA,540,0,NA,"Washakie Aspen units 2,3,5-18",USDA-USFS-Shoshone NF-Washakie RD,42.71,-108.86,Incomplete
3090,NA,540,0,NA,"Washakie Aspen units 2,3,5-18",USDA-USFS-Shoshone NF-Washakie RD,42.71,-108.86,Incomplete
3152,2017-06-05,0,NA,40000,Town of Afton Spring Cleanup,Town of Afton,42.71,-110.95,Complete
3267,2018-05-10,312,312,NA,"Washakie Aspen 2, 3,5-18",USDA-USFS-Shoshone NF-Washakie RD,42.71,-108.86,Complete
3448,NA,312,0,NA,Washakie Aspen,USDA-USFS-Shoshone NF-Washakie RD,42.71,-108.86,Incomplete
3587,NA,312,0,NA,Washakie Aspen,USDA Forest Service,42.71,-108.86,Incomplete
3761,NA,312,0,NA,Washakie Aspen,NA,42.71,-108.86,Incomplete
789,NA,1093,0,NA,Cottonwood II,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.70333889,-110.4764861,Incomplete
1718,NA,838,0,NA,Freak Mountain  7,USDA-USFS,42.7,-108.84,Incomplete
1801,NA,338,0,140000,Cottonwood II - Unit 01,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.7,-110.48,Incomplete
1802,NA,338,0,140000,Cottonwood II - Unit 12,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.7,-110.48,Incomplete
2019,NA,338,0,NA,Cottonwood II - Unit 01,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.7,-110.48,Incomplete
3156,NA,88,0,NA,CottonWood Unit 1,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.7,-110.48,Incomplete
3329,NA,88,0,NA,Cottonwood II - Unit 1,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.7,-110.48,Incomplete
3631,NA,397,0,NA,Wiggins Fork R5,USDA-USFS-Shoshone NF-Wind River RD,42.7,-109.58,Incomplete
1748,NA,13,0,94650,NA,Wyoming State Forestry Division,42.69,-106.22,Incomplete
1980,NA,13,0,94650,Pole Creek Salvage Sale Slash Pile Burn,Wyoming State Forestry Division,42.69,-106.22,Incomplete
753,NA,585,0,NA,Washakie Aspen,USDA-USFS-Shoshone NF-Dubois RD,42.6874761,-108.8664812,Incomplete
1056,NA,585,0,NA,Washakie Aspen,USDA-USFS-Shoshone NF-Dubois RD,42.6874761,-108.8664812,Incomplete
531,NA,585,0,NA,Washakie Aspen,USDA-USFS-Shoshone NF-Dubois RD,42.6874761,-108.8664812,Incomplete
754,NA,838,0,NA,Freak Mountain Unit 7,USDA-USFS-Shoshone NF-Dubois RD,42.68583333,-108.8327778,Incomplete
617,NA,838,0,NA,Freak Mountain Unit 7,USDA-USFS-Shoshone NF-Dubois RD,42.68583333,-108.8327778,Incomplete
565,NA,NA,0,52000,Pole Creek Slash Piles,Wyoming State Forestry Division,42.6852173,-106.2144633,Incomplete
1530,NA,838,0,NA,Freak Mountain 7,USDA-USFS-Shoshone NF-Washakie RD,42.68348889,-108.8355833,Incomplete
1054,NA,838,0,NA,Freak Mountain 7,USDA-USFS-Shoshone NF-Lander RD,42.68348889,-108.8355833,Incomplete
1363,NA,838,0,NA,Freak Mountain 7,USDA-USFS-Shoshone NF-Lander RD,42.68348889,-108.8355833,Incomplete
1952,NA,838,0,NA,Freak Mountain  7,USDA-USFS,42.68,-108.84,Incomplete
1880,2015-11-23,20,20,38400,Muddy Mountain Road Fuel Break Slash Pile Burn,Wyoming State Forestry Division,42.68,-106.27,Complete
3079,NA,838,0,NA,Freak Mountain 7,USDA-USFS-Shoshone NF-Washakie RD,42.68,-108.84,Incomplete
1455,NA,255,0,NA,Pile Burning,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.6726933,-109.2563485,Incomplete
3607,NA,NA,0,11694,South La Bonte,USFS,42.67,-105.67,Incomplete
604,NA,1000,0,NA,Red Canyon/Maki Creek,USDI-BLM-Rock Springs Field Office,42.66813333,-110.4504833,Incomplete
3728,NA,97,0,45000,Irish Canyon Landing Piles,Wyoming State Forestry Division,42.66,-109.38,Incomplete
3737,NA,NA,0,NA,Rock Creek Piles,Wyoming State Forestry Division,42.66,-108.74,Incomplete
3306,NA,55,0,32500,Tin Cup Pile Burn,USDI-BLM-Lander Field Office,42.66,-107.91,Incomplete
3388,NA,5,0,8000,Tin Cup,NA,42.66,-107.91,Incomplete
3815,NA,NA,0,25600,Long Creek,USDI-BLM-Lander Field Office,42.66,-108.01,Incomplete
755,NA,2480,0,NA,Freak Mountain 8 & 9,USDA-USFS-Shoshone NF-Dubois RD,42.6522,-108.8067,Incomplete
1057,NA,1030,0,NA,Freak Mountain 9,USDA-USFS-Shoshone NF-Lander RD,42.6522,-108.8067,Incomplete
1364,NA,1030,0,NA,Freak Mountain 9,USDA-USFS-Shoshone NF-Lander RD,42.6522,-108.8067,Incomplete
1405,NA,285,0,1500,West Zone Piles,USDA-USFS-Bridger-Teton NF-Greys River/Kemmerer RD,42.645,-110.6682,Incomplete
1250,2012-11-14,156,156,12000,Spring Creek Timber Sale,USDA-USFS-Bridger-Teton NF-Greys River RD,42.6445716,-110.5634096,Complete
1719,NA,1017,0,NA,Middle Fork F10,USDA-USFS,42.63,-108.82,Incomplete
1953,NA,1017,0,NA,Middle Fork F10,USDA-USFS,42.63,-108.82,Incomplete
3758,NA,1017,0,NA,Middle Fork F10,NA,42.63,-108.82,Incomplete
3080,NA,1017,0,NA,Middle Fork F10,USDA-USFS-Shoshone NF-Washakie RD,42.63,-108.82,Incomplete
3266,2018-01-18,1017,1017,NA,Middle Fork F10,USDA-USFS-Shoshone NF-Washakie RD,42.63,-108.82,Complete
3298,NA,450,0,NA,Bates Hole Juniper Broadcast,USDI-BLM-Casper Field Office,42.63,-106.37,Incomplete
3444,NA,1017,0,NA,Middle Fork F10,USDA-USFS-Shoshone NF-Washakie RD,42.63,-108.82,Incomplete
3469,NA,450,0,NA,Bates Hole Juniper Broadcast,USDI-BLM-Casper Field Office,42.63,-106.37,Incomplete
3583,NA,1017,0,NA,Middle Fork F10,USDA Forest Service,42.63,-108.82,Incomplete
756,NA,1017,0,NA,Middle Fork F10,USDA-USFS-Shoshone NF-Dubois RD,42.62759444,-108.8171778,Incomplete
1055,NA,1017,0,NA,Middle Fork F10,USDA-USFS-Shoshone NF-Lander RD,42.62759444,-108.8171778,Incomplete
1365,NA,1017,0,NA,Middle Fork F10,USDA-USFS-Shoshone NF-Lander RD,42.62759444,-108.8171778,Incomplete
1531,NA,1017,0,NA,Middle Fork F10,USDA-USFS-Shoshone NF-Washakie RD,42.62759444,-108.8171778,Incomplete
1532,NA,1017,0,NA,Middle Fork F10,USDA-USFS-Shoshone NF-Washakie RD,42.62759444,-108.8171778,Incomplete
541,2008-09-26,400,400,NA,Lower Cottonwood Rx Burn,USDA-USFS-Bridger-Teton NF-Greys River RD,42.61143333,-110.8931389,Complete
1666,NA,600,0,NA,Iron Mountain,USDI-BLM-Rawlins Field Office,42.58638,-105.297413,Incomplete
674,2010-11-02,1100,1100,NA,Wet Fork of Sheep Creek,USDI-BLM-Casper Field Office,42.58083333,-106.2719444,Complete
750,NA,1100,0,NA,Wet Fork of Sheep Creek,USDI-BLM-Casper Field Office,42.58083333,-106.2719444,Incomplete
537,NA,2310,0,NA,Chicken Creek,USDA-USFS-Bridger-Teton NF-Pinedale RD,42.58042222,-109.2269556,Incomplete
3740,NA,25,0,18900,Twin Creek Piles,Wyoming State Forestry Division,42.58,-108.68,Incomplete
2738,NA,25,0,18900,Twin Creek Piles,Wyoming State Forestry Division,42.58,-108.68,Incomplete
1644,2014-11-19,20,20,27143,Blucher Piles,USDI-BLM-Rock Springs Field Office,42.5604556,-109.1435028,Complete
542,NA,1814,0,NA,Bell Draw,USDI-BLM-Casper Field Office,42.56040564,-106.2133024,Incomplete
1575,2014-02-22,20,20,27143,Blucher Piles,USDI-BLM-Rock Springs Field Office,42.5603,-109.138,Complete
3265,NA,300,0,313076,South Pass Aspen,USDA-USFS-Shoshone NF-Washakie RD,42.55,-108.71,Incomplete
3447,2019-12-10,300,300,313076,South Pass Aspen: Beaver Creek Piles,USDA-USFS-Shoshone NF-Washakie RD,42.55,-108.71,Complete
3586,2020-01-09,300,300,313076,South Pass Aspen Beaver Creek,USDA Forest Service,42.55,-108.71,Complete
543,NA,578,0,NA,Bates Hole Big Sagebrush Restoration Rx,"Fire Trax, LLC",42.54814175,-106.4557419,Incomplete
1113,NA,284,0,NA,Jay Collins Prescribed Burn 2012,Wyoming Game and Fish Department,42.54,-105.03,Incomplete
1963,NA,112,0,19390,South Pass aspen,USDA-USFS,42.53,-108.72,Incomplete
1869,NA,112,0,19390,South Pass aspen,USDA-USFS,42.53,-108.72,Incomplete
3089,2017-04-11,113,113,19390,South Pass Aspen,USDA-USFS-Shoshone NF-Washakie RD,42.53,-108.72,Complete
3185,2017-12-05,220,220,40000,South Pine Aspen Piles,USDI-BLM-Lander Field Office,42.51,-108.13,Complete
874,2011-09-19,1280,1280,NA,Indian Springs,USDI-BLM-Casper Field Office,42.50014278,-106.2669375,Complete
3386,2018-11-14,3,3,90000,Atlantic City Fuels,USDI-BLM-Lander Field Office,42.49,-108.76,Complete
3535,NA,39,0,60000,South Pass Aspen FY20 Piles,NA,42.48,-108.76,Incomplete
1878,NA,21,0,31200,Fort Fetterman Thinning Slash Pile Burn,Wyoming State Forestry Division,42.45,-105.39,Incomplete
1982,NA,21,0,31200,Fort Fetterman Thinning Slash Pile Burn,Wyoming State Forestry Division,42.45,-105.39,Incomplete
3324,NA,1851,0,NA,LaBarge RX Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.44,-110.58,Incomplete
3096,NA,112,0,NA,Wildcat Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.43,-105.35,Incomplete
3136,NA,613,0,NA,Pine Grove RX,USDI-BLM-Rawlins Field Office,42.43,-110.4,Incomplete
3282,2018-01-08,NA,NA,89600,Wildcat Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.43,-105.35,Complete
3460,NA,122,0,NA,South Wildcate Piles,USDA-USFS-Shoshone NF-Wind River RD,42.43,-105.35,Incomplete
3606,NA,224,0,735168,South Wildcat Piles,USFS,42.43,-105.35,Incomplete
3662,NA,55,0,NA,Pine Grove,NA,42.43,-110.4,Incomplete
1261,2013-01-30,42,42,NA,Laramie Peak - Harris Park,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.42066667,-105.3225833,Complete
1379,NA,42,0,NA,Laramie Peak-Harris Park,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.42066667,-105.3225833,Incomplete
3878,NA,598,0,NA,Wildcat Burn 3,NA,42.42,-105.34,Incomplete
3776,NA,NA,0,NA,Wildcat RX,NA,42.42,-105.33,Incomplete
3097,NA,400,0,NA,Wildcat Broadcast,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.42,-105.34,Incomplete
3251,NA,170,0,NA,Castle Rock Pile Burn,Wyoming State Forestry Division,42.42,-105.34,Incomplete
3283,2018-10-23,300,300,NA,Wildcat Burn,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.42,-105.34,Complete
3286,NA,NA,0,NA,Castle Rock Pile Burn,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.42,-105.34,Incomplete
3459,NA,170,0,NA,Castle Rock Pile Burn,USDA-USFS-Shoshone NF-Wind River RD,42.42,-105.34,Incomplete
3538,NA,346,0,NA,Wildcat,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.42,-105.34,Incomplete
1861,2015-12-01,6,6,72500,Paintrock Piles,USDA-USFS-Bighorn NF,42.4,-107.39,Complete
573,2008-12-15,67,67,402000,Crooks Mountain Aspen,USDI-BLM-Fort Washakie Field Office,42.3996007,-107.9789846,Complete
536,2008-05-31,15,15,NA,WYOFIRE Wildland Training Exercise,Wyoming State Forestry Division,42.39722222,-104.7461111,Complete
739,NA,200,0,NA,Esterbrook Broadcast,USDI-BLM-WY High Plains District (Casper Field Office),42.3969972,-105.3909226,Incomplete
1417,NA,40,0,NA,Esterbrook Broadcast,USDI-BLM-Casper Field Office,42.3969972,-105.3909226,Incomplete
1262,NA,160,0,NA,Laramie Peak - LaBonte Canyon,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.39636111,-105.6521667,Incomplete
1380,NA,160,0,NA,Laramie Peak-Labonte Canyon,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.39636111,-105.6521667,Incomplete
1549,2014-02-11,63,63,45250,Crooks Mountain Pile Burn (CY14),USDI-BLM-Ft. Washakie Field Office,42.3848472,-107.9209346,Complete
3877,2021-11-04,400,400,NA,Little Hornet,NA,42.37,-110.55,Complete
3855,NA,173,0,NA,Devil Pass RX,NA,42.37,-105.65,Incomplete
3813,NA,NA,0,4200,Cottonwood Campground,NA,42.36,-107.68,Incomplete
926,2011-10-27,72,72,94081,Green Mountain Pile Burn (CY11),USDI-BLM-Fort Washakie Field Office,42.354501,-107.7075661,Complete
1233,2012-10-29,92,92,118030,Green Mountain Pile Burn (CY12),USDI-BLM-Fort Washakie Field Office,42.354501,-107.7075661,Complete
812,NA,100,0,59,West Zone Piles,USDA-USFS-Bridger-Teton NF-Greys River/Kemmerer RD,42.340278,-110.6861,Incomplete
3872,2021-11-09,9,9,9,Big Park,NA,42.33,-110.78,Complete
3397,2018-11-16,NA,NA,5146219,Gentle Annie RX,USDI-BLM-Pinedale Field Office,42.33,-106.8,Complete
574,2008-12-09,17,17,120000,Green Mountain Aspen-Phase 2,USDI-BLM-Fort Washakie Field Office,42.326,-107.647,Complete
3814,2021-04-20,500,500,NA,Hadsell Watershed,NA,42.32,-107.72,Complete
1797,NA,200,0,NA,Hadsell Watershed Prescribed Burn_CY15,USDI-BLM-Ft. Washakie Field Office,42.3,-107.71,Incomplete
2034,2016-05-12,500,500,NA,Hadsell Watershed Prescribed Burn_CY16,USDI-BLM-Lander Field Office,42.3,-107.71,Complete
1831,2015-09-22,819,819,NA,Smith Mountain,USDI-BLM-Rawlins Field Office,42.27,-105.72,Complete
3187,2017-11-07,307,307,2378568,BLM Pinedale Pile burns,USDI-BLM-Pinedale Field Office,42.27,-110.45,Complete
3407,NA,NA,0,30215,Arkansas Creek Slash,USDI-BLM-Rawlins Field Office,42.27,-107.2,Incomplete
3472,NA,NA,0,30215,Arkansas Creek Slash Piles,USDI-BLM-Rawlins Field Office,42.27,-107.2,Incomplete
928,2011-09-21,1850,1850,NA,KeSa,"Fire Trax, LLC",42.26985804,-105.8015323,Complete
620,2009-11-23,207,207,1137040,Green Mountain Pile Burn,USDI-BLM-Ft. Washakie Field Office,42.2690038,-107.707197,Complete
1665,NA,819,0,NA,Smith Mountain,USDI-BLM-Rawlins Field Office,42.267974,-105.724375,Incomplete
1109,NA,8233,0,NA,Miner Creek/East Ferris Rx,USDI-BLM-Rawlins Field Office,42.26500833,-107.1184444,Incomplete
924,NA,59,0,59,West Zone Piles,USDA-USFS-Bridger Teton NF-Greys River/Kemmerer RD,42.26330833,-110.8016389,Incomplete
1086,2012-10-13,100,100,1500,West Zone Piles,USDA-USFS-Bridger-Teton NF-Greys River/Kemmerer RD,42.2633,-110.8016,Complete
1260,NA,35,0,NA,Laramie Peak - Friend Park,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.26022222,-105.4978611,Incomplete
1378,NA,35,0,NA,Laramie Peak-Friend Park,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.26022222,-105.4978611,Incomplete
1115,2012-03-24,120,120,NA,Tinsley Prescribed Burn 2012,Wyoming Game and Fish Department,42.26,-104.94,Complete
1770,NA,421,0,NA,Hamsfork Aspen RX Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.26,-110.76,Incomplete
1771,NA,80,0,2094,Laramie Peak-Friend Park,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42.26,-105.5,Incomplete
2016,2016-11-15,421,421,NA,Hamsfork Aspen Rx Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.26,-110.76,Complete
3124,NA,221,0,NA,Hamsfork Aspen RX,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.26,-110.76,Incomplete
3323,NA,221,0,NA,Hamsfork Aspen RX,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.26,-110.76,Incomplete
3510,2019-06-12,145,145,NA,Hamsfork RX Basin Creek Unit,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,42.26,-110.77,Complete
523,NA,0,0,9600,Monthly Pallet Burn,Wyoming Military Department,42.255957,-104.7422145,Incomplete
3857,NA,470,0,NA,Burdick,NA,42.25,-110.45,Incomplete
3852,NA,27,0,NA,Hams Fork Aspen,NA,42.25,-110.77,Incomplete
3332,NA,848,0,NA,Burdic Prescribe Burn 2018,USDI-BLM-Pinedale Field Office,42.25,-110.45,Incomplete
3336,NA,47,0,NA,Perkins Creek Prescribed Burn 2018,USDI-BLM-Pinedale Field Office,42.25,-110.52,Incomplete
3511,NA,470,0,NA,Burdick2019,USDI-BLM-Pinedale Field Office,42.25,-110.45,Incomplete
774,NA,290,0,NA,Tinsley CRP 2011,Wyoming Game and Fish Department,42.2419314,-104.937771,Incomplete
1398,NA,217,0,NA,Fontenelle Willow Rx Burn Unit 2,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.2388,-110.5557,Incomplete
1089,NA,217,0,NA,Fontenelle Willow Rx Burn Unit 2,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.2388,-110.5557,Incomplete
1559,NA,217,0,NA,Fontenelle Willow Rx Burn Unit 2,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.2388,-110.5557,Incomplete
810,NA,217,0,NA,Fontenelle Willow Rx Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.23380556,-110.5515556,Incomplete
662,NA,217,0,NA,Fontenelle Willow Rx Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.23380556,-110.5515556,Incomplete
2027,NA,450,0,NA,Miller Mountain Rx - Dutch George Creek Unit,USDI-BLM-Pinedale Field Office,42.2,-110.47,Incomplete
1788,2015-11-03,151,151,140000,Halverson T.S Piles,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.18,-110.5,Complete
1538,NA,NA,0,453240,Morgan Creek Slash Piles,USDI-BLM-Rawlins Field Office,42.17302028,-106.9541225,Incomplete
1330,2013-01-09,71,71,453240,Morgan Creek Slash Piles,USDI-BLM-Rawlins Field Office,42.17302028,-106.9541225,Complete
3851,NA,68,0,NA,Nugent Rx- Hams Fork Unit 2,NA,42.17,-110.8,Incomplete
1409,2013-05-06,307,307,NA,Morgan Creek Broadcast Burn,USDI-BLM-High Desert District (Rawlins Field Office),42.16417278,-106.9428183,Complete
1633,NA,819,0,NA,Smith Mountain,USDI-BLM-Rawlins Field Office,42.164167,-105.9428333,Incomplete
763,2011-11-01,2000,2000,NA,Pole Creek Rx Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.15111111,-110.6897222,Complete
1087,2012-04-22,2677,2677,NA,Pole Creek Rx Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.15111111,-110.6897222,Complete
1328,NA,2677,0,NA,Pole Creek Rx Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.15111111,-110.6897222,Incomplete
661,2010-09-03,5100,5100,NA,Pole Creek Rx,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.15111111,-110.6897222,Complete
1561,2014-06-07,2677,2677,NA,Pole Creek Rx Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.15111111,-110.6897222,Complete
1761,NA,1851,0,NA,Pole Creek RX Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.15,-110.69,Incomplete
2017,NA,1851,0,NA,Pole Creek Rx Burn,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.15,-110.69,Incomplete
3125,NA,1851,0,NA,Pole Creek RX,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.15,-110.69,Incomplete
3325,NA,1851,0,NA,Pole Creek RX,USDA-USFS-Bridger-Teton NF-Kemmerer RD,42.15,-110.69,Incomplete
3408,NA,NA,0,180562,Marking Pen Creek Slash Piles,USDI-BLM-Rawlins Field Office,42.15,-106.97,Incomplete
3656,NA,NA,0,151075,Marking Pen Creek Slash,USDI-BLM-Rawlins Field Office,42.15,-106.93,Incomplete
1539,NA,7,0,208260,Sullivan Creek Slash Piles,USDI-BLM-Rawlins Field Office,42.14495556,-106.5180083,Incomplete
1876,NA,7,0,208260,Sullivan Creek Slash Piles,USDI-BLM-Rawlins Field Office,42.14,-106.52,Incomplete
3049,NA,7,0,208260,Sullivan Creek Slash Piles,USDI-BLM-Rawlins Field Office,42.14,-106.52,Incomplete
3222,NA,12,0,165989,Sullivan Creek Slash Piles,USDI-BLM-Rawlins Field Office,42.14,-106.52,Incomplete
1040,2012-12-05,10,10,62000,Airplane Park Slash Piles,USDI-BLM-Rawlins Field Office,42.12911944,-106.5001306,Complete
1540,NA,5,0,62000,Airplane Park Slash Piles,USDI-BLM-Rawlins Field Office,42.12911944,-106.5001306,Incomplete
1114,2012-03-18,20,20,NA,Lovelace Prescribed Burn 2012,Wyoming Game and Fish Department,42.08,-104.99,Complete
654,NA,10,0,8000,Commissary Ranch Pile Burn,USDI-BLM-Rock Springs Field Office,42.05327778,-110.5849167,Incomplete
1787,2015-03-14,616,616,NA,Holmstrand CRP,Wyoming Game and Fish Department,42.02,-104.39,Complete
1112,2012-03-10,40,40,NA,Horblit Prescribed Burn 2012,Wyoming Game and Fish Department,42.01,-105.07,Complete
3794,NA,NA,0,97600,Commisary,NA,42.01,-110.55,Incomplete
3037,NA,60,0,19200,Commissary Ranches,USDI-BLM-Kemmerer Field Office,42.01,-110.55,Incomplete
3227,NA,100,0,97600,Commissary Ranches,USDI-BLM-Kemmerer Field Office,42.01,-110.55,Incomplete
3426,2018-12-11,100,100,97600,Commissary Ranches RX,USDI-BLM-Kemmerer Field Office,42.01,-110.55,Complete
3470,NA,100,0,97600,Commissary Ranches,USDI-BLM-Kemmerer Field Office,42.01,-110.55,Incomplete
873,NA,90,0,NA,Cokeville Kiosk,USDI-USFWS-Cokeville Meadows National Wildlife Refuge,41.98341,-110.9335547,Incomplete
1093,2012-03-15,360,360,NA,Springer WHMA 2012,Wyoming Game and Fish Department,41.878264,-104.2958015,Complete
730,2011-03-28,680,680,NA,Springer WHMA 2011,Wyoming Game and Fish Department,41.8637189,-104.2957204,Complete
2009,2016-03-12,280,280,NA,Springer WHMA 2016,Wyoming Game and Fish Department,41.86,-104.28,Complete
3490,NA,250,0,942477,Horse Creek,USDA-USFS-Uinta-Wasatch-Cache NF-Evanston-Mountain View RD,41.82,-110.53,Incomplete
3793,NA,NA,0,648586,Bear River SFA Pile,NA,41.7,-111.02,Incomplete
3308,2018-03-06,213,213,648585,Bear River SFA Conifer Encroachment Pile Burns,USDI-BLM-Kemmerer Field Office,41.7,-111.02,Complete
3464,NA,213,0,648586,Bear River SFA,USDI-BLM-Kemmerer Field Office,41.7,-111.02,Incomplete
1629,NA,409,0,NA,Upper Separation Creek  Prescribed Burn,USDI-BLM-Rawlins Field Office,41.6301528,-107.3897194,Incomplete
794,NA,2265,0,NA,Upper Separation Creek Prescribed Burn,USDI-BLM-High Desert District (Rawlins Field Office),41.63015278,-107.3897194,Incomplete
1439,NA,2265,0,NA,Upper Separation Creek Prescribed Burn,USDI-BLM-High Desert District (Rawlins Field Office),41.63015278,-107.3897194,Incomplete
2018,2016-04-14,650,650,NA,Iron Mountain Rx Burn – Limestone Ridge Unit,USDI-BLM-Rawlins Field Office,41.62,-105.33,Complete
1125,NA,1100,0,NA,Iron Mountain,USDI-BLM-Rawlins Field Office,41.6061472,-105.3168133,Incomplete
610,2010-04-14,2700,2700,NA,Iron Mountain,USDI-BLM-Rawlins Field Office,41.6061472,-105.3168133,Complete
909,NA,1100,0,NA,Iron Mountain,USDI-BLM-Rawlins Field Office,41.6061455,-105.3361867,Incomplete
1795,NA,3640,0,NA,Middle Canyon Rx Burn,USDI-BLM-Rawlins Field Office,41.59,-105.3,Incomplete
1427,NA,2089,0,NA,Montgomery Pasture,USDI-BLM-Rawlins Field Office,41.56892222,-107.5195556,Incomplete
1628,2014-09-17,2089,2089,NA,Montgomery Pasture,USDI-BLM-Rawlins Field Office,41.5689222,-107.5195556,Complete
1660,2014-11-19,20,20,3280,White Rocks Community Pile,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.555306,-106.306917,Complete
1452,NA,20,0,7241,White Rocks Community Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.55525556,-106.3075139,Incomplete
1195,2012-12-13,2,2,2290,White Rocks Road Clearing Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.54576111,-106.3082917,Complete
1661,2014-12-19,34,34,19655,White Rocks unit 3&7,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.544333,-106.310556,Complete
