SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,LEGAL_DESCRIP,BURN_STATUS
196,2016-01-01,500,0,NA,Teepee,Broadcast,"BLM, Little Snake Office (Craig), BLM",40.59,-108.79,NA,Incomplete
202,2016-01-01,481,0,NA,Seven Springs,Broadcast,"BLM, Little Snake Office (Craig), BLM",40.59,-108.79,NA,Incomplete
301,2016-01-01,NA,NA,0,Routt Willow Cr,Pile,"BLM, Little Snake Office (Craig), BLM",40.76,-106.9,NA,Incomplete
309,2016-01-01,NA,NA,0,Holland Piles,Pile,"BLM, Little Snake Office (Craig), BLM",40.59,-108.78,NA,Incomplete
62,2016-01-01,NA,NA,7650,Deer Haven,Pile,"BLM, Royal Gorge Office (Canon City), BLM",38.62,-105.37,NA,Complete
87,2016-01-01,NA,NA,0,Antelope Piles,Pile,"BLM, Royal Gorge Office (Canon City), BLM",38.67,-105.55,NA,Incomplete
88,2016-01-01,NA,NA,10676,Stoney Face,Pile,"BLM, Royal Gorge Office (Canon City), BLM",38.61,-105.76,NA,Complete
89,2016-01-01,NA,NA,0,Jack Hall,Pile,"BLM, Royal Gorge Office (Canon City), BLM",38.56,-105.76,NA,Incomplete
97,2016-01-01,NA,NA,116375,Hole in the Rock,Pile,"BLM, Royal Gorge Office (Canon City), BLM",38.67,-105.27,NA,Complete
105,2016-01-01,NA,NA,4006.05,Phantom Canyon,Pile,"BLM, Royal Gorge Office (Canon City), BLM",38.58,-105.13,NA,Complete
133,2016-01-01,NA,NA,0,Sunshine Canyon,Pile,"BLM, Royal Gorge Office (Canon City), BLM",40.06,-105.37,NA,Incomplete
225,2016-01-01,800,0,NA,Trail Gulch,Broadcast,"BLM, Royal Gorge Office (Canon City), BLM",36.67,-105.27,NA,Incomplete
235,2016-01-01,380,0,NA,Deer Haven Broadcast,Broadcast,"BLM, Royal Gorge Office (Canon City), BLM",38.62,-105.37,NA,Incomplete
131,2016-01-01,150,135,NA,Blanca Wetlands,Broadcast,"BLM, San Luis Office, BLM",37.56,-105.72,NA,Complete
7,2016-01-01,NA,NA,0,Summit Reservoir,Pile,"BLM, Southwest District , BLM",37.4,-108.38,NA,Incomplete
187,2016-01-01,300,0,NA,Cushman,Broadcast,"BLM, Southwest District , BLM",38.44,-108.14,NA,Incomplete
204,2016-01-01,600,0,NA,Simms Mesa,Broadcast,"BLM, Southwest District , BLM",38.31,-107.88,NA,Incomplete
205,2016-01-01,2000,1003,NA,West Rim Pines,Broadcast,"BLM, Southwest District , BLM",37.87,-108.83,NA,Complete
206,2016-01-01,350,276,NA,Rabbit Mountain,Broadcast,"BLM, Southwest District , BLM",37.26,-107.66,NA,Complete
17,2016-01-01,550,0,NA,Dry Gulch Piceance,Broadcast,"BLM, White River Office, BLM",39.84,-108.3,NA,Incomplete
135,2016-01-01,NA,NA,9045,Aspen Meadow Piles,Pile,"CSFS, Boulder District Colo State Forest Svc",39.87,-105.41,NA,Complete
123,2016-01-01,NA,NA,13878.800000000001,Bergen Peak SL Piles,Pile,"CSFS, Golden District Colo State Forest Svc",39.66,-105.4,NA,Complete
228,2016-01-01,NA,NA,32380.920000000002,Trail Mountain Slash Piles,Pile,"CSFS, Granby District Colo State Forest Svc",40.17,-105.96,NA,Complete
81,2016-01-01,NA,NA,48296.1,No Name Creek Piles,Pile,"CSFS, Salida District Colo State Forest Svc",38.49,-104.4,NA,Complete
115,2016-01-01,NA,NA,123025,State Forest,Pile,"CSFS, Steamboat Springs Dist. Colo State Forest Svc",40.48,-106.03,NA,Complete
1,2016-01-01,NA,NA,4080,Link Creek STL,Pile,"CSFS, Woodland Park District Colo State Forest Svc",39.01,-105.45,NA,Complete
2,2016-01-01,NA,NA,2470,James Mark Jones,Pile,"CSFS, Woodland Park District Colo State Forest Svc",39.2,-105.89,NA,Complete
3,2016-01-01,NA,NA,0,Mueller State Park,Pile,"CSFS, Woodland Park District Colo State Forest Svc",38.9,-105.16,NA,Incomplete
95,2016-01-01,200,0,NA,South Platte #1,Broadcast,"DNR DFPC, Northeast Region, Div Fire Prev & Ctrl",40.37,-103.49,NA,Incomplete
111,2016-01-01,NA,NA,2356.2000000000003,St. Vrain DFPC,Pile,"DNR DFPC, Northeast Region, Div Fire Prev & Ctrl",40.17,-104.99,NA,Complete
128,2016-01-01,NA,NA,490,Lory State Park,Pile,"DNR DFPC, Northeast Region, Div Fire Prev & Ctrl",40.57,-105.18,NA,Complete
148,2016-01-01,200,150,NA,Banner Lakes,Broadcast,"DNR DFPC, Northeast Region, Div Fire Prev & Ctrl",40.07,-104.56,NA,Complete
114,2016-01-01,NA,NA,7425,Jackson Lake State Park,Pile,"DNR DFPC, North Central Foothills Region, DFPC",40.38,-104.09,NA,Complete
264,2016-01-01,NA,NA,0,Barr Lake State Park Piles,Pile,"DNR DFPC, North Central Foothills Region, DFPC",39.94,-104.73,NA,Incomplete
134,2016-01-01,300,0,NA,Chemical Depot Broadcast,Broadcast,"DoD, Army Chemical Depot",38.27,-104.28,NA,Incomplete
86,2016-01-01,NA,NA,66500,Fort Carson Piles,Pile,"DoD, Fort Carson Army",38.59,-104.82,NA,Complete
91,2016-01-01,NA,NA,0,PCMS Piles,Pile,"DoD, Fort Carson Army",37.52,-104,NA,Incomplete
99,2016-01-01,25000,498,NA,PCMS Broadcast,Broadcast,"DoD, Fort Carson Army",37.46,-103.96,NA,Complete
100,2016-01-01,5000,0,NA,Fort Carson - North,Broadcast,"DoD, Fort Carson Army",38.7,-104.77,NA,Incomplete
103,2016-01-01,10000,2395,NA,Fort Carson - Middle,Broadcast,"DoD, Fort Carson Army",38.59,-104.82,NA,Complete
104,2016-01-01,10000,0,NA,Fort Carson - South,Broadcast,"DoD, Fort Carson Army",38.47,-104.86,NA,Incomplete
121,2016-01-01,NA,NA,0,Knollwood,Pile,"Local Gov't Agency, City of Boulder",40.01,-105.29,NA,Incomplete
147,2016-01-01,85,0,NA,Water Tank,Broadcast,"Local Gov't Agency, City of Boulder",39.95,-105.26,NA,Incomplete
258,2016-01-01,20,0,NA,Windsurfers Point,Broadcast,"Local Gov't Agency, City of Boulder",40.06,-105.23,NA,Incomplete
124,2016-01-01,270,249,NA,Wapiti 2,Broadcast,"Local Gov't Agency, Boulder County Open Space",40.16,-105.29,NA,Complete
179,2016-01-01,NA,NA,0,Hall Ranch,Pile,"Local Gov't Agency, Boulder County Open Space",40.21,-105.33,NA,Incomplete
214,2016-01-01,NA,NA,0,Heil Valley Ranch,Pile,"Local Gov't Agency, Boulder County Open Space",40.18,-105.29,NA,Incomplete
250,2016-01-01,150,0,NA,Wapiti Rx,Broadcast,"Local Gov't Agency, Boulder County Open Space",40.16,-105.29,NA,Incomplete
268,2016-01-01,NA,NA,0,Walker Ranch Piles,Pile,"Local Gov't Agency, Boulder County Open Space",39.96,-105.34,NA,Incomplete
165,2016-01-01,1700,0,NA,Soapstone Prairie,Broadcast,"Local Gov't Agency, City of Fort Collins",40.95,-105.05,NA,Incomplete
51,2016-01-01,NA,NA,0,Oak Creek FPD,Pile,"Local Gov't Agency, Local Government Agency",40.29,-106.97,NA,Incomplete
79,2016-01-01,NA,NA,17100,Tri Communities,Pile,"Local Gov't Agency, Local Government Agency",40.14,-105.28,NA,Complete
80,2016-01-01,NA,NA,82302.3,Glacier View Community Piles,Pile,"Local Gov't Agency, Local Government Agency",40.74,-105.42,NA,Complete
106,2016-01-01,NA,NA,32400,Otis Tree Pile,Pile,"Local Gov't Agency, Local Government Agency",40.14,-102.95,NA,Complete
112,2016-01-01,NA,NA,17107.2,Witter,Pile,"Local Gov't Agency, Local Government Agency",40.06,-105.34,NA,Complete
142,2016-01-01,NA,NA,42845,Vail Hazardous Fuels,Pile,"Local Gov't Agency, Local Government Agency",39.64,-106.33,NA,Complete
146,2016-01-01,NA,NA,1386.58,Conejos County Willows,Pile,"Local Gov't Agency, Local Government Agency",37.17,-105.86,NA,Complete
154,2016-01-01,NA,NA,0,Mountain Meadows,Pile,"Local Gov't Agency, Local Government Agency",40.64,-105.29,NA,Incomplete
156,2016-01-01,NA,NA,1852.5,Platte Canyon Piles,Pile,"Local Gov't Agency, Local Government Agency",39.49,-105.45,NA,Complete
161,2016-01-01,NA,NA,89775,Perry Park,Pile,"Local Gov't Agency, Local Government Agency",39.24,-104.98,NA,Complete
200,2016-01-01,10,0,NA,Town of Silt Cattails,Broadcast,"Local Gov't Agency, Local Government Agency",39.54,-107.65,NA,Incomplete
209,2016-01-01,NA,NA,0,Twin Buttes,Pile,"Local Gov't Agency, Local Government Agency",37.27,-107.91,NA,Incomplete
294,2016-01-01,NA,NA,0,Sky Trail,Pile,"Local Gov't Agency, Local Government Agency",40.07,-105.34,NA,Incomplete
4,2016-01-01,NA,NA,0,Horsetooth,Pile,"LRX, Larimer County",40.54,-105.18,NA,Incomplete
5,2016-01-01,NA,NA,21676.05,Pinewood Reservoir,Pile,"LRX, Larimer County",40.36,-105.29,NA,Complete
63,2016-01-01,NA,NA,164475,Elk Creek Ranch,Pile,"Multiple Agencies, multiple agencies",37.68,-106.69,NA,Complete
108,2016-01-01,870,0,NA,West Divide,Broadcast,"Multiple Agencies, multiple agencies",39.31,-107.55,NA,Incomplete
163,2016-01-01,650,800,NA,Battlements,Broadcast,"Multiple Agencies, multiple agencies",39.29,-107.88,NA,Complete
44,2016-01-01,NA,NA,92331.36,Maddox,Pile,"Non-Profits & Misc. Fed, Other",38.94,-105.04,NA,Complete
72,2016-01-01,NA,NA,72426.02,Forbes Wagon Creek,Pile,"Non-Profits & Misc. Fed, Other",37.55,-105.22,NA,Complete
73,2016-01-01,NA,NA,17362.24,North Slope Piles,Pile,"Non-Profits & Misc. Fed, Other",38.92,-105.04,NA,Complete
74,2016-01-01,105,0,NA,North Catamount Phase 1,Broadcast,"Non-Profits & Misc. Fed, Other",38.93,-105.06,NA,Incomplete
129,2016-01-01,NA,NA,13910.4,Elk Creek Unit 1 Piles,Pile,"Non-Profits & Misc. Fed, Other",40.73,-105.51,NA,Complete
139,2016-01-01,NA,NA,11238.5,Magic Sky Ranch,Pile,"Non-Profits & Misc. Fed, Other",40.77,-105.48,NA,Complete
145,2016-01-01,NA,NA,0,Longs Canyon,Pile,"Non-Profits & Misc. Fed, Other",37.01,-104.74,NA,Incomplete
175,2016-01-01,30,0,NA,Bulrush Wetlands,Broadcast,"Non-Profits & Misc. Fed, Other",40.02,105.04,NA,Incomplete
182,2016-01-01,50,0,NA,Riverdell Golf Course,Broadcast,"Non-Profits & Misc. Fed, Other",39.95,-104.87,NA,Incomplete
194,2016-01-01,15,0,NA,Sourdough,Broadcast,"Non-Profits & Misc. Fed, Other",39.03,-105.06,NA,Incomplete
211,2016-01-01,NA,NA,0,IMMD,Pile,"Non-Profits & Misc. Fed, Other",39.28,-105.81,NA,Incomplete
257,2016-01-01,NA,NA,62244,Arrowhead,Pile,"Non-Profits & Misc. Fed, Other",38.3,-105.35,NA,Complete
306,2016-01-01,NA,NA,6650,Dos Rios,Pile,"Non-Profits & Misc. Fed, Other",38.52,-106.96,NA,Complete
157,2016-01-01,NA,NA,68393.85,Snowmass Ski Area Piles,Pile,"Non-Profits & Misc. Fed, Ski resort",39.19,-106.95,NA,Complete
216,2016-01-01,NA,NA,67911.64,Keystone Mountain,Pile,"Non-Profits & Misc. Fed, Ski resort",39.59,-105.93,NA,Complete
219,2016-01-01,NA,NA,21600,Winter Park,Pile,"Non-Profits & Misc. Fed, Ski resort",39.86,-105.75,NA,Complete
226,2016-01-01,NA,NA,72.52,Wolf Creek Ski Area,Pile,"Non-Profits & Misc. Fed, Ski resort",37.47,-106.78,NA,Complete
237,2016-01-01,NA,NA,32475.24,Aspen Highlands Piles,Pile,"Non-Profits & Misc. Fed, Ski resort",39.13,-106.86,NA,Complete
266,2016-01-01,NA,NA,5843.1900000000005,Ute Park 2016 Burn,Pile,"Non-Profits & Misc. Fed, Ski resort",37.9,-107.84,NA,Complete
221,2016-01-01,250,0,NA,Storage Tank,Broadcast,"Non-Profits & Misc. Fed, The Nature Conservancy",37.4,-103.69,NA,Incomplete
238,2016-01-01,55,0,NA,Elkhorn Unit #1,Broadcast,"Non-Profits & Misc. Fed, The Nature Conservancy",40.73,-105.51,NA,Incomplete
289,2016-01-01,NA,NA,0,Ridge Road Piles,Pile,"Non-Profits & Misc. Fed, The Nature Conservancy",39.48,-105.24,NA,Incomplete
198,2016-01-01,NA,NA,0,BCP Maintenance Brush Pile,Pile,"NPS, Black Canyon National Park",38.53,-107.68,NA,Incomplete
199,2016-01-01,NA,NA,4869.12,Curecanti Brush Piles,Pile,"NPS, Black Canyon National Park",38.47,-107.17,NA,Complete
308,2016-01-01,NA,NA,3087.5,Green Grizzly Piles,Pile,"NPS, Black Canyon National Park",38.59,-107.69,NA,Complete
314,2016-01-01,NA,NA,0,Dinosaur HQ,Pile,"NPS, Dinosaur National Monument",40.24,-108.96,NA,Incomplete
197,2016-01-01,400,0,NA,North & East Interface,Broadcast,"NPS, Florissant Fossil Beds National Monument",38.92,-105.26,NA,Incomplete
64,2016-01-01,NA,NA,3079.16,MEVE Admin,Pile,"NPS, Mesa Verde National Park",37.18,-108.48,NA,Complete
18,2016-01-01,NA,NA,0,Eagle LLP,Pile,"NPS, Rocky Mountain National Park",40.35,-105.58,NA,Incomplete
19,2016-01-01,NA,NA,0,Allenspark Boundary,Pile,"NPS, Rocky Mountain National Park",40.21,-105.55,NA,Incomplete
20,2016-01-01,NA,NA,0,Old Fall River,Pile,"NPS, Rocky Mountain National Park",40.41,-105.56,NA,Incomplete
186,2016-01-01,NA,NA,9519,Mill Creek,Pile,"NPS, Rocky Mountain National Park",40.34,-105.59,NA,Complete
188,2016-01-01,NA,NA,20179.9,Sprague Lake,Pile,"NPS, Rocky Mountain National Park",40.32,-105.6,NA,Complete
233,2016-01-01,NA,NA,0,Deer Mt. West,Pile,"NPS, Rocky Mountain National Park",40.4,-105.62,NA,Incomplete
242,2016-01-01,310,115,NA,Private Broadcast,Broadcast,"Private Land, Privately-owned land being burned by owner",37.05,-106.68,NA,Complete
311,2016-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",39.98,-106.41,NA,Incomplete
16,2016-01-01,NA,NA,27850.2,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.09,-106.67,NA,Complete
45,2016-01-01,NA,NA,30076.2,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",38.47,-106.41,NA,Complete
50,2016-01-01,NA,NA,3900,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.71,-105.36,NA,Complete
59,2016-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.33,-107.82,NA,Incomplete
70,2016-01-01,NA,NA,392445,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",38.08,-105.42,NA,Complete
71,2016-01-01,NA,NA,30875,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.51,-107.06,NA,Complete
101,2016-01-01,NA,NA,31624,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.92,-108.03,NA,Complete
102,2016-01-01,NA,NA,59577,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.48,-105.2,NA,Complete
117,2016-01-01,NA,NA,9728,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",38.47,-105.19,NA,Complete
122,2016-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.71,-105.34,NA,Incomplete
136,2016-01-01,NA,NA,1246057.1500000001,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",39.51,-106.06,NA,Complete
137,2016-01-01,NA,NA,16896,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.76,-105.51,NA,Complete
153,2016-01-01,NA,NA,3960,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",36.98,-105.73,NA,Complete
185,2016-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.51,-107.8,NA,Incomplete
217,2016-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.21,-106.89,NA,Incomplete
224,2016-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",39.49,-106.05,NA,Incomplete
227,2016-01-01,NA,NA,13300,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.4,-106.8,NA,Complete
279,2016-01-01,NA,NA,35653.5,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.53,-107.79,NA,Complete
302,2016-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.42,-108.36,NA,Incomplete
307,2016-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.48,106.8,NA,Incomplete
42,2016-01-01,NA,NA,99900,Private Piles,Pile,"Private Land, Trinchera Ranch",37.04,-105,NA,Complete
52,2016-01-01,NA,NA,109756.08,Private Piles,Pile,"Private Land, Trinchera Ranch",37.97,-108.01,NA,Complete
60,2016-01-01,NA,NA,2543446.4,Private Piles,Pile,"Private Land, Trinchera Ranch",37.41,-105.23,NA,Complete
61,2016-01-01,NA,NA,799004.7000000001,Private Piles,Pile,"Private Land, Trinchera Ranch",37.62,-105.23,NA,Complete
21,2016-01-01,NA,NA,0,Forsythe A6,Pile,"USFS, Arapaho/Roosevelt National Forests",39.94,-105.44,NA,Incomplete
22,2016-01-01,NA,NA,667948.5,"Forsythe 1-6, 8, 19",Pile,"USFS, Arapaho/Roosevelt National Forests",39.96,-105.36,NA,Complete
23,2016-01-01,NA,NA,71579.2,LG and F30s,Pile,"USFS, Arapaho/Roosevelt National Forests",39.95,-105.49,NA,Complete
24,2016-01-01,NA,NA,0,Forsythe G5,Pile,"USFS, Arapaho/Roosevelt National Forests",39.95,-105.47,NA,Incomplete
25,2016-01-01,NA,NA,215865.65,Magic Sky,Pile,"USFS, Arapaho/Roosevelt National Forests",40.74,-105.52,NA,Complete
26,2016-01-01,NA,NA,0,James Creek RFB 17,Pile,"USFS, Arapaho/Roosevelt National Forests",40.16,-105.4,NA,Incomplete
27,2016-01-01,NA,NA,55107,RF2 Creedmore,Pile,"USFS, Arapaho/Roosevelt National Forests",40.85,-105.54,NA,Complete
28,2016-01-01,NA,NA,0,James Creek M3401 & O3401,Pile,"USFS, Arapaho/Roosevelt National Forests",40.09,-105.43,NA,Incomplete
29,2016-01-01,NA,NA,0,"James Creek RFB 6, 7, 8",Pile,"USFS, Arapaho/Roosevelt National Forests",40.1,-105.4,NA,Incomplete
30,2016-01-01,NA,NA,0,James Creek 3401-3402 Boulder Hts,Pile,"USFS, Arapaho/Roosevelt National Forests",40.1,-105.32,NA,Incomplete
31,2016-01-01,NA,NA,0,Kelly Dahl,Pile,"USFS, Arapaho/Roosevelt National Forests",39.93,-105.49,NA,Incomplete
32,2016-01-01,NA,NA,0,Sugarloaf 4,Pile,"USFS, Arapaho/Roosevelt National Forests",40.05,-105.43,NA,Incomplete
33,2016-01-01,NA,NA,47565,Sugarloaf 151,Pile,"USFS, Arapaho/Roosevelt National Forests",39.97,-105.47,NA,Complete
34,2016-01-01,NA,NA,0,Winiger,Pile,"USFS, Arapaho/Roosevelt National Forests",39.96,-105.43,NA,Incomplete
76,2016-01-01,NA,NA,56949.200000000004,Lump Gulch Lumpy Tung 1-9,Pile,"USFS, Arapaho/Roosevelt National Forests",39.88,-105.49,NA,Complete
78,2016-01-01,NA,NA,1696.5,High Park,Pile,"USFS, Arapaho/Roosevelt National Forests",40.58,-105.45,NA,Complete
85,2016-01-01,NA,NA,0,St. Vrain Taylor SV6,Pile,"USFS, Arapaho/Roosevelt National Forests",40.2,-105.49,NA,Incomplete
94,2016-01-01,NA,NA,0,"St. Vrain 13_14, Johnny Park",Pile,"USFS, Arapaho/Roosevelt National Forests",40.25,-105.4,NA,Incomplete
152,2016-01-01,NA,NA,0,Forsythe 99,Pile,"USFS, Arapaho/Roosevelt National Forests",39.96,-105.76,NA,Incomplete
158,2016-01-01,NA,NA,162611.9,Mad Creek Piles,Pile,"USFS, Arapaho/Roosevelt National Forests",39.76,-105.69,NA,Complete
160,2016-01-01,900,900,NA,Center,Broadcast,"USFS, Arapaho/Roosevelt National Forests",40.84,-104.47,NA,Complete
174,2016-01-01,2027,415,NA,Pingree Hill,Broadcast,"USFS, Arapaho/Roosevelt National Forests",40.71,-105.54,NA,Complete
195,2016-01-01,58,58,NA,Mad Creek Broadcast,Broadcast,"USFS, Arapaho/Roosevelt National Forests",39.77,-105.69,NA,Complete
220,2016-01-01,NA,NA,0,St. Vrain 5i 5H,Pile,"USFS, Arapaho/Roosevelt National Forests",40.16,-105.45,NA,Incomplete
229,2016-01-01,NA,NA,0,James Creek RFB 10,Pile,"USFS, Arapaho/Roosevelt National Forests",40.06,-105.49,NA,Incomplete
232,2016-01-01,2220,0,NA,Red Feather North,Broadcast,"USFS, Arapaho/Roosevelt National Forests",40.85,-105.56,NA,Incomplete
245,2016-01-01,NA,NA,0,Sugarloaf 137,Pile,"USFS, Arapaho/Roosevelt National Forests",39.99,-105.45,NA,Incomplete
247,2016-01-01,NA,NA,0,James Creek M1603,Pile,"USFS, Arapaho/Roosevelt National Forests",40.13,-105.43,NA,Incomplete
255,2016-01-01,NA,NA,0,Gill,Pile,"USFS, Arapaho/Roosevelt National Forests",40.11,-105.38,NA,Incomplete
270,2016-01-01,NA,NA,63675,SRD North Handpiles,Pile,"USFS, Arapaho/Roosevelt National Forests",40.22,-105.96,NA,Complete
274,2016-01-01,NA,NA,0,Evergreen 1A,Pile,"USFS, Arapaho/Roosevelt National Forests",39.56,-105.38,NA,Incomplete
277,2016-01-01,NA,NA,66908.16,SRD South Handpiles,Pile,"USFS, Arapaho/Roosevelt National Forests",39.93,-105.87,NA,Complete
295,2016-01-01,NA,NA,0,James Creek M3201,Pile,"USFS, Arapaho/Roosevelt National Forests",40.09,-105.48,NA,Incomplete
77,2016-01-01,NA,NA,0,Kannah Creek,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.96,-108.21,NA,Incomplete
130,2016-01-01,NA,NA,0,Escalante,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.51,-108.34,NA,Incomplete
169,2016-01-01,1200,462,NA,Brushy Ridge,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.62,-108.52,NA,Complete
172,2016-01-01,1833,0,NA,Davewood 8,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.31,-108.01,NA,Incomplete
173,2016-01-01,1000,120,NA,Little Monitor,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.52,-108.3,NA,Complete
176,2016-01-01,1406,0,NA,25 Mesa,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.48,-108.38,NA,Incomplete
180,2016-01-01,3208,0,NA,Cottonwood Hollow,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.49,-108.42,NA,Incomplete
181,2016-01-01,1000,250,NA,West Elk,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.54,-107.15,NA,Complete
189,2016-01-01,1150,635,NA,WIMP 5,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.97,-108.12,NA,Complete
190,2016-01-01,3412,0,NA,Glencoe Pine,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.36,-108.4,NA,Incomplete
191,2016-01-01,NA,NA,784,Horse Pasture Pit,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.08,-108.32,NA,Complete
222,2016-01-01,2000,0,NA,Rocky Pitch,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.76,-108.67,NA,Incomplete
241,2016-01-01,NA,NA,0,Ouray Amphitheater,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.02,-107.66,NA,Incomplete
246,2016-01-01,NA,NA,181294.2,Highway 149 Corridor,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",37.98,-107.2,NA,Complete
251,2016-01-01,NA,NA,232630.2,Windy Mill,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",37.98,-107.23,NA,Complete
252,2016-01-01,NA,NA,948166.5,Beetle Pinos and Perfecto,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.08,-106.94,NA,Complete
253,2016-01-01,NA,NA,90078.75,Red Creek,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.61,-107.47,NA,Complete
254,2016-01-01,NA,NA,231884.55000000002,Stage Stop Reoffer and Murdie,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.81,-106.47,NA,Complete
260,2016-01-01,NA,NA,0,Leroux Creed,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.99,-107.71,NA,Incomplete
261,2016-01-01,NA,NA,0,Mesa Lake Piles,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",39.04,-108.1,NA,Incomplete
262,2016-01-01,NA,NA,0,Ward Lake,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",39.05,-107.97,NA,Incomplete
263,2016-01-01,NA,NA,578,Eggleston Group,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",39.03,-107.99,NA,Complete
265,2016-01-01,NA,NA,0,Paradox Piles,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.29,-108.1,NA,Incomplete
280,2016-01-01,NA,NA,0,Wiley Gulch,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.55,-106.5,NA,Incomplete
293,2016-01-01,NA,NA,0,Mesa Pt. Comm. Site,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.87,-108.33,NA,Incomplete
297,2016-01-01,NA,NA,57780,Hanks Valley Thinning Piles,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.23,-108.11,NA,Complete
298,2016-01-01,NA,NA,52951.36,Sargents Mesa/Millswitch,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.29,-106.35,NA,Complete
299,2016-01-01,NA,NA,0,Cow Creek,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",39.11,-107.61,NA,Incomplete
300,2016-01-01,NA,NA,0,Hubbard,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",39.04,-107.59,NA,Incomplete
312,2016-01-01,NA,NA,0,Ridgestock,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.25,-107.37,NA,Incomplete
203,2016-01-01,780,126,NA,Buckeye Reservoir,Broadcast,"USFS, Manti La Salle National Forests",38.43,-109.03,NA,Complete
8,2016-01-01,NA,NA,53656.32,North Divide Piles,Pile,"USFS, Pike/San Isabel National Forests",39.03,-105.17,NA,Complete
35,2016-01-01,NA,NA,72800,Tramway 4,Pile,"USFS, Pike/San Isabel National Forests",39.33,-105.32,NA,Complete
36,2016-01-01,NA,NA,0,Tramway 7,Pile,"USFS, Pike/San Isabel National Forests",39.33,-105.3,NA,Incomplete
37,2016-01-01,NA,NA,178758.09,Sand Springs,Pile,"USFS, Pike/San Isabel National Forests",39.33,-105.3,NA,Complete
