SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
1017081,2022-01-05,100,0.1,0,Bandelier Park Wide Piles RX,Broadcast,BANDELIER NPS,35.833,-106.444,Incomplete
1008809,2018-03-01,NA,0,0,Six Horse East 1,Pile,VERMEJO PARK RANCH,36.94444,-104.6432,Incomplete
1007984,2013-03-01,47,0,0,Rt 266-La Canada RX,Broadcast,PRITZLAFF RANCH,35.7756,-105.3458,Incomplete
1007793,2012-09-01,738,0,0,Barranco RX,Broadcast,Federal,NA,NA,Incomplete
1007594,2011-03-01,NA,NA,NA,FFINC 11-01,Pile,Private,NA,NA,Incomplete
1006835,2008-09-01,250,0,0,El Porvenir,Broadcast,Federal,35.71503,-105.5009,Incomplete
1014383,2021-01-01,300,40,20000,La Cueva Rx,NA,USFS / PECOS/LAS VEGAS DISTRICT,35.572,-105.742,Complete
1006884,2008-09-01,NA,0,0,B and D,Pile,Private,36.8422,-105.0247,Incomplete
1006758,2008-03-01,NA,0,0,Chimayo Scout Camp Piles,Pile,Bureau of Land Management,35.9102,-105.8855,Incomplete
1006599,2007-03-01,NA,0,16800,Glenwood Transfer Station,Pile,Federal,NA,NA,Complete
1013180,2020-03-31,500,1,0,Centennial,Broadcast,BLM-NM-LCDO,32.29,-105.68,Incomplete
1007748,2012-06-01,585,0,0,Seeping Springs,Broadcast,"LINCOLN NF, SMOKEY BEAR RD",NA,NA,Incomplete
1007626,2011-03-01,20884,0,0,WS1,Broadcast,Private,36.5154,-104.8208,Incomplete
1005956,2004-03-01,NA,0,129400,CBM South Project Piles,Pile,Private,NA,NA,Complete
1013120,2020-04-02,50,1,0,Dripping Springs,Broadcast,BLM-NM-LCDO,32.323,-106.584,Incomplete
1009354,2016-12-01,NA,0,0,D5 Gattons Park,Pile,U.S. Forest Service-USDA - NM-GNF - Wilderness,32.98756,-108.06116,Incomplete
1009115,2008-03-01,NA,NA,4000,Lowry,Pile,Private,32.264,-106.8108,Complete
1008170,2015-03-01,NA,0,0,Pie Town Piles,Pile,BLM - SOCORRO FO,34.3,-108.12,Incomplete
1017740,2022-02-18,290,290,1,FishingHole,NA,Bureau of Land Management - NM-CAD,32.155,-104.292,Complete
1008469,2016-03-01,80,0,30000,Hyde Park II,Pile,NM State Forestry - NM-N6S,35.7332,-105.831,Complete
1007489,2011-03-01,560,0,0,Catclaw Trap,Broadcast,Federal,NA,NA,Incomplete
1006534,2007-03-01,NA,0,0,Shady Brook,Pile,Federal,36.37,-105.4005,Incomplete
1007648,2012-03-01,6200,0,0,Sheep Basin Rx,NA,"USFS  RESERVE RANGER DISTRICT, GILA NF",NA,NA,Incomplete
1006405,2006-03-01,NA,0,150000,Cemetery Pasture Unit 1,Pile,Bureau of Land Management,33.48264,-105.50402,Complete
1007843,2012-03-01,NA,0,0,Anderson Rx Burn,Pile,NEW MEXICO STATE LAND OFFICE,NA,NA,Incomplete
1018041,2022-03-24,905,0.01,0,Valle Vidal Rx-North Hart Canyon Unit,Broadcast,"Carson National Forest, Questa Ranger District",36.788,-105.052,Incomplete
1007808,2012-03-01,7768.5,0,0,C3,Broadcast,VERMEJO PARK RANCH,36.9058,-105.2309,Incomplete
1007747,2012-06-01,12,0,0,Tiny,Broadcast,"LINCOLN NF, SMOKEY BEAR RD",NA,NA,Incomplete
1007462,2011-03-01,NA,0,0,Fenton Hill Piles RX,Pile,Federal,NA,NA,Incomplete
1007368,2010-03-01,33697,0,0,H10,Broadcast,Private,36.9292,-104.9344,Incomplete
1007674,2012-03-01,1800,0,0,Owl Draw,Broadcast,BLM CARLSBAD,32.0138,-104.1707,Incomplete
1006038,2005-03-01,90,0,0,Fuel Break,Broadcast,Federal,32.975,-105.525,Incomplete
1014583,2021-01-11,200,200,100000,San Pedro Piles,NA,BLM- TAOS FIELD OFFICE,35.236,-106.209,Complete
1009339,2015-09-01,NA,0,3000,CHCU Admin Pile Rx,Pile,National Park Service - NM-CHP,36.3758,-107.8806,Complete
1006511,2007-03-01,3488,0,0,"Dry Lonesome, Dry Well U",Broadcast,Federal,34.39611,-106.9097,Incomplete
1014320,2021-01-01,50,50,150000,Hillside,NA,"SANTA FE, JEMEZ RD",35.797,-106.59,Complete
1006645,2007-03-01,34251,0,0,Reserve WUI Broadcast,Broadcast,Federal,NA,NA,Incomplete
1006401,2006-09-01,80,0,0,Hogg North Burn,Broadcast,Federal,34.5728,-106.372,Incomplete
1009212,2010-12-01,NA,NA,13500,CHAGO BURN,Pile,Private,33.4164,-104.5846,Complete
1008549,2017-03-01,1350,0,0,Juniper,Broadcast,BLM,32.63722,-105.2217,Incomplete
1007919,2013-03-01,2000,0,0,Gallina WUI,Broadcast,USFS SNF,36.20889,-106.8206,Incomplete
1007499,2011-03-01,NA,0,36000,Capitan Commercial FW 1,Pile,Federal,NA,NA,Complete
1006159,2005-09-01,NA,0,3000,Caballo Mountain,Pile,Federal,32.9602,-107.223,Complete
1005923,2004-09-01,NA,0,34560,Elmo/Gravel,Pile,Federal,36.6451,-105.9914,Complete
1007476,2011-06-01,NA,0,0,KKTR Piles,Pile,Bureau of Land Management,35.6711,-106.4496,Incomplete
1014521,2021-01-01,2500,1,1000,Programmatic Piles 2021,NA,FOREST SERVICE,32.875,-105.809,Complete
1008322,2016-03-01,NA,0,0,Chimayo Scout Camp Piles,Pile,BLM,35.9102,-105.8855,Incomplete
1008304,2016-03-01,NA,0,0,Grindstone Piles Rx,Pile,U.S. Forest Service-USDA - NM-LNF,33.3112,-105.7001,Incomplete
1007716,2012-03-01,NA,0,150000,Wind Mountain Pile Burn,Pile,BLM,36.7053,-105.92,Complete
1007229,2010-03-01,2100,0,0,Francisco,Broadcast,Federal,NA,NA,Incomplete
1006869,2008-09-01,NA,0,0,Magdalena Brush,Pile,Municipal,34.1197,-107.241,Incomplete
1009480,2019-01-29,80,7.16,10987,Aztec Springs Pile Burn,NA,SANTA FE FIRE DEPARTMENT,35.704,-105.884,Complete
1012702,2020-02-14,0,0.01,40000,2020-4MP#3,Pile,"SALOPEK 4MP, LLC",32.454,-106.893,Complete
1007669,2012-12-01,NA,0,168750,Capulin Piles,Pile,USFS,36.3845,-105.4694,Complete
1009620,2019-02-05,0,0,120000,4MP#1,Pile,"SALOPEK 4MP, LLC",32.401,-106.856,Complete
1008187,2015-03-01,14382,0,0,Paliza Rx,Broadcast,USFS,35.7336,-106.5918,Incomplete
1007482,2011-03-01,NA,0,0,Stair Case Phase 2,Pile,Federal,35.03389,-108.1356,Incomplete
1007153,2009-03-01,14743,0,0,H18,Broadcast,Private,36.9352,-104.7902,Incomplete
1006336,2006-03-01,3000,0,0,Torrez Ranch,Broadcast,Bureau of Land Management,36.61972,-105.85973,Incomplete
1006441,2006-09-01,NA,0,900,Rodeo,Pile,Municipal,35.35244,-103.40517,Complete
1006346,2006-03-01,NA,0,151296,Dairy Pasture,Pile,Bureau of Land Management,33.48397,-105.51315,Complete
1007017,2009-06-01,4000,0,0,Gallinas RX,Broadcast,Federal,NA,NA,Incomplete
1006872,2008-03-01,NA,NA,5600,FFINC 08-01,Pile,Private,NA,NA,Complete
1006664,2007-09-01,NA,0,15000,Farmington Pit,Pile,Municipal,36.7,-108.2,Complete
1006591,2007-03-01,6000,0,0,"Mills Canyon E(84,87,&90)",Broadcast,Federal,NA,NA,Incomplete
1008124,2015-12-01,1000,0,0,"Organ Firebreaks #5, #6",Broadcast,Dept. of Defense - Ft. Bliss,32.2936,-106.5011,Incomplete
1009235,2010-03-01,NA,NA,3000,Turney,Pile,Private,32.293,-106.8278,Complete
1006683,2007-09-01,NA,0,1349000,B and D,Pile,Private,36.8422,-105.0247,Complete
1006510,2007-03-01,NA,0,2200,Bosque Mech Piles,Pile,Federal,33.79167,-106.875,Complete
1007757,2012-06-01,12000,0,0,Cookes Range,Broadcast,LCDO BLM,NA,NA,Incomplete
1006462,2006-03-01,1166,0,0,Crow to Little Crow,Broadcast,Private,36.8771,-104.7134,Incomplete
1010020,2019-03-04,4105,1,0,Centerfire RX,Broadcast,"FORESEST SERVICE, GILA N ATIONAL FOREST",33.945,-108.674,Incomplete
1017140,2022-01-13,0,0,120000,Reserve WUI Piles,Pile,Gila National Forest-Reserve Ranger District,33.739,-108.793,Complete
1008621,2017-03-01,NA,NA,NA,TSF#1,Pile,TOM SALOPEK FARMS,32.6344,-107.025,Incomplete
1006170,2005-03-01,NA,0,0,Thompson Ridge Piles,Pile,Federal,NA,NA,Incomplete
1006544,2007-03-01,300,0,45000,Tucson Electric Broadcast,Pile,Federal,33.767,-108.893,Complete
1006451,2006-03-01,759,0,0,Town Flats,Broadcast,Private,36.864,-104.5096,Incomplete
1008136,2015-03-01,NA,0,171000,Cora Dutton Piles Rx,Pile,LINCOLN NF,33.5275,-105.6324,Complete
1007830,2012-03-01,19937,0,0,H21,Broadcast,VERMEJO PARK RANCH,36.8378,-104.6929,Incomplete
1007814,2012-03-01,16609,0,0,H4,Broadcast,VERMEJO PARK RANCH,36.9567,-105.025,Incomplete
1007778,2012-03-01,1450,0,0,Huerfano Rx,Broadcast,BUREAU OF LAND MANAGEMENT,NA,NA,Incomplete
1008627,2017-03-01,NA,0,0,8 Canyon,Pile,VERMEJO PARK RANCH,36.88511,-104.6919,Incomplete
1008200,2015-03-01,NA,0,5000,Baca Pit,Pile,"USFS, GILA NF, QUEMADO RD",34.1535,-108.4441,Complete
1007345,2010-03-01,NA,NA,40000,4MP#1,Pile,Private,32.5856,-106.9014,Complete
1007088,2009-09-01,800,0,0,Sargent,Broadcast,Federal,NA,NA,Incomplete
1012540,2020-01-28,200,200,75,San Pedro Pile,NA,BLM- TAOS FIELD OFFICE,35.235,-106.21,Incomplete
1008830,2019-03-01,120,0.1,0,Pie Town RX,Broadcast,BLM - SOCORRO FO,34.3,-108.12,Incomplete
1008616,2017-03-01,2500,0,0,Perk,Broadcast,U.S. Forest Service-USDA - NM-LNF,32.76711,-105.5475,Incomplete
1007677,2012-03-01,3600,0,0,South Cass,Broadcast,BLM CARLSBAD,32.5875,-104.6616,Incomplete
1007159,2009-03-01,27966,0,0,S9,Broadcast,Private,36.6142,-104.8868,Incomplete
1007911,2013-06-01,12,0,0,Tiny,Broadcast,"LINCOLN NF, SMOKEY BEAR RD",33.4604,-105.4955,Incomplete
1010760,2019-06-18,800,325,416000,2019 Ft Stanton Piles,NA,Bureau of Land Management - NM-ROD,33.479,-105.497,Complete
1005978,2004-03-01,1094,0,0,Salyers,Broadcast,Private,NA,NA,Incomplete
1009627,2019-02-05,0,0,896000,McWilliams Canyon 1,Pile,VERMEJO PARK RANCH,36.955,-104.723,Incomplete
1007825,2012-03-01,13886,0,0,H16,Broadcast,VERMEJO PARK RANCH,36.7785,-104.7679,Incomplete
1009224,2010-03-01,NA,NA,2500,Triple A,Pile,Private,32.293,-106.8448,Complete
1007132,2009-03-01,12341,0,0,C2,Broadcast,Private,NA,NA,Incomplete
1012501,2020-01-27,1020,862,328360,Maquinitas Piles,NA,"CARSON NATIONAL FOREST, TRES PIEDRAS RANGER DISTRICT",36.678,-106.145,Complete
1007774,2012-03-01,400,0,0,Timberon,Broadcast,BLM,32.6087,-105.7378,Incomplete
1007470,2011-03-01,NA,0,0,Copper Hill Piles,Pile,Federal,36.2024,-105.7578,Incomplete
1007212,2010-03-01,80,0,0,Priest Canyon Fuel Break,Broadcast,Federal,NA,NA,Incomplete
1006199,2005-09-01,NA,0,760000,Spring and A,Pile,Private,36.9481,-104.89104,Complete
1007857,2013-03-01,220,0,5000,Negrito Fire Base Rx,Pile,USFS,33.5125,-108.5299,Complete
1007859,2013-03-01,NA,0,124000,Carbon,Pile,Federal,35.2667,-108.1667,Complete
1007280,2010-03-01,202,0,0,South Mesa,Broadcast,Federal,33.4528,-105.5658,Incomplete
1008355,2016-03-01,2500,0,0,Chupadera RX,Broadcast,BLM - SOCORRO FO,33.8208,-106.2167,Incomplete
1006168,2005-03-01,NA,0,0,Seven Springs Piles,Pile,Federal,NA,NA,Incomplete
1006613,2007-06-01,NA,0,2600,Bitter lake Bdry Piles,Pile,Federal,NA,NA,Complete
1008158,2015-03-01,8000,0,0,Chain of Craters,Broadcast,BLM,34.83361,-108.2189,Incomplete
1006959,2009-03-01,2000,0,0,Santa Fe Watershed #2,NA,Federal,35.6887,-105.831,Incomplete
1013940,2020-10-27,40,1,0,Rigby's Woods,Broadcast,U.S. Fish and Wildlife Service - NM-BDR,33.785,-106.895,Incomplete
1014241,2021-01-01,10,10,18500,PECO Park Wide Piles Rx,NA,National Park Service - NM-PEC,35.553,-105.683,Complete
1009367,2016-12-01,NA,0,4978,Ponil Turn Around Pile 2,Pile,PHILMONT SCOUT RANCH,36.61387,-105.23357,Complete
1009582,2019-02-01,0,0,700000,Patton Canyon 1,Pile,VERMEJO PARK RANCH,36.963,-104.89,Incomplete
1009079,2007-06-01,NA,NA,2400,PDTI081707,Pile,Private,NA,NA,Complete
1008672,2018-06-01,NA,0,2200,Wildhorse Piles/Slash Pit,Pile,BLM,34.5557,-107.9396,Complete
1008303,2016-03-01,NA,0,186000,Perk Piles Rx,Pile,USDA-FS,33.3508,-105.6897,Complete
1007838,2012-09-01,NA,0,0,Timber Slash,Pile,VERMEJO PARK RANCH,36.95591,-104.7913,Incomplete
1007492,2011-03-01,NA,0,0,Carbon RX,Pile,Federal,35.2713,-108.1637,Incomplete
1008453,2016-03-01,NA,0,0,Trac Harvest,Pile,VERMEJO PARK RANCH,36.96505,-104.80162,Incomplete
1008454,2016-03-01,NA,0,0,TX,Pile,VERMEJO PARK RANCH,36.92561,-104.76909,Incomplete
1008289,2016-03-01,876,0,0,Borrego Mesa RX,Broadcast,USFS/ESPANOLA R.D.,35.9931,-105.7586,Incomplete
1006568,2007-03-01,NA,0,12000,Baca Pit,Pile,Federal,NA,NA,Complete
1008159,2015-03-01,430,0,0,Coal Creek Phase 2,Broadcast,BLM,35.85222,-106.9689,Incomplete
1009247,2011-03-01,NA,0,0,McKnight (3 Circles #7),Pile,Federal,NA,NA,Incomplete
1015040,2021-02-04,20,7,9,Conoco Lake 21,Broadcast,BLM CARLSBAD FIELD OFFICE,32.812,-103.751,Complete
1006875,2008-03-01,NA,NA,110000,"D & L Farms, Inc.",Pile,Private,31.9449,-106.6407,Complete
1015700,2021-04-28,959,1,0,Stubblefield 3,Broadcast,VERMEJO PARK RANCH,36.967,-104.851,Incomplete
1007264,2010-03-01,5,0,0,FS Administration,Broadcast,Federal,32.2006,-104.6906,Incomplete
1006112,2005-06-01,537,0,0,Malpais Mill,Broadcast,Federal,NA,NA,Incomplete
1008366,2016-03-01,NA,0,0,Districtwide Piles,Pile,U.S. Forest Service-USDA - NM-CAF - Jicarilla,36.7688,-107.2065,Incomplete
1007642,2012-03-01,2200,0,0,Road 70,Broadcast,USFS,32.1201,-104.7992,Incomplete
1007236,2010-03-01,4500,0,0,Timber Mountain,Broadcast,Federal,32.9171,-107.238,Incomplete
1006212,2005-03-01,368,0,0,Upper River,Broadcast,Private,36.98874,-105.12806,Incomplete
1007791,2012-03-01,NA,0,0,Gap 1 Piles,Pile,Federal,NA,NA,Incomplete
1008947,2004-06-01,NA,0,0,Pickett Hill Slash,Pile,Federal,32.2464,-104.8256,Incomplete
1007969,2013-09-01,NA,0,0,South Queen Piles,Pile,Federal,NA,NA,Incomplete
1007498,2011-03-01,57,0,0,Administrative Site,Broadcast,Federal,NA,NA,Incomplete
1006289,2006-03-01,540,0,0,Interface RX Unit 10,Broadcast,Federal,35.57222,-105.1861,Incomplete
1006469,2006-03-01,65,0,0,Willow Haven,Broadcast,Private,36.8661,-104.9625,Incomplete
1005884,2004-03-01,2591,0,0,Jornada Burn,Broadcast,Federal,32.7139,-106.8441,Incomplete
1006728,2008-03-01,7520,0,565,Wildhorse,Broadcast,Federal,32.7851,-108.518,Complete
1007628,2011-03-01,16951,0,0,WS3,Broadcast,Private,36.4979,-104.6268,Incomplete
1007172,2010-03-01,430,0,0,Coal Creek Phase 2,Broadcast,Federal,35.85222,-106.9689,Incomplete
1006335,2006-03-01,5000,0,0,North Unit,Broadcast,Bureau of Land Management,36.78,-105.71972,Incomplete
1016942,2022-01-01,277,1,0,Alkali Dunes,Broadcast,Bureau of Land Management - NM-CAD,32.495,-104.216,Incomplete
1006988,2009-03-01,380.5,0,0,Holloman Standing Dead Rx,Broadcast,Federal,32.8122,-106.1133,Incomplete
1006592,2007-03-01,900,0,0,K-42,Broadcast,Federal,36.4741,-103.118,Incomplete
1006070,2005-03-01,200,0,0,West Entranas,Broadcast,Federal,36.0816,-105.7955,Incomplete
1008812,2018-03-01,NA,0,0,Vermejo Park 1,Pile,VERMEJO PARK RANCH,36.96903,-105.1861,Incomplete
1009104,2008-03-01,NA,0,16000,StSyst-WeedCont-OroVista,Pile,Municipal,NA,NA,Complete
1008144,2015-03-01,235,0,0,Perry Mastication Rx,Broadcast,U.S. Forest Service-USDA - NM-LNF,NA,NA,Incomplete
1006961,2009-03-01,450,0,0,El Valle 2,Broadcast,Federal,36.1251,-105.742,Incomplete
1006240,2005-09-01,NA,0,0,SFTR Piles,Pile,Private,36.99355,-104.58847,Incomplete
1005807,2004-03-01,160,185,425000,Wildhorse,NA,Federal,NA,NA,Complete
1016361,2022-01-01,7,0,0.1,64-162,Pile,FOREST STEWARDS GUILD,36.685,-106.555,Incomplete
1006502,2007-03-01,22500,0,0,Indian Peaks RX,Broadcast,Federal,33.5568,-108.0148,Incomplete
1009241,2011-03-01,NA,0,0,Mogollon Piles,Pile,Federal,33.4115,-108.7858,Incomplete
1007386,2010-03-01,19937,0,0,H21,Broadcast,Private,NA,NA,Incomplete
1007877,2013-03-01,NA,0,0,Wind Mountain Pile Burn,Pile,BLM,36.7053,-105.92,Incomplete
1007160,2009-03-01,20884,0,0,WS1,Broadcast,Private,NA,NA,Incomplete
1009259,2011-03-01,NA,NA,22500,DixieRanch,Pile,Private,32.2325,-106.7594,Complete
1006030,2005-03-01,500,0,0,Poverty Creek RX,NA,Federal,33.4704,-107.8079,Incomplete
1017320,2022-01-21,12,2,1,Conoco Lake,NA,Bureau of Land Management - NM-CAD,32.811,-103.751,Complete
1018862,2023-01-10,0,2,75000,Reserve WUI,Pile,Federal,33.716,-108.824,Complete
1014181,2021-01-01,600,585,800000,Cat Mesa Piles,NA,"SANTA FE N.F., JEMEZ R.D.",35.8,-106.638,Complete
1007906,2013-03-01,NA,0,300000,Cora Dutton Commercial FW,Pile,LINCOLN NF,33.5275,-105.6324,Complete
1006682,2007-09-01,NA,0,2120400,Stubblefield Area Piles,Pile,Private,36.93641,-104.86263,Complete
1006365,2006-03-01,220,0,0,ENSENADA,Broadcast,Federal,36.60358,-106.17789,Incomplete
1007600,2011-03-01,12341,0,0,C2,Broadcast,Private,NA,NA,Incomplete
1006055,2005-09-01,168,0,0,North Eul,Broadcast,Federal,36.9653,-107.3857,Incomplete
1012520,2020-01-28,158,158,100000,Deer Trail,NA,"CARSON NATIONAL FOREST, TRES PIEDRAS RANGER DISTRICT",36.705,-106.186,Complete
1006751,2008-03-01,800,0,0,K-87,Broadcast,Federal,36.0247,-104.3436,Incomplete
1009340,2015-09-01,NA,0,4000,CHCU Tamarisk Pile Rx,Pile,National Park Service - NM-CHP,36.0029,-108.1513,Complete
1009202,2010-06-01,NA,0,2000,Bat Cave West Piles,Pile,Federal,34.9631,-108.0053,Complete
1009040,2007-03-01,NA,0,12000,Glenwood TEP,Pile,Federal,36.6116,-108.9064,Complete
1006261,2006-03-01,500,0,0,Kingston,NA,Federal,32.9145,-107.7079,Incomplete
1008765,2018-03-01,NA,0,50000,Baca Pit,Pile,U.S. Forest Service-USDA - NM-GNF - Quemado,34.15333,-108.4439,Complete
1007379,2010-03-01,25860,0,0,H20,Broadcast,Private,NA,NA,Incomplete
1007318,2010-12-01,NA,0,0,Skillet 3 Pile Burn,Pile,Federal,NA,NA,Incomplete
1007608,2011-03-01,7708,0,0,H5,Broadcast,Private,NA,NA,Incomplete
1005821,2004-03-01,500,0,0,Scout Camp Broadcast,Broadcast,Federal,35.907,-105.888,Incomplete
1008801,2018-03-01,NA,0,0,Butler Flats,Pile,VERMEJO PARK RANCH,36.93308,-104.9137,Incomplete
1008633,2017-03-01,NA,0,0,Headquarters 1,Pile,VERMEJO PARK RANCH,36.88696,-104.9917,Incomplete
1008244,2015-03-01,128,0,0,T-Bird 1,Broadcast,U.S. Forest Service-USDA - NM-GNF - Wilderness,NA,NA,Incomplete
1006654,2007-09-01,NA,0,225000,Cliett,Pile,Federal,NA,NA,Complete
1007119,2009-03-01,160,0,0,JM Cates Ranch,Broadcast,Private,36.7779,-103.0987,Incomplete
1006042,2005-03-01,NA,0,0,Wimsatt/Slough,Pile,Federal,32.97,-105.65,Incomplete
1006277,2006-03-01,NA,0,0,Oats Canyon Piles,Pile,Federal,35.9351,-106.6625,Incomplete
1007011,2009-06-01,950,0,0,Brock Tank,Broadcast,Federal,NA,NA,Incomplete
1006007,2005-03-01,250,0,0,Las Tablas,Broadcast,Federal,33.6568,-105.3915,Incomplete
1014541,2021-02-02,2712,0.1,0,Chupadera Mesa,Broadcast,BLM - SOCORRO FO,33.875,-106.144,Incomplete
1017700,2022-03-08,1750,0,1,Joaquin North,Broadcast,"SANTA FE, JEMEZ RD",35.813,-106.801,Incomplete
1006650,2007-09-01,650,0,0,North West Wind Mountain,Broadcast,Bureau of Land Management,NA,NA,Incomplete
1006540,2007-03-01,5000,0,0,Wind Mountain Sage,Broadcast,Bureau of Land Management,36.78,-105.7197,Incomplete
1008121,2015-03-01,4500,0,0,Timber Mountain,Broadcast,LCDO BLM,32.9171,-107.238,Incomplete
1007618,2011-03-01,19780,0,0,H17,Broadcast,Private,NA,NA,Incomplete
1006519,2007-03-01,NA,0,0,cox piles,Pile,Federal,32.9469,-105.7202,Incomplete
1008987,2005-09-01,NA,0,0,Gila Center Pile,Pile,Federal,33.2227,-108.2434,Incomplete
1006894,2008-03-01,1907,0,0,Bat,Broadcast,Private,36.6099,-104.8774,Incomplete
1013480,2020-10-01,10,0.01,0,PECO Park Wide Piles Rx,Broadcast,National Park Service - NM-PEC,35.553,-105.684,Incomplete
1005937,2004-03-01,NA,0,75000,Elk Springs RX,Pile,Federal,33.5706,-108.3922,Complete
1008660,2018-03-01,1500,0,0,Cookes Range West,Broadcast,BLM,32.83333,-107.98333,Incomplete
1007248,2010-03-01,NA,0,0,Fenton Hill Piles RX,Pile,Federal,NA,NA,Incomplete
1005935,2004-12-01,NA,62,125000,Candy Kitchen #2,Pile,Federal,34.8933,-108.5459,Complete
1014102,2020-11-26,0,0.01,0.01,Brackets,Pile,VERMEJO PARK RANCH,36.772,-104.872,Incomplete
1008437,2016-09-01,NA,0,0,H12 Salvage Pile Burn,Pile,VERMEJO PARK RANCH,36.9455,-105.156,Incomplete
1008167,2015-03-01,1111,0,200000,Red Mesa RX,Pile,US FOREST SERVICE,36.56,-105.9914,Complete
1018200,2022-04-17,165,0.001,0,Heifer Rx,Broadcast,GILA NATIONAL FOREST - WILDERNESS RANGER DISTRICT,33.002,-108.072,Incomplete
1007584,2011-03-01,NA,0,213750,Pot Creek Piles,Pile,Federal,36.2846,-105.5816,Complete
1006533,2007-03-01,450,0,0,El Valle 2,Broadcast,Federal,36.1251,-105.742,Incomplete
1009280,2012-03-01,NA,0,0,Programmatic Piles Burn,Pile,Federal,NA,NA,Incomplete
1008634,2017-03-01,NA,0,0,McWilliams Canyon 1,Pile,VERMEJO PARK RANCH,36.95647,-104.7231,Incomplete
1008129,2015-03-01,6300,0,0,Snare Mesa South,Broadcast,USFS,33.3167,-108.9984,Incomplete
1007095,2009-12-01,NA,0,10000,Brantley Spilling Basin,Pile,Municipal,32.5431,-104.3783,Complete
1008776,2018-03-01,800,0,0,East Fork,NA,U.S. Forest Service-USDA - NM-SNF,NA,NA,Incomplete
1007591,2011-03-01,NA,NA,NA,4MP#1,Pile,Private,32.5856,-106.9014,Incomplete
1011260,2019-08-14,0,0,0.01,Gilita Piles,Pile,Gila National Forest-Reserve Ranger District,33.426,-108.587,Incomplete
1009058,2007-03-01,NA,NA,46000,Bishop,Pile,Private,32.2785,-106.8278,Complete
1008221,2015-03-01,400,0,0,Corral RX,Broadcast,U.S. Forest Service-USDA - NM-CIF - Mt. Taylor,35.2756,-108.3386,Incomplete
1007497,2011-06-01,NA,0,0,Cora Dutton Commercial FW,Pile,Federal,NA,NA,Incomplete
1014260,2021-01-05,374,70,100000,Chaparral,NA,SANTA FE N.F.,35.849,-106.822,Complete
1008452,2016-03-01,NA,0,0,Six Horse East 1,Pile,VERMEJO PARK RANCH,36.94444,-104.64321,Incomplete
1013080,2020-03-02,4596,0.01,0,FMU 610,Broadcast,VERMEJO PARK RANCH,36.49,-104.769,Incomplete
1005889,2004-03-01,NA,0,82116,Bitter Lake Habitat Protection Zone,Pile,Bureau of Land Management,33.29111,-104.33222,Complete
1010080,2019-03-06,4350,0,0.1,BOR Piles,Pile,Bureau of Land Management - NM-SCD,34.121,-106.886,Incomplete
1008821,2018-09-01,1022,0,0,Rock Creek,Broadcast,VERMEJO PARK RANCH,NA,NA,Incomplete
1007108,2009-03-01,NA,0,121600,Tercio Joint Piles,Pile,Private,36.99374,-105.078,Complete
1006320,2006-03-01,NA,0,0,Pie Town,Broadcast,Federal,34.3,-108.12,Incomplete
1008352,2016-06-01,NA,0,0,Wildhorse Piles/Slash Pit,Pile,BLM,34.5557,-107.9396,Incomplete
1007076,2009-09-01,NA,0,0,October Unit 40 Piles,Pile,Federal,33.7639,-106.8869,Incomplete
1006524,2007-03-01,NA,0,0,Sherwood RX,Pile,Federal,34.73083,-106.3689,Incomplete
1006276,2006-03-01,NA,0,0,Hay Canyon Piles,Pile,Federal,35.9495,-106.6625,Incomplete
1014064,2021-01-01,700,0.1,0.1,East Fork Piles,NA,"SANTA FE N.F., JEMEZ R.D.",35.822,-106.589,Incomplete
1008833,2019-06-01,NA,92,367500,Wildhorse Piles/Slash Pit,Pile,BLM,34.5557,-107.9396,Complete
1008134,2015-03-01,323,0,0,IMG Rx,Broadcast,U.S. Forest Service-USDA - NM-LNF,33.3112,-105.7001,Incomplete
1006198,2005-03-01,2092,0,0,Mestas Ridge,Broadcast,Private,36.93277,-105.0473,Incomplete
1006877,2008-03-01,NA,NA,1000,4MP#1,Pile,Private,NA,NA,Complete
1005802,2004-03-01,100,0,20000,Bitter Lake Piles,Pile,Federal,33.45,-104.37,Complete
1009198,2010-03-01,316,0,0,RNA Study Plots,Broadcast,Federal,NA,NA,Incomplete
1007718,2012-03-01,NA,0,450000,Chimayo Scout Camp Piles,Pile,BLM,35.9102,-105.8855,Complete
1007273,2010-03-01,173.60001,0,19360,Poult-Gobbler,Pile,Federal,33.3082,-105.6026,Complete
1009068,2007-06-01,NA,NA,4800,PDCI071207,Pile,Private,NA,NA,Complete
1008798,2018-03-01,NA,0,0,8 Canyon,Pile,VERMEJO PARK RANCH,36.88511,-104.6919,Incomplete
1008946,2004-06-01,NA,0,5000,Baca Pile,Pile,Federal,NA,NA,Complete
1008131,2015-03-01,NA,0,414000,Grindstone Piles Rx,Pile,U.S. Forest Service-USDA - NM-LNF,33.3112,-105.7001,Complete
1007224,2010-03-01,307,0,0,Fuentes Rx Burn,Broadcast,Federal,36.1976,-105.6173,Incomplete
1008832,2019-03-01,NA,0,100000,Datil Piles,Pile,Bureau of Land Management - NM-SCD,NA,NA,Complete
1008732,2018-03-01,10286,0,731000,Canjilon WUI Rx,Pile,U.S. Forest Service-USDA - NM-CAF - Canjilon,36.45722,-106.4356,Complete
