DATE,COMPLETED_ACRES,BURN_NAME,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
2021-03-02,10,La Sal (D4) Pile Rx,"USFS, Manti-La Sal North Zone",38.479,-109.278,Complete
2021-02-25,20,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2021-02-24,47,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2021-02-23,10,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2021-02-23,50,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2021-02-24,15,D4 Piles,"USFS, Dixie NF Cedar City",37.97,-111.851,Complete
2021-02-23,20,D4 Piles,"USFS, Dixie NF Cedar City",37.97,-111.851,Complete
2021-02-19,20,Blanding East Piles,"BLM, Canyon Country District",37.71,-109.464,Complete
2021-02-03,155,D4 Piles,"USFS, Dixie NF Cedar City",37.97,-111.851,Complete
2021-02-16,252,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-02-16,3,Blanding East Piles,"BLM, Canyon Country District",37.71,-109.464,Complete
2021-02-11,26,Zion Grass RX,"NPS, Utah NPS Units",37.211,-112.977,Complete
2021-02-11,13,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-02-10,430.5,Green River District Programmatic Pile Plan,"BLM, Green River District",40.572,-109.659,Complete
2021-02-11,1.5,Lowrey Water,"State, Southeastern Area",39.358999999999995,-111.275,Complete
2021-02-11,0.25,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-02-09,17,Abajo (D5) PILE RX,"USFS, Manti-La Sal South Zone",37.782000000000004,-109.502,Complete
2021-02-09,25,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2021-02-08,13,Abajo (D5) PILE RX,"USFS, Manti-La Sal South Zone",37.782000000000004,-109.502,Complete
2021-02-08,240,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-02-05,62,Green River District Programmatic Pile Plan,"BLM, Green River District",40.572,-109.659,Complete
2020-12-14,6,Toll Canyon Pile Burn,"LPE, Local or Private Entity",40.736000000000004,-111.598,Complete
2021-01-26,2,Summit Park Pile Burn,"LPE, Local or Private Entity",40.73500000000001,-111.616,Complete
2021-01-22,3,Summit Park Pile Burn,"LPE, Local or Private Entity",40.73500000000001,-111.616,Complete
2021-02-03,0.25,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2021-03-02,68,Green River District Programmatic Pile Plan,"BLM, Green River District",40.572,-109.659,Complete
2021-01-27,10,Pine Valley District Piles,"USFS, Dixie NF Cedar City",37.385999999999996,-113.353,Complete
2021-01-28,5,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2021-01-26,10,Pine Valley District Piles,"USFS, Dixie NF Cedar City",37.385999999999996,-113.353,Complete
2021-01-23,30,Green River District Programmatic Pile Plan,"BLM, Green River District",40.572,-109.659,Complete
2021-01-27,0.25,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-01-26,25,Zion Piles,"NPS, Utah NPS Units",37.216,-112.975,Complete
2021-01-25,6,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-01-25,5,Zion Piles,"NPS, Utah NPS Units",37.216,-112.975,Complete
2021-01-25,2,Deseret West,"State, Bear River Area",41.309,-111.348,Complete
2021-01-24,12,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-01-27,58,Green River District Programmatic Pile Plan,"BLM, Green River District",40.572,-109.659,Complete
2021-01-20,99,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-01-19,28.5,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2021-01-19,35,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-01-13,194,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-01-27,3,Wray Mesa,"State, Southeastern Area",38.323,-109.219,Complete
2021-01-12,209,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-01-11,140,D4 Piles,"USFS, Dixie NF Cedar City",37.97,-111.851,Complete
2021-01-11,26,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2020-12-10,20,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-12-17,3,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2020-12-18,5,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-12-17,75,Powell District Piles,"USFS, Dixie NF Pine Valley",37.764,-112.238,Complete
2020-12-17,35,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2020-12-17,88,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-12-17,20,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-12-16,70,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2020-12-15,70,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-12-14,80,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-12-14,4,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-12-13,78,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-12-11,50,Willow Pile and Mastication RX,"USFS, Manti-La Sal South Zone",39.33,-111.511,Complete
2020-12-11,23.5,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-12-22,20,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-12-09,1,FFSL Central Area Piles,"State, Central Area",39.858,-111.48,Complete
2020-12-09,30,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-12-08,10,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2020-12-08,55,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2020-12-01,5,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-12-02,5,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-12-02,50,Willow Pile and Mastication RX,"USFS, Manti-La Sal South Zone",39.33,-111.511,Complete
2020-12-02,10,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-12-01,21,Sawyer Point,"USFS, Dixie NF Cedar City",37.536,-112.52,Complete
2020-12-01,18,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2020-12-01,12,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-11-30,8,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-11-24,10,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-11-24,2,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-11-23,36,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-11-23,24,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2020-11-23,10,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2020-11-23,15,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-11-22,40,West Fork of Duchesne,"USFS, UWC NF North Zone",40.439,-111.024,Complete
2020-11-05,50,West Fork of Duchesne,"USFS, UWC NF North Zone",40.439,-111.024,Complete
2020-11-22,75,NZ ADMIN PILE BURN,"USFS, Manti-La Sal North Zone",39.329,-111.278,Complete
2020-11-04,25,West Fork of Duchesne,"USFS, UWC NF North Zone",40.439,-111.024,Complete
2020-11-18,10,Cache Piles,"State, Bear River Area",41.764,-111.705,Complete
2020-11-19,5,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-11-18,47,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-11-18,30,Lower Fish Creek,"State, Southeastern Area",39.767,-110.957,Complete
2020-11-18,112,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-11-18,20,NZ ADMIN PILE BURN,"USFS, Manti-La Sal North Zone",39.329,-111.278,Complete
2020-11-18,10,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-11-17,75,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-11-17,63,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2020-11-17,10,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-11-16,20,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-11-16,302,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2020-11-17,5,Ashley NF Piles,"USFS, Ashley NF West Zone",39.876,-110.876,Complete
2020-11-11,2,Toll Canyon Pile Burn,"LPE, Local or Private Entity",40.736000000000004,-111.598,Complete
2020-11-17,6,Raft River Pile Burning,"USFS, Sawtooth National Forest",41.870999999999995,-113.569,Complete
2020-11-16,52,Raft River Pile Burning,"USFS, Sawtooth National Forest",41.870999999999995,-113.569,Complete
2020-11-10,32,Raft River Pile Burning,"USFS, Sawtooth National Forest",41.870999999999995,-113.569,Complete
2020-11-16,10,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-11-15,3,Miller Flat Piles,"USFS, Manti-La Sal South Zone",39.507,-111.259,Complete
2020-11-13,25,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-11-13,2,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-11-13,29,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2020-11-12,25,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2020-11-10,18,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2020-11-12,0.1,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-11-15,30,Ephraim Willow project,"State, Central Area",39.335,-111.526,Complete
2020-11-12,475,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2020-11-14,5,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2020-11-12,10,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-11-12,57,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2020-11-12,15,Lower Fish Creek,"State, Southeastern Area",39.767,-110.957,Complete
2020-11-15,1,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-11-11,5,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2020-11-11,36,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2020-11-10,20,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2020-11-11,41,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2020-11-10,15,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-11-15,2,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-11-10,10,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2020-11-09,4,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-11-10,10,Ashley NF Piles,"USFS, Ashley NF West Zone",39.876,-110.876,Complete
2020-11-09,10,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2020-11-15,2,Monroe Mountain Piles,"State, Central Area",38.533,-112.039,Complete
2020-11-09,2,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-11-06,670,Signal Peak Rx,"USFS, Fishlake NF Richfield",38.62500000000001,-112.044,Complete
2020-11-05,75,Signal Peak Rx,"USFS, Fishlake NF Richfield",38.62500000000001,-112.044,Complete
2020-10-27,2,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2020-10-26,100,Dikes and Piles,"FWS, Rocky/Basin Refuges",41.47,-112.246,Complete
2020-10-20,850,Fish Springs RX,"FWS, Rocky/Basin Refuges",39.855999999999995,-113.363,Complete
2020-10-28,288,UTTR RX- Lakeside Road,"DOD, Utah Military Bases",41.05,-112.926,Complete
2020-03-19,1,Ashley NF Piles,"USFS, Ashley NF West Zone",39.876,-110.876,Complete
2020-03-17,25,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2020-03-16,2,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-03-15,3,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2020-03-11,3,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2020-03-11,10,UOA Piles,"BIA, Uintah and Ouray Agency",40.19200000000001,-109.921,Complete
2020-03-10,6,UOA Piles,"BIA, Uintah and Ouray Agency",40.19200000000001,-109.921,Complete
2020-03-09,1,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-03-09,20,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2020-03-06,2,Dikes and Piles,"FWS, Rocky/Basin Refuges",41.47,-112.246,Complete
2020-03-05,241,Snake Valley,"BLM, West Desert District",39.578,-113.872,Complete
2020-03-01,5,SEUG Tamarisk Piles,"NPS, Utah NPS Units",38.613,-109.579,Complete
2020-02-25,10,Powell District Piles,"USFS, Dixie NF Pine Valley",37.764,-112.238,Complete
2020-03-15,50,Brian Head Slash,"State, Southwestern Area",37.72500000000001,-112.815,Complete
2020-02-22,10,Zion Piles,"NPS, Utah NPS Units",37.216,-112.975,Complete
2020-02-19,6,UOA Piles,"BIA, Uintah and Ouray Agency",40.19200000000001,-109.921,Complete
2020-02-19,0,NZ ADMIN PILE BURN,"USFS, Manti-La Sal North Zone",39.329,-111.278,Unknown
2020-02-19,26,Zion Grass RX,"NPS, Utah NPS Units",37.211,-112.977,Complete
2020-02-15,1,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-02-14,10,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2020-02-06,3,Dikes and Piles,"FWS, Rocky/Basin Refuges",41.47,-112.246,Complete
2020-02-04,6,UOA Piles,"BIA, Uintah and Ouray Agency",40.19200000000001,-109.921,Complete
2019-04-04,6,UOA Piles,"BIA, Uintah and Ouray Agency",40.19200000000001,-109.921,Complete
2019-04-05,6,UOA Piles,"BIA, Uintah and Ouray Agency",40.19200000000001,-109.921,Complete
2019-04-10,6,UOA Piles,"BIA, Uintah and Ouray Agency",40.19200000000001,-109.921,Complete
2019-04-11,28,UOA Piles,"BIA, Uintah and Ouray Agency",40.19200000000001,-109.921,Complete
2019-04-17,16,UOA Piles,"BIA, Uintah and Ouray Agency",40.19200000000001,-109.921,Complete
NA,60,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2020-01-30,60,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2020-01-30,34,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2020-01-22,1,Rich Piles,"State, Bear River Area",41.682,-111.288,Complete
2020-01-21,5,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2020-01-17,3,Peter Springs,"State, Southeastern Area",37.986,-109.352,Complete
2020-01-16,5,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2020-01-13,1,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2019-12-24,11.5,Fruitland,"State, Northeastern Area",40.191,-110.68,Complete
2019-12-15,0,Upper Weber Canyon,"State, Northeastern Area",40.787,-110.992,Unknown
2019-12-15,16.5,Fruitland,"State, Northeastern Area",40.191,-110.68,Complete
2019-12-12,1,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2019-12-05,7,Peter Springs,"State, Southeastern Area",37.986,-109.352,Complete
2019-12-05,20,Pine Valley District Piles,"USFS, Dixie NF Cedar City",37.385999999999996,-113.353,Complete
2019-11-30,0.01,Fruitland,"State, Northeastern Area",40.191,-110.68,Complete
2019-12-03,1,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2019-11-25,18,Upper Weber Canyon,"State, Northeastern Area",40.787,-110.992,Complete
2019-11-26,78,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2019-11-25,93,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2019-11-25,6,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2019-11-25,7,Cache Piles,"State, Bear River Area",41.764,-111.705,Complete
2019-11-25,60,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2019-11-24,70,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-24,53,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2019-11-25,40,D4 Piles,"USFS, Dixie NF Cedar City",37.97,-111.851,Complete
2019-11-20,6,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2019-11-21,8,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2019-11-20,7,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2019-11-20,50,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2019-11-20,0.5,NZ ADMIN PILE BURN,"USFS, Manti-La Sal North Zone",39.329,-111.278,Complete
2019-11-19,80,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2019-11-16,150,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-18,45,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2019-11-18,1,Weber Piles,"State, Bear River Area",41.318999999999996,-111.553,Complete
2019-11-16,1,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2019-11-14,10,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2019-11-14,400,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-13,800,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-13,5,Rich Piles,"State, Bear River Area",41.682,-111.288,Complete
2019-11-11,200,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-10,400,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-09,300,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-08,300,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-08,0.1,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2019-11-08,1500,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-07,0.1,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2019-11-04,25,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2019-11-03,3,Monroe Mountain Piles,"State, Central Area",38.533,-112.039,Complete
2019-11-04,210,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-03,225,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-11-04,293,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2019-11-01,25,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2019-10-29,218,Sawyer Point,"USFS, Dixie NF Cedar City",37.536,-112.52,Complete
2019-10-28,2,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2019-10-24,40,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2019-10-22,4,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2019-10-21,40,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2019-10-16,4,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2019-10-14,800,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-10-14,500,Reservation Ridge Sage,"USFS, Ashley NF West Zone",39.919,-110.874,Complete
2019-10-13,1600,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-10-13,450,Reservation Ridge Sage,"USFS, Ashley NF West Zone",39.919,-110.874,Complete
2019-10-12,150,Reservation Ridge Sage,"USFS, Ashley NF West Zone",39.919,-110.874,Complete
2019-10-10,27,UTTR RX- Lakeside Road,"DOD, Utah Military Bases",41.05,-112.926,Complete
2019-10-08,200,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-10-08,650,Sheep Creek RX,"USFS, UWC NF South Zone",39.97,-111.124,Complete
2019-10-08,67,UTTR RX- Lakeside Road,"DOD, Utah Military Bases",41.05,-112.926,Complete
2019-10-07,250,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-10-04,216.25,Alder,"State, Wasatch Front Area",40.431,-112.476,Complete
2019-05-03,300,Lion Hill,"State, Wasatch Front Area",40.008,-112.488,Complete
2019-10-06,200,Sheep Creek RX,"USFS, UWC NF South Zone",39.97,-111.124,Complete
2019-10-04,400,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-10-03,125,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-10-02,100,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-10-06,35,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2019-10-02,56,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2019-10-01,171,Sawyer Point,"USFS, Dixie NF Cedar City",37.536,-112.52,Complete
2019-10-01,60,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2019-09-26,800,Upper Provo,"USFS, UWC NF North Zone",40.624,-111.12,Complete
2019-10-06,500,Upper Provo,"USFS, UWC NF North Zone",40.624,-111.12,Complete
2019-09-26,250,Blacksmith Fork,"USFS, UWC NF North Zone",41.742000000000004,-111.661,Complete
2019-09-25,150,Blacksmith Fork,"USFS, UWC NF North Zone",41.742000000000004,-111.661,Complete
2019-09-18,400,Bear River Wetlands,"FWS, Rocky/Basin Refuges",41.507,-112.069,Complete
2019-09-08,20,Blacksmith Fork,"USFS, UWC NF North Zone",41.742000000000004,-111.661,Complete
2019-09-06,10,Blacksmith Fork,"USFS, UWC NF North Zone",41.742000000000004,-111.661,Complete
2019-09-05,100,Blacksmith Fork,"USFS, UWC NF North Zone",41.742000000000004,-111.661,Complete
2019-09-03,95,Blacksmith Fork,"DAQ, UWC NF North Zone",41.742000000000004,-111.661,Complete
2019-07-14,5,Abajo Peak,"USFS, Manti-La Sal North Zone",37.839999999999996,-109.461,Complete
2019-06-28,75,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-06-24,25,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-06-25,70,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-06-27,50,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-06-09,80,Ahlstrom Hollow,"DAQ, Dixie NF Powell",37.688,-112.257,Complete
2019-06-08,90,Ahlstrom Hollow,"DAQ, Dixie NF Powell",37.688,-112.257,Complete
2019-06-07,91,Ahlstrom Hollow,"DAQ, Dixie NF Powell",37.688,-112.257,Complete
2019-06-13,102,Blue Fly,"DAQ, Dixie NF Pine Valley",37.605000000000004,-112.263,Complete
2019-06-25,131,Blue Fly,"USFS, Dixie NF Pine Valley",37.605000000000004,-112.263,Complete
2019-06-20,1500,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-06-19,40,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-06-13,50,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-06-13,35,Pretty Tree Bench-Grimes Creek,"USFS, Dixie NF Cedar City",37.961,-111.55,Complete
2019-06-12,50,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-06-11,50,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2019-06-07,1500,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-06-04,130,Sawyer Point,"USFS, Dixie NF Cedar City",37.536,-112.52,Complete
2019-05-19,1,parleys summit,"State, Northeastern Area",40.748000000000005,-111.595,Complete
2019-05-22,10,Rainbow Point Piles,"NPS, Utah NPS Units",37.474,-112.24,Complete
2019-05-16,2,Ahlstrom Hollow,"USFS, Dixie NF Powell",37.688,-112.257,Complete
2019-05-15,100,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-05-22,150,Johnson Creek â€“ Nizhoni RX,"USFS, Manti-La Sal South Zone",37.778000000000006,-109.546,Complete
2019-05-15,350,Harold Crane Soverign Lands Phragmite RX,"State, Bear River Area",41.358,-112.181,Complete
2019-05-13,40,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-05-13,24,Wray Mesa,"State, Southeastern Area",38.323,-109.219,Complete
2019-05-13,5,Pack Creek,"State, Southeastern Area",38.449999999999996,-109.41,Complete
2019-05-12,87,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-05-03,353,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-05-13,20,Rainbow Point Piles,"NPS, Utah NPS Units",37.474,-112.24,Complete
2019-05-07,15,Pine Valley District Piles,"USFS, Dixie NF Cedar City",37.385999999999996,-113.353,Complete
2019-05-02,20,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2019-05-08,8,Zion Piles,"NPS, Utah NPS Units",37.216,-112.975,Complete
2019-04-30,10,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2019-04-29,20,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2019-04-25,44,Devils Broadcast,"USFS, Manti-La Sal South Zone",37.737,-109.408,Complete
2019-04-23,165,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2019-04-17,50,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2019-04-16,20,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
