Ignition Date,Agency,District,Burn Number,Burn Name,Daily Burn Acres Requested,Acres Treated,Acres Burned,Zero Burn Reason,Acres ERT Used,Location,Burn Duration,Ignition Duration,Dead Fuel Moisture 10 Hour,Dead Fuel Moisture 1000 Hour,Duff Fuel Moisture,Fuel Moisture Method,Days Since Rain,Snow Off,Emission Reduction Techniques,Diurnal Plume Characteristics,Remarks,Primary Fuel Type,NFDRS Fuel Model,Harvest Date,Primary Duff Type,Sound rotten 0 025,Sound rotten 026 1,Sound rotten 1 3,Sound 3 9,Sound 9 20,Sound 20 greater,Rotten 3 greater,Stump 20 greater,Shrub brush,Grass herb,Avg litter depth,Avg duff depth,Piles per Acre,Tons Piles per Acre,Soil in Piles,Primary Species,Primary Species (%),Secondary Species,Secondary Species (%),Quality,Width,Height,Length,Packing Ratio,Treated Potential PM2.5,PM2.5 ERT Reduction (non-burned acres),Blackened Potential PM2.5,PM2.5 ERT Reduction,Actual PM2.5,PM2.5 Averted
11/14/2023,U.S. Forest Service,Globe,TNF204B,Timber Camp ,65,65,65,N/A,65,(33.694412; -110.543061),4,180,6,10,,Both,,,"""Mechanical Processing; Backing Fire; Maintain fire line intensity""","""Good ventilation; smoke settling in ash creek.""","""Successfully burned a 65 acre unit that was previously mechanically. """,Juniper,U,,Black (Litter Type),0.156,0.543,1.596,1,1,1,5.897,0,0.5,0.5,2.25,1.8,,,,,,,,,,,,,9.549383826,0,9.549383826,4.297222722,5.252161104,4.297222722
12/1/2020,U.S. Forest Service,North Kaibab,KNF0319P,Misc. District Piles ,100,66,66,N/A,66,(36.71489152268705; -112.22388012695312),12,120,10,12,,Both,7,5/1/2021,"""Mechanical Processing; Piles""","""North winds pushed smoke south and settled in warm springs canyon.""","""Hazard tree deck piles from the Mangum Fire.""",,,,,,,,,,,,,,,,,1,2,5,Ponderosa Pine,95,Other,6,Clean,30,15,30,Ponderosa Pine < 10 Inches,1.5906,,,1.11342,0.47718,1.11342
11/15/2022,U.S. Forest Service,Santa Catalina,CNF521B,Mountain Top Rx,100,68,68,N/A,68,(32.432; -110.751037),48,360,12,15,,Both,,,"""Maintain fire line intensity""","""The majority of the smoke produced during the burn period settled into the valley to the east of the Catalinas. Moderate smoke impacts to the Catalina highway adjacent to the unit were experienced the evening of ignition day; and had mostly disipated by morning; with only light smoke by 0600. Smoke was present in Marshall Gulch; mostly hanging mid-slope. Very little night smoke impacts to surrounding homes and no impacts seen in Summerhaven.""",,Ponderosa/Grass,C,,Black (Litter Type),1,5,2,3,1,0,0,0,1,1,0,1,,,,,,,,,,,,,11.4716,0,11.4716,5.7358,5.7358,5.7358
12/16/2022,U.S. Forest Service,Williams,KNF0133P,South Side Piles,303,303,68,N/A,68,(35.20624531171498; -112.25387268066407),12,80,18,17,,Both,,,"""Pre-Burn Fuel Removal; Backing Fire; Isolating Fuels; Concentrating Fuels; Piles""","""	Is expected to drift and settle into the local area. No impatcs to sensitive areas are expected""",,,,,,,,,,,,,,,,,,6,9,2,Ponderosa Pine,80,Other,6,Clean,7,8,6,Logs < 10 Inches,32.86035,,,23.002245,9.858105,23.002245
2/24/2023,Bureau of Land Management,Phoenix (PHD),PHD211P,Apache Junction Piles,80,70,70,N/A,70,(33.463126616290076; -111.48894958496095),12,600,23,18,,Measured,10,,"""Piles""","""Light smoke rose and dispersed to the SSW through the day. Piles burned down by dark with minimal overnight smoke.""","""10 acres of piles remain due to unfavorable wind conditions for burning around subdivision. """,,,,,,,,,,,,,,,,,10,4,0,Other,60,Other,6,Clean,8,6,10,Logs < 10 Inches,3.374,,,2.3618,1.0122,2.3618
3/14/2020,Department of Defense,Camp Navajo,XXA014FP,West Side TS Piles- Camp Navajo ,200,200,70,N/A,70,(35.185; -111.90300000000002),7,180,25,20,,NFDRS,0,,"""Piles""","""Plume varied between going to the NE; N; and NW. """,,,,,,,,,,,,,,,,,,3,10,5,Ponderosa Pine,100,Other,6,Clean,15,8,1,Logs < 10 Inches,24.1,,,16.87,7.23,16.87
11/2/2018,Municipal Fire Departments,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,150,150,70,N/A,70,(35.20309647322191; -111.69705993652343),8,3,9,17,,Both,,,"""Pre-Burn Fuel Removal; Rapid Mop-Up; Maintain fire line intensity; Isolating Fuels; Concentrating Fuels""","""Smoke Stayed low traveling to the North East with forecast winds.  SMoke Settled locally in the Belle Springs area.""",,Grass,A,7/13/2016,Black (Litter Type),1,3,3,1,1,1,1,2,0,1,2,2,,,,,,,,,,,,,25.305,13.496,11.809,1.1809,10.6281,14.6769
10/9/2022,National Park Service,Grand Canyon Parashant (Mohave County),LAP5005B,Waring Ranch East Rx,100,100,70,N/A,70,(36.102; -113.48),10,420,18,15,,Measured,,,"""Mechanical Processing; Air Curtain Incinerators; Backing Fire; Maintain fire line intensity; Concentrating Fuels; Mosaic / Jackpot Burning""","""Light and moderate smoke rising and dispersing to the west.""",,Juniper,G,,Black (Litter Type),0.0002,0.41,0.56,1.76,0,0,0,0,4,0.16,0.28,0.1,,,,,,,,,,,,,8.302690983,2.490807295,5.811883688,2.61534766,3.196536028,5.106154954
2/17/2017,U.S. Forest Service,Safford,CNF411B,Paddy's River (Galiuro Firescape) ,250,250,70,N/A,9,(32.631166028780825; -110.25642089843751),10,180,8,11,,Both,14,,"""Burn Before Green Up; Mosaic / Jackpot Burning; Burn before large activity fuels cure; High moisture in large fuels""","""smoke remained within the Paddy's River drainage during the first hour of ignitions then rose to around 5000' and dissipated to the NE without any noted impacts.""","""Spot wx forecast very similar to the general forecast.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2018,U.S. Forest Service,Alpine,ASF140P,East Zone Piles (Alpine),200,200,70,N/A,70,(33.842231941201824; -109.11007443237304),72,3,6,20,,NFDRS,7,,"""Piles""","""Smoke got good lift and dissipated to the east/northeast.""","""Piles consumed very hot and had a little creep within the pine needle cast. Ignitions were ceased due to the creep issue. """,,,,,,,,,,,,,,,,,4,11,5,Ponderosa Pine,99,Other,6,Clean,20,15,20,Logs < 10 Inches,26.51,,,18.557,7.953,18.557
11/14/2018,U.S. Forest Service,Tusayan,KNF0438B,Reed,127,127,70,N/A,127,(35.948377815118604; -112.13726943969726),13,90,6,18,,Both,,,"""Burn More Frequently; Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning""","""Smoke was pushed to the south west; by diurnal winds; down Rain Tank Wash""",,Ponderosa,C,7/12/2017,Black (Litter Type),5.8,1.4,1.1,5.4,2.2,0,0,0,0,0,0,0,,,,,,,,,,,,,24.33256551,10.92091523,13.41165028,6.035242627,7.376407655,16.95615786
1/26/2022,U.S. Forest Service,Bradshaw,PNF0337P,West Zone Piles,100,70,70,N/A,70,(34.504534229994285; -112.4620954284668),12,180,11,19,,NFDRS,,,"""Piles""","""1500 FT AGL headed to the southwest""",,,,,,,,,,,,,,,,,,10,15,0,Ponderosa Pine,80,Other,6,Clean,10,10,10,Logs < 10 Inches,12.6525,,,8.85675,3.79575,8.85675
12/17/2020,U.S. Forest Service,North Kaibab,KNF0319P,Misc. District Piles ,200,71,71,N/A,71,(36.414322675327114; -112.12225659179687),8,60,10,12,,Both,,,"""Piles""","""Light smoke will settle near the project.""",,,,,,,,,,,,,,,,,,2,4,5,Douglas Fir,75,Aspen,4,Clean,25,15,25,Logs < 10 Inches,3.4222,,,2.39554,1.02666,2.39554
12/5/2016,U.S. Forest Service,Payson,TNF0408P,Myrtle,174,174,74,N/A,0,(34.33052032324786; -111.1930872802734),7,5,8,17,,NFDRS,7,,"""Moist Litter and Duff; Piles""","""Smoke lifted aprox. 400 feet and drifted to the East northeast""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2017,Municipal Fire Departments,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,75,75,75,N/A,75,(35.2158526513686; -111.69520072937013),8,3,10,12,,NFDRS,,,"""Pre-Burn Fuel Removal; Mechanical Processing; Concentrating Fuels""","""Smoke settled into the belle springs drainage just South and lower elevation from the burn.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2019,National Park Service,Grand Canyon Parashant (Mohave County),LAP6017B,FY 2019 Kelly East Rx,500,377,75,N/A,377,(36.047; -113.452),10,480,8,9,,Both,,,"""Burn More Frequently; Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning""","""RX produced light to moderate smoke. For short periods of time there was some column development with the column dissipating about 1000ft AGL to the north; and northeast.     ""","""Call if there are any questions. 

Tiege Downes""",Juniper,G,,Black (Litter Type),0.0002,0.41,0.56,1.76,0,0,0,0,4,0.16,0.23,0.1,,,,,,,,,,,,,31.301145,25.07412677,6.227018237,2.802158207,3.42486003,27.87628497
1/28/2016,U.S. Forest Service,Safford,CNF0417B,Galiuros (Muleshoe unit),500,100,75,N/A,50,(32.453868392619164; -110.22329443359376),24,4,5,12,0,Both,10,,"""Backing Fire""","""Down slope - Down canyon""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2016,U.S. Forest Service,Safford,CNF0417B,Galiuros (Muleshoe unit),500,100,75,N/A,50,(32.44807412824926; -110.21642797851564),10,3,5,12,0,Both,9,,"""Backing Fire""","""Down slope - Down canyon""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2017,U.S. Forest Service,Safford,CNF411B,Paddy's River (Galiuro Firescape) ,150,75,75,N/A,9,(32.631166028780825; -110.25642089843751),8,180,7,10,,Both,15,,"""Burn Before Green Up; Burn before large activity fuels cure; High moisture in large fuels""","""1000-1500' rise on the smoke during ignitions with w winds; minimal smoke over the burn area at 1730 with no impacts in the Sulphur Springs Valley.""","""Not expecting to burn until mid to late next week due to Monday's/Tuesday's storm.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2017,U.S. Forest Service,Alpine,ASF140P,East Zone Piles (Alpine),100,100,75,N/A,75,(33.83078220941978; -109.23784843673184),48,180,5,12,,Measured,,,"""Piles""","""It was a bit more smoky today due to cooler temperatures and higher winds. The smoke lifted to the tree tops and was pushed to the N/E and dissipated from there. ""","""Same piles as the past week. Burned hot; and quick; with about 95%+ consumption. """,,,,,,,,,,,,,,,,,5,35,10,Ponderosa Pine,50,Douglas Fir,2,Clean,10,5,10,Logs < 10 Inches,42.175,,,29.5225,12.6525,29.5225
2/14/2018,U.S. Forest Service,Tusayan,KNF0425P,Tusayan Piles,100,100,75,N/A,0,(35.91896880510813; -112.15213574218751),480,180,17,30,,Both,2,0002-02-16,"""Piles""","""Stayed local and drifted southwest down Coconino wash.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2019,U.S. Forest Service,Safford,CNF413B,Four Mile,300,150,75,N/A,50,(32.71297725878664; -110.34860778808593),18,60,3,9,,Measured,18,,"""Backing Fire; Mosaic / Jackpot Burning""","""Smoke carried to the east.""","""Some hand ignitions along with interior pockets consuming from previous days burn.""",Shrub/Brush (Chap.; Oak; Sage),F,,Black (Litter Type),0.29,1.77,1,0.25,0.25,0,0,0,2.3,3,2.01,0.67,,,,,,,,,,,,,16.01444986,8.007224932,8.007224932,3.603251219,4.403973713,11.61047615
1/28/2021,U.S. Forest Service,Flagstaff (COF),COF0224P,Flagstaff RD Piles,100,75,75,N/A,75,(35.22771955182533; -111.62151208496095),8,120,8,18,,Both,,,"""Piles""","""Smoke was light and only impacted the local area. Little to no impacts to the surrounding neighborhood overnight.""",,,,,,,,,,,,,,,,,,10,20,10,Aspen,100,Other,6,Clean,10,10,10,Ponderosa Pine < 10 Inches,18.075,,,12.6525,5.4225,12.6525
10/27/2021,U.S. Forest Service,Bradshaw,PNF0337P,West Zone Piles,150,75,75,N/A,75,(34.47521087987303; -112.35849778747559),10,240,12,14,,NFDRS,,,"""Piles""","""2500 FT AGL headed to the south""",,,,,,,,,,,,,,,,,,10,15,0,Ponderosa Pine,80,Other,6,Clean,10,10,10,Logs < 10 Inches,13.55625,,,9.489375,4.066875,9.489375
12/13/2021,U.S. Forest Service,Tusayan,KNF0425P,Tusayan Piles,76,75,75,N/A,75,(35.88103857896839; -111.88523822021484),24,120,8,16,,NFDRS,3,,"""Concentrating Fuels; Moist Litter and Duff; Piles""","""Light smoke carried off to the north during the day and settled in the near by drainages at night.""",,,,,,,,,,,,,,,,,,10,12,5,Other,75,Ponderosa Pine,1,Clean,7,7,7,Logs < 10 Inches,10.845,,,7.5915,3.2535,7.5915
11/17/2022,U.S. Forest Service,Santa Catalina,CNF521B,Mountain Top Rx,75,75,75,N/A,75,(32.413; -110.723),24,285,10,15,,Both,,,"""Backing Fire""","""Light grey smoke lifted 500ft AGL then drifted to the west during test fire. 
At 50% completion moderate grey smoke lifted 2000ft AGL then drifted west.
After ignitions light grey smoke lifted 2000ft AGL then drifted west.
""","""Very little smoke affected the Catalina HWY or the Bigelow observatory. Light smoke drifted into the lower drainages to the south and to the north.""",Ponderosa/Grass,C,,Black (Litter Type),1,5,2,3,1,0,0,0,1,1,0,1,,,,,,,,,,,,,12.6525,0,12.6525,5.693625,6.958875,5.693625
1/29/2020,U.S. Forest Service,North Kaibab,KNF0319P,Misc. District Piles ,100,77,77,N/A,77,(36.689017005719215; -112.24997265625),5,180,10,15,,NFDRS,5,,"""Piles""","""Smoke settled to the west down Warm Springs canyon.""",,,,,,,,,,,,,,,,,,25,15,0,Ponderosa Pine,95,Other,6,Clean,10,10,10,Logs < 10 Inches,13.91775,,,9.742425,4.175325,9.742425
11/2/2021,Municipal Fire Departments,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,100,100,78,N/A,78,(35.2158526513686; -111.69520072937013),8,240,13,16,,NFDRS,0,,"""Pre-Burn Fuel Removal; Mechanical Processing; Maintain fire line intensity; Concentrating Fuels""","""Minimal smoke impact- smoke flowed into the Rio De Flag drainage settling into the low lying elevations of Flagstaff Proper.""","""Very little fire effect in the tall grass- decent fire spread across needle cast with little depth in the duff.  1000 hour fuels consumed well once ignited.""",Grass,A,,Black (Litter Type),0.25,0.25,2,1,1,0.1,0.1,4,0,3,2,2,,,,,,,,,,,,,14.0985,3.101670001,10.99683,5.498415001,5.498415001,8.600085002
2/13/2018,U.S. Forest Service,Williams,KNF0133P,South Side Piles,142,79,79,N/A,79,(35.154179458530734; -112.18280334472655),4,60,15,12,,Both,,,"""Piles""","""Plume remained in the local area around Coleman Lake with some tree-top level drift to the North.  No overnight impact to sensitive areas.""",,,,,,,,,,,,,,,,,,4,8,5,Ponderosa Pine,95,Other,6,Clean,8,8,5,Logs < 10 Inches,7.6156,,,5.33092,2.28468,5.33092
10/30/2018,Arizona Department of Forestry and Fire Management,Northern District,AZS1601P,Northern District Programmatic Piles,200,200,80,N/A,80,(35.207367395416426; -111.80686645507813),3,5,7,18,,NFDRS,7,,"""Piles""","""Smoke didn't lift very high giving poor to fair ventilation to the East. Smoke settled in local drinages and basins in the area.""",,,,,,,,,,,,,,,,,,1,8,5,Ponderosa Pine,100,Other,6,Clean,10,10,20,Logs < 10 Inches,19.28,,,13.496,5.784,13.496
11/1/2018,Arizona Department of Forestry and Fire Management,Northern District,AZS1601P,Northern District Programmatic Piles,200,80,80,N/A,80,(35.207367395416426; -111.80686645507813),5,10,8,21,,NFDRS,,,"""Piles""","""Smoke rose to 1600 ft.drifting to the west giving to good ventilation. Residual smoke settled into the local drainage's and basins.""","""ignitions on west side and east sides of the Breaside burn block.""",,,,,,,,,,,,,,,,,5,8,0,Ponderosa Pine,95,Rotten,5,Clean,6,4,6,Logs < 10 Inches,7.712,,,5.3984,2.3136,5.3984
11/1/2019,Municipal Fire Departments,Flagstaff Fire Department,FFD1606B,Rogers Lake,80,80,80,N/A,80,(35.136; -111.774),24,4,3,9,,NFDRS,,,"""Mechanical Processing; Backing Fire; Maintain fire line intensity; Isolating Fuels; Concentrating Fuels; Piles""","""Smoke settled locally into the Rogers Lake area immediately to the West.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2021,Municipal Fire Departments,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,80,80,80,N/A,80,(35.2158526513686; -111.69520072937013),10,120,10,17,,NFDRS,0,,"""Piles""","""Smoke drained into the Rio De Flag/ Tunnel Springs drainage.  Due to the rain/snow smoke output/impact was reduced significantly.""",,,,,,,,,,,,,,,,,,5,7,0,Ponderosa Pine,100,Ponderosa Pine,1,Clean,7,7,7,Logs < 10 Inches,6.748,,,4.7236,2.0244,4.7236
10/18/2023,Municipal Fire Departments,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,80,80,80,N/A,80,(35.18502799922312; -111.74030475616456),5,4,12,14,,NFDRS,,,"""Pre-Burn Fuel Removal; Burn More Frequently; Rapid Mop-Up; Maintain fire line intensity""","""Moderate Smoke Pooling in early morning along I 40 and populated areas of southern flagstaff.  Smoke cleared area by 0830""","""I noticed today when submitting this accomplishment that I used the wrong plan in the request.  I meant to use the Naval observatory Broadcast plan not the Observatory Mesa Plan.  The location on the map was correct and the fuels overall are very similar; mechanically treated ponderosa pine.  Please reach out to discuss this mistake further. This was completely unintentional; and I was unaware of the mistake until trying to submit this accomplishment report.  Mark Adams 928-853-8797""",Ponderosa/Grass,U,,Black (Litter Type),3,0,3.5,4,0.2,0,0.1,0,0,0.5,0.2,0.2,,,,,,,,,,,,,10.8932,0,10.8932,1.08932,9.803880004,1.08932
2/28/2018,U.S. Fish & Wildlife Service,Imperial ,AZIMRFY18RX04B,AZIMRFY18RX Bermuda Grass Fields,80,80,80,N/A,0,(32.992138249043066; -114.49036293029786),4,3,0,0,,Measured,,,"""Mechanical Processing; Backing Fire""","""Great plume rise >500 AGL with dispersion to the South.""","""Thank you""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,U.S. Forest Service,Tusayan,KNF0425P,Tusayan Piles,80,80,80,N/A,80,(35.97916912608968; -112.16394606116182),8,60,13,17,1,Both,11,12/4/2016,"""Piles""","""Piles should be consumed by the end of day.  Tonight light smoke is expected to flow down Coconino Wash to the southwest.""",""" The piles were mostly cured ponderosa pine.  Smoke dissipated one mile off sight. 

""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2018,U.S. Forest Service,Tusayan,KNF0438B,Reed,134,114,80,N/A,114,(35.96032814401564; -112.14808410644531),13,150,7,9,,Both,,,"""Pre-Burn Fuel Removal; Ungulates; Burn More Frequently; Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning""","""Smoke rose roughly 500 feet and was blown to the south west. Expect diurnal wind to continue blowing smoke south west and down Rain Tank Canyon.""",,Ponderosa,C,7/12/2017,Black (Litter Type),5.8,1.4,1.1,5.4,2.2,0,0,0,0,0,0,0,,,,,,,,,,,,,21.84183046,6.514230137,15.32760032,6.897420145,8.430180177,13.41165028
11/19/2018,U.S. Forest Service,Tusayan,KNF0438B,Reed,200,98,80,N/A,98,(35.950323340693416; -112.13572448730468),13,120,8,12,,Both,,,"""Burn More Frequently; Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning""","""Expecting diurnal winds to push smoke to the south west down Rain Tank Wash. Expect light smoke impact to HWY 64; Grand Canyon Airport; and Town of Tusayan overnight.""",,Ponderosa,C,7/12/2017,Black (Litter Type),5.8,1.4,1.1,5.4,2.2,0,0,0,0,0,0,0,,,,,,,,,,,,,18.77631039,3.448710072,15.32760032,6.897420145,8.430180177,10.34613022
2/4/2019,U.S. Forest Service,Williams,KNF0128P,North Side Piles,255,255,80,N/A,80,(35.30605001659549; -111.97028808593751),24,300,25,35,,Both,,,"""Piles""","""Heavy smoke present in the morning which lifted around noon and dispersed to the North. Smoke settled around 1800 and remained in the area. Much lighter smoke production today lifting to tree top level and dispersing to the North. """,,,,,,,,,,,,,,,,,,10,8,5,Ponderosa Pine,100,Other,6,Clean,6,6,8,Logs < 10 Inches,24.582,,,17.2074,7.3746,17.2074
5/17/2019,U.S. Forest Service,Pleasant Valley,TNF0533B,Parallel,80,80,80,N/A,80,(34.21817468374752; -110.84672989024966),6,240,13,16,,NFDRS,8,,"""Backing Fire; Moist Litter and Duff; High moisture in large fuels""","""Smoke went down Naeglin Canyon and was moderate smoke.""","""Good consumption of all fuels. Smoke went NE towards Heber. Light impacts to KV powerlines""",Ponderosa,A,,Black (Litter Type),2.5,0.4,0.14,3.8,2.7,0,1,0,3,1.1,2,2,,,,,,,,,,,,,14.11296003,0,14.11296003,3.669369608,10.44359042,3.669369608
6/24/2019,U.S. Forest Service,Tusayan,KNF0437B,Russell,400,80,80,N/A,80,(35.897; -111.89499999999998),18,180,5,15,,Both,,,"""Burn More Frequently; Maintain fire line intensity; Concentrating Fuels""","""Light smoke production overnight. Mostly stayed local and was dispersed quickly with continued SW winds through out the night.""",,Ponderosa,A,,Black (Litter Type),5.4,0.34,1.9,5.4,2.2,0,0,0,0,0,0,0,,,,,,,,,,,,,14.69136021,0,14.69136021,7.345680105,7.345680105,7.345680105
2/4/2021,U.S. Forest Service,Verde,PNF0509P,East Side Piles,80,80,80,N/A,80,(34.60097887839011; -112.07458596801757),10,1,0,0,,Both,3,2/4/2021,"""Piles""","""Smoke dispersed around 300ft AGL.""","""Due to the wetness of the piles it is expected that they will smoke for the next few days to a week""",,,,,,,,,,,,,,,,,0,0.1,15,Ponderosa Pine,75,Other,6,Dirty,20,10,20,Ponderosa Pine < 10 Inches,0.096400001,,,0.067480001,0.02892,0.067480001
2/7/2023,U.S. Forest Service,Safford,CNF418B,Rockhouse 2 RX,300,80,80,N/A,40,(32.49426257311293; -110.1976566772461),8,300,8,20+,,NFDRS,,,"""Burn Before Green Up; Backing Fire; Maintain fire line intensity; Moist Litter and Duff; Burn before large activity fuels cure; High moisture in large fuels""","""Limited smoke drained down South Ash creek Drainage.  Minimal fire behavior after dark.""","""Good burning conditions for blacklining operations.  Heavies are wet with very little consumption; primarily only grass burned.""",Grass,L,,N/A,0.29,1.77,1,0.25,0.25,0,0.1,0,2.1,3,2.01,0.67,,,,,,,,,,,,,8.444639883,0,8.444639883,3.800087947,4.644551936,3.800087947
1/14/2020,U.S. Forest Service,Williams,KNF0133P,South Side Piles,102,81,81,N/A,81,(35.18477028952127; -112.19687957763672),6,120,35,25,,Both,,,"""Piles""","""Smoke settled onsite overnight no impacts to Williams.""","""Experienced light impacts to Williams during ignitions smoke rapidly diminished once piles consumed and no smoke impacts to Williams or surrounding area over night.""",,,,,,,,,,,,,,,,,4,8,5,Ponderosa Pine,95,Other,6,Clean,8,8,5,Logs < 10 Inches,7.8084,,,5.46588,2.34252,5.46588
12/13/2021,U.S. Forest Service,Tusayan,KNF0425P,Tusayan Piles,82,82,82,N/A,82,(35.92928677222339; -112.12865405273438),24,120,8,16,,NFDRS,3,,"""Concentrating Fuels; Moist Litter and Duff; Piles""","""Light smoke primarily carried off to the North most of the day and settled in near by drainages at night """,,,,,,,,,,,,,,,,,,10,12,5,Other,75,Ponderosa Pine,1,Clean,7,7,7,Logs < 10 Inches,11.8572,,,8.30004,3.55716,8.30004
12/29/2020,U.S. Forest Service,Tusayan,KNF0425P,Tusayan Piles,83,83,83,N/A,83,(35.94777179614866; -112.1245341796875),24,120,23,14,,Both,1,12/29/2020,"""Piles""","""Diurnal plume characteristics are expected to move down drainage; to the SW overnight. """,,,,,,,,,,,,,,,,,,10,12,5,Other,75,Ponderosa Pine,1,Clean,7,7,7,Logs < 10 Inches,12.0018,,,8.40126,3.60054,8.40126
1/12/2021,U.S. Forest Service,North Kaibab,KNF0319P,Misc. District Piles ,100,83,83,N/A,83,(36.69232062052461; -112.22594006347656),8,180,10,12,,Both,,,"""Piles""","""Light smoke settled in low areas near the project.""","""Clean piles that consumed quickly.""",,,,,,,,,,,,,,,,,25,15,0,Ponderosa Pine,95,Aspen,4,Clean,7,7,7,Ponderosa Pine < 10 Inches,15.00225,,,10.501575,4.500675,10.501575
5/28/2019,U.S. Forest Service,Lakeside,ASF0773B,Lakeside East Broadcast,84,84,84,N/A,84,(34.24737054409051; -109.74525761095435),4,160,6,16,,Both,,,"""Backing Fire; Maintain fire line intensity""","""Smoke moved ENE all day with good lift; completed ignitions at noon  which allowed smoke to dissipate.""","""Expect moderate smoke impact from residual smoke to effect the area adjacent to the unit overnight. Sensitive areas Vernon; Ojo bonito; adjacent residents; HWY 60""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2019,U.S. Forest Service,Tusayan,KNF0438B,Reed,245,84,84,N/A,84,(35.977; -112.065),18,120,5,20,,Both,,,"""Burn More Frequently; Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning""","""Overnight winds brought smoke; down drainage; into Town of Tusayan. Smoke impact was very light to moderate with the least impact on the south end of town and the heaviest on the north end.""",,Ponderosa,C,7/12/2017,Black (Litter Type),5.8,1.4,1.1,5.4,2.2,0,0,0,0,0,0,0,,,,,,,,,,,,,16.09398034,0,16.09398034,7.242291152,8.851689186,7.242291152
10/25/2018,Arizona Department of Forestry and Fire Management,Northern District,AZS1601P,Northern District Programmatic Piles,200,85,85,N/A,85,(35.207367395416426; -111.80686645507813),3,10,8,21,,NFDRS,1,,"""Piles""","""Smoke drifted upslope to the Northeast; and lifted well. Once it rose above the canopy the smoke drifted to the Southeast.""",,,,,,,,,,,,,,,,,,5,8,0,Ponderosa Pine,95,Rotten,5,Clean,6,4,6,Logs < 10 Inches,8.194,,,5.7358,2.4582,5.7358
6/4/2017,National Park Service,Grand Canyon Park,GCP0132B,Long Jim ( I; II; and III),1600,85,85,N/A,85,(36.04244479321247; -112.10109252929686),8,180,4,10,,Both,4,3/1/2017,"""Burn More Frequently; Backing Fire; Maintain fire line intensity""","""Smoke rose approximately 1000'-1500' AGL before mixing and dispersing to the northeast.  No impacts to MSO PACs (Pipe Springs and Cremation PACs).  No impacts to Grand Canyon Village or Tusayan from this prescribed fire.""","""Drift smoke along Desert View Drive impaired visibility for approximately 4 hours requiring pilot car operations to guide motorists through the smoke.  Electronic and high visibility signs were posted in the immediate vicinity and PIOs communicated with over 1000 motorists during the operation.  Desert View Drive was never closed to public transit.""",Ponderosa,U,,Black (Litter Type),6.3,0.5,0.9,0.6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8.501275195,0,8.501275195,4.250637598,4.250637598,4.250637598
9/20/2016,U.S. Forest Service,Williams,KNF0128P,North Side Piles,85,85,85,N/A,85,(35.30605001659549; -111.97028808593751),3,90,12,15,,NFDRS,0,2/29/2016,"""Piles""","""Smoke rose straight up and mixed with the low cloud layer approximately 300' AGL. Precipitation fell all day and smoke was barely noticeable 30 minutes post ignition.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2016,U.S. Forest Service,Bradshaw,PNF338B,CrooksKendall,200,87,87,N/A,87,(34.45784858563923; -112.48662670898437),8,240,4,14,,NFDRS,8,3/1/2016,"""Backing Fire""","""2000 FT AGL heading to the south. Night time smoke has been laying in Hassayampa Drainage""",,Ponderosa,B,,Black (Litter Type),0.12,2,3.2,2.9,0,0,0,0,0,0.1,0,0.2,,,,,,,,,,,,,8.722272149,0,8.722272149,3.925022467,4.797249682,3.925022467
12/14/2016,U.S. Forest Service,North Kaibab,KNF0319P,Misc. District Piles ,100,87,87,N/A,87,(36.45322870104287; -112.23884384100978),12,120,15,20,,Both,7,5/18/2016,"""Piles""","""Smoke dispersed towards the east/northeast and settled into Lookout Canyon and at the project site near Dry Park Lookout Tower. No impacts occurred to HWY 67.""","""Piles consumed 90%+ by 1430 hrs.""",,,,,,,,,,,,,,,,,4,20,0,Douglas Fir,75,Ponderosa Pine,1,Clean,20,12,20,Logs < 10 Inches,20.967,,,14.6769,6.2901,14.6769
