BurnID,BurnName,Burn Type,Latitude,Longitude,AgencyOrCompany,TotalArea,TotalPileVolume,Burned?,Date1,Date2,Date3,Date4,Date5,Date6,Date7,LAT_PERMIT,LON_PERMIT
3613,Medicine Lodge RX,SMP-II,44.35,-107.52,Wind River Bighorn Basin District BLM,200,,,,,,,,,,44.35,-107.52
1756,Matthews Ridge,SMP-II,44.34,-107.44,USDA-USFS-Bighorn NF,1125,,Burned,3/30/2015,3/31/2015,4/7/2015,4/14/2015,,,,44.34,-107.44
2000,Matthews Ridge,SMP-II,44.34,-107.44,USDA-USFS-Bighorn NF,900,,Burned,4/7/2016,,,,,,,44.34,-107.44
3120,Mattews Ridge,SMP-II,44.34,-107.44,USDA-USFS-Shoshone NF-Greybull RD,900,,Burned,7/11/2017,10/18/2017,,,,,,44.34,-107.44
1506,Marquette TS Piles 2014,SMP-II,44.32277778,-109.2225,USDA-USFS-Shoshone NF-Wapiti RD,4,124050,Burned,26-Feb-14,,,,,,,44.32277778,-109.2225
961,Marquette Timber Sale Piles 2012,SMP-II,44.32277778,-109.2225,USDA-USFS-Shoshone NF-Cody RD,92,321475,Burned,20-Dec-11,,,,,,,44.32277778,-109.2225
1256,USDA-USFS-Shoshone NF-Wapiti RD,SMP-II,44.32277778,-109.2225,USDA-USFS-Shoshone NF-Wapiti RD,1,176150,Burned,18-Dec-12,,,,,,,44.32277778,-109.2225
1257,Kirwin 2012,SMP-II,44.32277778,-109.2952778,USDA-USFS-Shoshone NF-Wapiti RD,3,17686,Burned,19-Dec-12,,,,,,,44.32277778,-109.2952778
1258,Marquette TS 2012a,SMP-II,44.32277778,-109.2225,USDA-USFS-Shoshone NF-Wapiti RD,3,176150,Burned,18-Dec-12,,,,,,,44.32277778,-109.2225
1734,Marquette TS,SMP-II,44.32,-109.22,USDI-NPS-Yellowstone NP,4,198180,Burned,1/27/2015,,,,,,,44.32,-109.22
1895,Marquette TS,SMP-II,44.32,-109.22,USDA-USFS-Shoshone NF,8,145050,,,,,,,,,44.32,-109.22
1904,Rattlesnake Canyon Machine Piles 2015,SMP-II,44.32,-104.12,USDA-USFS-Black Hills NF-Bearlodge RD,125,2500000,Burned,12/16/2015,12/17/2015,,,,,,44.32,-104.12
1968,Marquette TS,SMP-II,44.32,-109.22,USDA-USFS-Shoshone NF-Wapiti RD,8,145050,Burned,12/12/2016,,,,,,,44.32,-109.22
1979,Rattlesnake Canyon Machine Piles 2016,SMP-II,44.32,-104.12,USDA-USFS-Black Hills NF-Bearlodge RD,,,Burned,1/11/2016,1/12/2016,1/14/2016,,,,,44.32,-104.12
1674,Marquette TS,SMP-II,44.318078,-109.224246,USDA-USFS Shoshone National Forest,4,198180,,,,,,,,,44.318078,-109.224246
1120,Carter Mountain Unit 2 Prescribed Burn 2012,SMP-II,44.31666667,-109.2416667,USDA-USFS-Shoshone NF-Wapiti RD,50,,Burned,10-Apr-12,11-Apr-12,,,,,,44.31666667,-109.2416667
1240,South Bearlodge Machine Piles,SMP-II,44.3129973,-104.1725102,USDA-USFS-Black Hills NF-Bearlodge RD,445,5000,,,,,,,,,44.3129973,-104.1725102
1901,Wish Handpiles 2015,SMP-II,44.31,-104.24,USDA-USFS-Black Hills NF-Bearlodge RD,,,,,,,,,,,44.31,-104.24
3014,Riflepit RK,SMP-II,44.31,-104.06,USDA-USFS-Black Hills NF-Bearlodge RD,700,,,,,,,,,,44.31,-104.06
3850,Buffalo Municipla,SMP-II,44.3,-106.87,,1000,,Burned,12/1/2021,12/2/2021,,,,,,44.3,-106.87
3748,Buttes RX,SMP-II,44.3,-104.25,,747,,,,,,,,,,44.3,-104.25
3047,Buckley Timber Sale Machine Pile Disposal,SMP-II,44.3,-104.2,USDA-USFS-Black Hills NF-Bearlodge RD,300,15708,,,,,,,,,44.3,-104.2
3091,Buckley Timber Sale Machine Pile Disposal,SMP-II,44.3,-104.2,USDA-USFS-Black Hills NF-Bearlodge RD,300,15708,,,,,,,,,44.3,-104.2
3651,Buffalo Municipal Watershed,SMP-II,44.3,-106.87,USDA-USFS-Bighorn NF-Powder River RD,500,,Burned,12/6/2020,,,,,,,44.3,-106.87
3652,Buttes RX,SMP-II,44.3,-104.25,USDA-USFS-Black Hills NF-Bearlodge RD,747,,,,,,,,,,44.3,-104.25
958,Carter Mountain Timber Sale Piles 2012,SMP-II,44.29611111,-109.2630556,USDA-USFS-Shoshone NF-Cody RD,60,392999,Burned,14-Dec-11,,,,,,,44.29611111,-109.2630556
916,Carter Mountain Unit I,SMP-II,44.28805556,-109.2891667,USDA-USFS-Shoshone NF,778,,Burned,4-Oct-11,,,,,,,44.28805556,-109.2891667
1774,Battle Park  Allotment,SMP-II,44.27,-107.35,USDA-USFS-Bighorn NF,300,,,,,,,,,,44.27,-107.35
1926,Battle Park Allotment 2016,SMP-II,44.27,-107.35,USDA-USFS-Bighorn NF-Powder River RD,500,,,,,,,,,,44.27,-107.35
1612,Battle Park Allotment,SMP-II,44.26805556,-107.3463889,USDA-USFS-Bighorn NF-Powder River RD,1000,,Burned,8-Sep-14,,,,,,,44.26805556,-107.3463889
746,Battle Park Allotment,SMP-II,44.26805556,-107.3463889,USDA-USFS-Big Horn NF-Buffalo RD,1000,,Burned,29-Sep-11,,,,,,,44.26805556,-107.3463889
1127,Battle Park Allotment,SMP-II,44.26805556,-107.3463889,USDA-USFS-Big Horn NF-Buffalo RD,1000,,,,,,,,,,44.26805556,-107.3463889
1415,Battle Park Allotment,SMP-II,44.26805556,-107.3463889,USDA-USFS-Bighorn NF-Buffalo RD,1000,,,,,,,,,,44.26805556,-107.3463889
788,River Tracts,SMP-II,44.26222222,-107.9588889,USDI-BLM-Wind River/Big Horn Basin District,30,3500,Burned,10-Mar-11,,,,,,,44.26222222,-107.9588889
618,South Buck Creek Vees,SMP-II,44.2617774,-107.3354779,USDA-USFS-Big Horn NF-Powder River RD,500,,,,,,,,,,44.2617774,-107.3354779
3345,Moskee RX,SMP-II,44.24,-104.08,USDA-USFS-Black Hills NF-Bearlodge RD,1500,,,,,,,,,,44.24,-104.08
3687,Moskee RX,SMP-II,44.24,-104.08,,5875,,,,,,,,,,44.24,-104.08
3749,Moskee,SMP-II,44.24,-104.08,,1500,,,,,,,,,,44.24,-104.08
3182,Moskee RX,SMP-II,44.24,-104.08,USDA-USFS-Black Hills NF-Bearlodge RD,5875,,,,,,,,,,44.24,-104.08
937,South Bearlodge Machine Piles,SMP-II,44.23408083,-104.0825728,USDA-USFS-Black Hills NF-Bearlodge RD,346,6000,,,,,,,,,44.23408083,-104.0825728
1353,South Bearlodge Machine Piles,SMP-II,44.2250431,-104.1729115,USDA-USFS-Black Hills NF-Bearlodge RD,445,2225000,Burned,14-Jan-13,17-Jan-13,22-Jan-13,23-Jan-13,24-Jan-13,20-Feb-13,11-Mar-13,44.2250431,-104.1729115
619,South Fork Paint Rock,SMP-II,44.2179747,-107.3155163,USDA-USFS-Big Horn NF-Powder River RD,277,,Burned,26-Nov-10,,,,,,,44.2179747,-107.3155163
1925,Zaybrook Allotment 2016,SMP-II,44.21,-107.28,USDA-USFS-Bighorn NF-Powder River RD,500,,,,,,,,,,44.21,-107.28
1614,Zaybrook Allotment,SMP-II,44.20694444,-107.2788889,USDA-USFS-Bighorn NF-Powder River RD,1000,,Burned,17-Sep-14,,,,,,,44.20694444,-107.2788889
1413,Zaybrook Allotment,SMP-II,44.2034882,-107.275238,USDA-USFS-Bighorn NF-Buffalo RD,1000,,,,,,,,,,44.2034882,-107.275238
3343,Dry Tensleep Allotment 2018,SMP-II,44.19,-107.31,USDA-USFS-Bighorn NF-Powder River RD,1500,,,,,,,,,,44.19,-107.31
3512,Dry Tensleep Allotment,SMP-II,44.19,-107.31,USDA-USFS-Bighorn NF-Powder River RD,,,,,,,,,,,44.19,-107.31
897,Hooligan Springs Rx,SMP-II,44.18022222,-107.3726667,USDI-BLM-Worland Field Office,250,,Burned,5-Oct-11,,,,,,,44.18022222,-107.3726667
1060,Hooligan Springs Rx,SMP-II,44.18022222,-107.3726667,USDI-BLM-Worland Field Office,250,,Burned,24-Mar-12,28-Mar-12,29-Mar-12,30-Mar-12,31-Mar-12,,,44.18022222,-107.3726667
1326,Hooligan Springs Rx,SMP-II,44.18022222,-107.3726667,USDI-BLM-Worland Field Office,200,,,,,,,,,,44.18022222,-107.3726667
1543,Hooligan Springs Rx,SMP-II,44.18022222,-107.3726667,USDI-BLM-Worland Field Office,200,,Burned,24-Apr-14,25-Apr-14,26-Apr-14,3-May-14,4-May-14,,,44.18022222,-107.3726667
3790,Hooligan Springs RX,SMP-II,44.18,-107.37,USDI-BLM-Worland Field Office,200,,,,,,,,,,44.18,-107.37
1786,Four Bear Aspen Enhancement,SMP-II,44.18,-109.29,USDI-BLM-Cody Field Office,,2341,Burned,2/24/2015,,,,,,,44.18,-109.29
1949,Hooligan Springs Rx,SMP-II,44.18,-107.37,USDI-BLM-Worland Field Office,300,,Burned,4/13/2016,4/23/2016,5/6/2016,,,,,44.18,-107.37
1809,Hooligan Springs RX,SMP-II,44.18,-107.37,USDI-BLM-Worland Field Office,200,,Burned,4/7/2015,4/21/2015,5/1/2015,11/19/2015,,,,44.18,-107.37
3129,Hooligan Springs RX,SMP-II,44.18,-107.37,USDI-BLM-Worland Field Office,200,,,,,,,,,,44.18,-107.37
3303,Hooligan Springs RX,SMP-II,44.18,-107.37,USDI-BLM-Worland Field Office,200,,,,,,,,,,44.18,-107.37
3476,Hooligan Springs,SMP-II,44.18,-107.52,USDI-BLM-Worland Field Office,200,,,,,,,,,,44.18,-107.52
3612,Hooligan Springs RX,SMP-II,44.18,-107.37,Wind River Bighorn Basin District BLM,150,,,,,,,,,,44.18,-107.37
564,West Slope of Big Horns Slash Piles - Juniper TA11,SMP-II,44.173064,-107.353345,USDI-BLM-North Zone-Worland Field Office,130,72000,,,,,,,,,44.173064,-107.353345
1580,West Slope Big Horns/Markham Draw,SMP-II,44.17191667,-107.3494722,USDI-BLM-Worland Field Office,30,30000,Burned,13-Nov-14,,,,,,,44.17191667,-107.3494722
942,West Slope Big Horns/Markham Draw,SMP-II,44.17191667,-107.3494722,USDI-BLM-Worland Field Office,1500,72000,Burned,9-Nov-11,10-Nov-11,14-Nov-11,,,,,44.17191667,-107.3494722
1062,West Slope Big Horns/Markham Draw,SMP-II,44.17191667,-107.3494722,USDI-BLM-Worland Field Office,,72000,Burned,15-Nov-12,18-Dec-12,20-Dec-12,,,,,44.17191667,-107.3494722
1360,West Slope Big Horns/Markham Draw,SMP-II,44.17191667,-107.3494722,USDI-BLM-Wind River/Bighorn Basin District BLM,1500,30000,,,,,,,,,44.17191667,-107.3494722
947,West Ten Timber Sale Slash Piles,SMP-II,44.17027778,-107.25,USDA-USFS-Big Horn NF-Buffalo RD,,250000,,,,,,,,,44.17027778,-107.25
3791,Markham Draw,SMP-II,44.17,-107.43,,,8305,,,,,,,,,44.17,-107.43
1810,West Slope Big Horns/Markham Draw,SMP-II,44.17,-107.35,USDI-BLM-Worland Field Office,30,30000,,,,,,,,,44.17,-107.35
1946,West Slope Big Horns/Markham Draw,SMP-II,44.17,-107.35,USDI-BLM-Worland Field Office,,8305,,,,,,,,,44.17,-107.35
3132,West Slope Big Horns/Markham Draw,SMP-II,44.17,-107.35,USDI-BLM-Worland Field Office,,8305,,,,,,,,,44.17,-107.35
3302,West Slope Big horns/Markham Draw,SMP-II,44.17,-107.35,USDI-BLM-Worland Field Office,,8305,,,,,,,,,44.17,-107.35
3477,West Slope Big Horns/ Markham Draw,SMP-II,44.17,-107.35,USDI-BLM-Worland Field Office,,8305,,,,,,,,,44.17,-107.35
3611,Markham Draw,SMP-II,44.17,-107.35,Wind River Bighorn Basin District BLM,20,8305,,,,,,,,,44.17,-107.35
681,South Canyon Allotment Prescribed Burn,SMP-II,44.15722222,-107.2622222,USDA-USFS-Big Horn NF-Buffalo RD,3785,,,,,,,,,,44.15722222,-107.2622222
964,South Fork Guard Station Piles 2012,SMP-II,44.15333333,-109.6066667,USDA-USFS-Shoshone NF-Wapiti RD,10,33054,,,,,,,,,44.15333333,-109.6066667
1323,South Fork Guard Station Piles 2013,SMP-II,44.15333333,-109.6066667,USDA-USFS-Shoshone NF-Wapiti RD,10,33054,Burned,15-Jan-13,,,,,,,44.15333333,-109.6066667
1507,South Fork Guard Station Piles 2014,SMP-II,44.15333333,-109.6066667,USDA-USFS-Shoshone NF-Wapiti RD,18,10267,Burned,6-Jan-14,,,,,,,44.15333333,-109.6066667
748,High Park,SMP-II,44.15,-107.1958333,USDA-USFS-Big Horn NF-Buffalo RD,200,,,,,,,,,,44.15,-107.1958333
1128,High Park,SMP-II,44.15,-107.1958333,USDA-USFS-Big Horn NF-Buffalo RD,200,,,,,,,,,,44.15,-107.1958333
3771,South Fork Area Piles,SMP-II,44.15,-109.62,,,1590950,,,,,,,,,44.15,-109.62
1754,Upton/Osage,SMP-II,44.15,-104.64,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,36,2094,,,,,,,,,44.15,-104.64
1990,Upton/Osage,SMP-II,44.15,-104.64,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,36,,,,,,,,,,44.15,-104.64
3098,Upton/Osage,SMP-II,44.15,-107.64,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,36,,Burned,1/18/2017,1/19/2017,,,,,,44.15,-107.64
3438,South Fork Area Piles,SMP-II,44.15,-109.62,USDA-USFS-Shoshone NF-Wapiti RD,,1590950,,,,,,,,,44.15,-109.62
3597,South Fork Area Piles,SMP-II,44.15,-109.62,USDA-USFS-Shoshone NF-Wapiti RD,,1590950,,,,,,,,,44.15,-109.62
1254,Upton/Osage,SMP-II,44.14525,-104.6352778,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,700,,,,,,,,,,44.14525,-104.6352778
1383,Upton/Osage,SMP-II,44.14525,-104.6352778,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,700,,Burned,30-Jan-13,1-Feb-13,,,,,,44.14525,-104.6352778
1500,Upton/Osage,SMP-II,44.14525,-104.6352778,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,700,,Burned,5-Feb-14,,,,,,,44.14525,-104.6352778
1072,Buckhorn Pile Burning,SMP-II,44.14513861,-104.0859492,Wyoming State Forestry Division,219,524230,,,,,,,,,44.14513861,-104.0859492
1268,Billy Creek 2 Sale,SMP-II,44.14158333,-106.9034167,Wyoming State Forestry Division,6,40000,,,,,,,,,44.14158333,-106.9034167
1305,Billy Creek Hazard Mitigation Pile,SMP-II,44.14158333,-106.9034167,Wyoming State Forestry Division,,40000,Burned,17-Jan-13,,,,,,,44.14158333,-106.9034167
1306,Billy Creek Hazard Mitigation Pile,SMP-II,44.14158333,-106.9034167,Wyoming State Forestry Division,0,30000,Burned,17-Jan-13,21-Feb-13,,,,,,44.14158333,-106.9034167
1775,Tensleep Canyon Allotment,SMP-II,44.14,-107.26,USDA-USFS-Bighorn NF,300,,,,,,,,,,44.14,-107.26
3608,Piney Creek,SMP-II,44.14,-105.5,,,,,,,,,,,,44.14,-105.5
745,Tensleep Canyon Allotment,SMP-II,44.13694444,-107.2544444,USDA-USFS-Big Horn NF-Buffalo RD,1200,,Burned,6-May-11,,,,,,,44.13694444,-107.2544444
1126,Tensleep Canyon Allotment,SMP-II,44.13694444,-107.2544444,USDA-USFS-Big Horn NF-Buffalo RD,1200,,Burned,5-Apr-12,19-Oct-12,20-Oct-12,,,,,44.13694444,-107.2544444
1414,Tensleep Canyon Allotment,SMP-II,44.13361111,-107.2633333,USDA-USFS-Bighorn NF-Buffalo RD,1000,,,,,,,,,,44.13361111,-107.2633333
1613,Tensleep Canyon Allotment,SMP-II,44.13361111,-107.2633333,USDA-USFS-Bighorn NF-Powder River RD,1000,,,,,,,,,,44.13361111,-107.2633333
785,Billy Creek Hazard Mitigation Pile,SMP-II,44.13347083,-106.9000569,Wyoming State Forestry Division,0,10000,,,,,,,,,44.13347083,-106.9000569
1108,Billy Creek Hazard Mitigation Pile,SMP-II,44.13347083,-106.9000569,Wyoming State Forestry Division,0,30000,Burned,7-Mar-12,,,,,,,44.13347083,-106.9000569
652,Smith Piles,SMP-II,44.13333333,-106.9666667,"Fire Trax, LLC",40,2880,,,,,,,,,44.13333333,-106.9666667
3870,Tensleep Canyon,SMP-II,44.13,-107.26,USDA-USFS-Bighorn NF-Tongue RD,892,,,,,,,,,,44.13,-107.26
1919,Stateline Timber Sale,SMP-II,44.13,-104.06,Wyoming State Forestry Division,,819095,,,,,,,,,44.13,-104.06
1924,Tensleep Canyon Allotment 2016,SMP-II,44.13,-107.26,USDA-USFS-Bighorn NF-Powder River RD,500,,,,,,,,,,44.13,-107.26
1934,Stateline Timber Sale,SMP-II,44.13,-104.06,Wyoming State Forestry Division,,819095,,,,,,,,,44.13,-104.06
3798,Piney,SMP-II,44.13,-104.5,,,,,,,,,,,,44.13,-104.5
1504,Cabin Creek Piles 2014,SMP-II,44.12527778,-109.6383333,USDA-USFS-Shoshone NF-Wapiti RD,4,32875,,,,,,,,,44.12527778,-109.6383333
1776,South Slope RX,SMP-II,44.12,-106.92,USDA-USFS-Bighorn NF,300,,,,,,,,,,44.12,-106.92
1854,Hell Canyon Piles 2015,SMP-II,44.12,-104.11,USDA-USFS-Black Hills NF-Hell Canyon RD,,29452,Burned,12/16/2015,12/17/2015,12/18/2015,,,,,44.12,-104.11
1922,Hell Canyon Piles 2016,SMP-II,44.12,-104.11,USDA-USFS-Black Hills NF-Hell Canyon RD,,706848,Burned,2/3/2016,,,,,,,44.12,-104.11
1927,South Slope 2016,SMP-II,44.12,-106.92,USDA-USFS-Bighorn NF-Powder River RD,300,,,,,,,,,,44.12,-106.92
1119,Billy Creek Slash Piles - CY 2012,SMP-II,44.11936111,-106.8732222,USDI-BLM-Buffalo Field Office,42,3500,Burned,7-Mar-12,8-Mar-12,,,,,,44.11936111,-106.8732222
757,Billy Creek Piles,SMP-II,44.11638889,-106.8716667,USDI-BLM-Buffalo Field Office,15,1450,Burned,2-Feb-11,16-Jun-11,,,,,,44.11638889,-106.8716667
797,High Park Machine Piles,SMP-II,44.1130504,-107.1987096,USDA-USFS-Big Horn NF-Buffalo RD,190,18000,,,,,,,,,44.1130504,-107.1987096
607,Rattlesnake Butte,SMP-II,44.1125,-107.8677778,USDI-BLM-Worland Field Office,250,,,,,,,,,,44.1125,-107.8677778
1563,West Mallo,SMP-II,44.1106289,-104.0887263,Wyoming State Forestry Division,200,270000,,,,,,,,,44.1106289,-104.0887263
3191,North Canyon Allotment,SMP-II,44.11,-107.22,USDA-USFS-Bighorn NF-Tongue RD,1500,,,,,,,,,,44.11,-107.22
3675,North Canyon Allotment 2017,SMP-II,44.11,-107.22,USDA-USFS-Bighorn NF-Powder River RD,1500,,Burned,11/6/2020,,,,,,,44.11,-107.22
588,Billy Creek Hideout Forest & Fuel Treatment,SMP-II,44.1004023,-106.8578811,USDI-BLM-Buffalo Field Office,100,1327500,Burned,14-Oct-09,15-Oct-09,23-Nov-10,1-Dec-10,,,,44.1004023,-106.8578811
1777,South Canyon Allotment,SMP-II,44.1,-107.19,USDA-USFS-Bighorn NF,300,,,,,,,,,,44.1,-107.19
747,Moses Homestead,SMP-II,44.09166667,-107.175,USDA-USFS-Big Horn NF-Buffalo RD,1000,,Burned,24-Sep-11,25-Sep-11,,,,,,44.09166667,-107.175
1578,10 Mile,SMP-II,44.08380556,-107.9685944,USDI-BLM-Worland Field Office,10,2400,,,,,,,,,44.08380556,-107.9685944
714,10 Mile Pile Burning,SMP-II,44.08380556,-107.9685833,USDI-BLM-Wind River/Bighorn Basin District (Worland Field Office),25,2950,Burned,18-Jan-11,,,,,,,44.08380556,-107.9685833
1061,10 Mile,SMP-II,44.08380556,-107.9685833,USDI-BLM-Wind River/Big Horn Basin District (Worland Field Office),10,2950,,,,,,,,,44.08380556,-107.9685833
1091,Railroad Tract,SMP-II,44.08380556,-107.9685833,USDI-BLM-Wind River/Big Horn Basin District (Worland Field Office),30,21991,,,,,,,,,44.08380556,-107.9685833
1359,10 Mile,SMP-II,44.08380556,-107.9685833,USDI-BLM-Wind River/Bighorn Basin District BLM,10,2400,,,,,,,,,44.08380556,-107.9685833
3375,South Canyon Allotment 2018,SMP-II,44.08,-107.18,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,200,,,,,,,,,,44.08,-107.18
3518,South Canyon Allotment,SMP-II,44.08,-107.18,USDA-USFS-Bighorn NF-Powder River RD,200,,Burned,9/26/2019,,,,,,,44.08,-107.18
3818,Cutler Draw Timber Sale,SMP-II,44.08,-105.76,Wyoming State Forestry Division,,259531,Burned,2/17/2021,,,,,,,44.08,-105.76
1535,Clear Creek Piles,SMP-II,44.06756433,-106.909081,Wyoming State Forestry Division,2,21164,,,,,,,,,44.06756433,-106.909081
1301,Mallow Camp Pile Rx,SMP-II,44.0664136,-104.0571267,USDI-BLM-Casper Field Office,160,20000,Burned,23-Jan-13,24-Jan-13,25-Jan-13,19-Feb-13,20-Feb-13,,,44.0664136,-104.0571267
948,Dullknife Timber Sale Slash Piles,SMP-II,44.0575,-107.0469444,USDA-USFS-Big Horn NF-Buffalo RD,650,320000,Burned,8-Nov-11,,,,,,,44.0575,-107.0469444
637,Snake River Pit 2009,SMP-II,44.052463,-110.403261,"Eagle Rock Timber, Inc.",,400,,,,,,,,,44.052463,-110.403261
1579,West Slope Big Horns/Sand Draw,SMP-II,44.05013889,-107.3359167,USDI-BLM-Worland Field Office,15,50000,Burned,2-Dec-14,4-Dec-14,10-Dec-14,12-Dec-14,16-Dec-14,,,44.05013889,-107.3359167
941,West Slope Big Horns/Sand Draw,SMP-II,44.05013889,-107.3359167,USDI-BLM-Worland Field Office,1000,72000,Burned,23-Nov-11,,,,,,,44.05013889,-107.3359167
1063,West Slope Big Horns/Sand Draw,SMP-II,44.05013889,-107.3359167,USDI-BLM-Worland Field Office,25,72000,,,,,,,,,44.05013889,-107.3359167
1361,West Slope Big Horns/Sand Draw,SMP-II,44.05013889,-107.3359167,USDI-BLM-Wind River/Bighorn Basin District BLM,20,6000,,,,,,,,,44.05013889,-107.3359167
1707,West Slope Big Horns/Sand Draw,SMP-II,44.05,-107.34,USDI-BLM-Worland Field Office,15,50000,,,,,,,,,44.05,-107.34
1731,West Slope Big Horns/Sand Draw,SMP-II,44.05,-107.34,USDI-BLM-Worland Field Office,30,50000,Burned,1/8/2015,1/26/2015,1/27/2015,2/2/2015,2/5/2015,,,44.05,-107.34
1930,West Slope Big Horns/Rome Hill,SMP-II,44.05,-107.34,USDI-BLM-Worland Field Office,5,1685,Burned,1/6/2016,,,,,,,44.05,-107.34
1945,West Slope Big Horns/Sand Draw,SMP-II,44.05,-107.34,USDI-BLM-Worland Field Office,,133140,Burned,4/1/2016,12/8/2016,,,,,,44.05,-107.34
3133,West Slope Bigh Horns/Sand Draw,SMP-II,44.05,-107.34,USDI-BLM-Worland Field Office,,133140,,,,,,,,,44.05,-107.34
3305,West Slope Big Horns/ Sand Draw,SMP-II,44.05,-107.34,USDI-BLM-Worland Field Office,,133140,,,,,,,,,44.05,-107.34
3478,West Slope Big Horns/Sand Draw,SMP-II,44.05,-107.34,USDI-BLM-Worland Field Office,,133140,,,,,,,,,44.05,-107.34
3614,Sand Draw,SMP-II,44.05,-107.34,Wind River Bighorn Basin District BLM,20,133140,,,,,,,,,44.05,-107.34
3762,Timber Creek,SMP-II,44.05,-109.2,,1684,,,,,,,,,,44.05,-109.2
781,Water Aug 2,SMP-II,44.0393,-107.074,Wyoming State Foresty Division,9,20000,,,,,,,,,44.0393,-107.074
783,Water Augmentation Fuel Break,SMP-II,44.0393,-107.074,Wyoming State Forestry Division,16,16000,,,,,,,,,44.0393,-107.074
591,Water Augmentation Fuel Break,SMP-II,44.0393,-107.074,Wyoming State Forestry Division,16,62400,,,,,,,,,44.0393,-107.074
653,Water Aug 2,SMP-II,44.0393,-107.074,Wyoming State Forestry Division,9,20000,,,,,,,,,44.0393,-107.074
1252,Planting Hand Piles,SMP-II,44.03346583,-104.3902364,USDA-USFS-Black Hills NF-Bearlodge RD,7,12500,Burned,11-Dec-12,,,,,,,44.03346583,-104.3902364
1385,Planting Leftover Machine Piles,SMP-II,44.03346583,-104.3902364,USDA-USFS-Black Hills NF-Bearlodge RD,,45000,Burned,20-Feb-13,,,,,,,44.03346583,-104.3902364
1220,Powder River Piles,SMP-II,44.03311111,-107.0791944,USDI-BLM-High Plains Fire District (Buffalo Field Office),0,5236,,,,,,,,,44.03311111,-107.0791944
787,Powder River Properties,SMP-II,44.03083333,-107.0808333,USDI-BLM-Buffalo Field Office,10,2200,,,,,,,,,44.03083333,-107.0808333
1915,Sweetwater I,SMP-II,44.03,-104.2,Wyoming State Forestry Division,,1496660,,,,,,,,,44.03,-104.2
3881,Gold Mine Road,SMP-II,44.03,-107.1,Wyoming State Forestry Division,,229205,Burned,12/13/2021,,,,,,,44.03,-107.1
695,Doyle Creek,SMP-II,44.02562,-106.9311,Wyoming State Forestry Division,11,15000,,,,,,,,,44.02562,-106.9311
784,Doyle Creek,SMP-II,44.02562,-106.9311,Wyoming State Forestry Division,11,15000,,,,,,,,,44.02562,-106.9311
1104,Doyle Creek,SMP-II,44.02562,-106.9311,Wyoming State Forestry Division,11,15000,,,,,,,,,44.02562,-106.9311
1308,Doyle Creek,SMP-II,44.02562,-106.9311,Wyoming State Forestry Division,11,3676,,,,,,,,,44.02562,-106.9311
1548,Doyle Creek,SMP-II,44.02562,-106.9311,Wyoming State Forestry Division,11,3676,,,,,,,,,44.02562,-106.9311
1917,String_of_40's,SMP-II,44.01,-104.22,Wyoming State Forestry Division,,474580,,,,,,,,,44.01,-104.22
3076,String of 40s,SMP-II,44.01,-104.22,Wyoming State Forestry Division,,474580,,,,,,,,,44.01,-104.22
1916,Sweetwater II,SMP-II,43.99,-104.2,Wyoming State Forestry Division,,2789528,,,,,,,,,43.99,-104.2
3073,Sweetwater II,SMP-II,43.99,-104.2,Wyoming State Forestry Division,,2789528,,,,,,,,,43.99,-104.2
3074,Sunny Divide,SMP-II,43.99,-104.2,Wyoming State Forestry Division,,414260,,,,,,,,,43.99,-104.2
3421,ROW,SMP-II,43.99,-104.19,Wyoming State Forestry Division,,95128,Burned,12/5/2018,,,,,,,43.99,-104.19
3425,Pisgah,SMP-II,43.98,-104.17,,,505000,,,,,,,,,43.98,-104.17
527,Upper Grass Creek Rx,SMP-II,43.9554087,-108.982686,USDI-BLM-Worland Field Office,300,,,,,,,,,,43.9554087,-108.982686
3788,Noon Point RX,SMP-II,43.94,-109.05,,3935,,,,,,,,,,43.94,-109.05
1785,Martin Falxa Ranch 2,SMP-II,43.94,-107.2,Ecosystem Enhancement,565,,,,,,,,,,43.94,-107.2
3131,Noon Point Prescribed Burn,SMP-II,43.94,-109.05,USDI-BLM-Worland Field Office,1000,,,,,,,,,,43.94,-109.05
3301,Noon Point RX,SMP-II,43.94,-109.05,USDI-BLM-Worland Field Office,3935,,,,,,,,,,43.94,-109.05
3474,Noon Point RX,SMP-II,43.94,-109.05,USDI-BLM-Worland Field Office,3935,,,,,,,,,,43.94,-109.05
3610,Noon Point RX,SMP-II,43.94,-109.05,Wind River Bighorn Basin District BLM,200,,,,,,,,,,43.94,-109.05
1247,Martin Falxa Ranch,SMP-II,43.9390028,-107.137915,Ecosystem Enhancement,300,,,,,,,,,,43.9390028,-107.137915
1554,Martin Falxa Ranch,SMP-II,43.9390028,-107.137915,Ecosystem Enhancement,300,,,,,,,,,,43.9390028,-107.137915
