name,burn_date,agency,unit,total_acres,black_acres,clearing_index,tons_pm,tons_voc,tons_nox,tons_elC,tons_orC,no_burn,reason_no_burn,approval_type,lat,lng,county,elevation,airshed,class1,nonattainment,fuel_types,added_on,start_time,end_time,piles,public_interest,daytime,nighttime,status,Pile Acres,FM1 Grass Acres,FM2 Timber Und. Acres,FM3 Tall Grass Acres,FM4 Low Brush Acres,FM5 Tall Brush Acres,FM6 PJ Acres,FM8 Timber Litter Acres,FM9 Hard. Litter Acres,FM10 Timber Acres,FM11 Slash Acres
Cedar City Piles,12/12/2019,USFS,Dixie NF Cedar City,1,1,890,0.44,2.6,0.21,0.13,0.31,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,12/13/2019,9:00,10:00,,None,Good,Moderate,Approved,,,,,,,,,,,
Peter Springs,12/5/2019,State,Southeastern Area,7,7,500,0.06,0.33,0.03,0.02,0.04,0,Today's acres completed,,37.986,-109.352,San Juan,6817,"15 - San Juan R.
",0,0,Dormant Brush/Slash,12/6/2019,10:00,15:00,,Low,Good,Moderate,Approved,,,,,,,,,,,7
Pine Valley District Piles,12/5/2019,USFS,Dixie NF Cedar City,20,20,650,4.47,8.56,0.31,0.38,4.08,0,Today's acres completed,,37.386,-113.353,Washington,5200,"16 - Above 6,500 feet
",0,0,Medium Slash,12/6/2019,9:00,16:00,,None,Moderate,Poor,Approved,,,,,,20,,,,,
Fruitland,11/30/2019,State,Northeastern Area,0.01,0,1050,0.02,0.13,0.01,0.01,0.02,FALSE,Clearing Index too low,,40.191,-110.68,Duchesne,6584,"16 - Above 6,500 feet
",FALSE,FALSE,"[""Heavy Slash""]",12/5/2019,9:00,16:00,,None,Good,Moderate,Approved,0.01,,,,,,,,,,
Duck Creek Fuels Piles,12/3/2019,USFS,Dixie NF Cedar City,1,1,560,0.45,2.65,0.22,0.13,0.32,0,Today's acres completed,,37.497,-112.645,Kane,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,12/4/2019,11:00,14:00,,None,Good,Moderate,Approved,,,,,,,,,,,
Upper Weber Canyon,11/25/2019,State,Northeastern Area,18,18,1050,2.29,13.51,1.1,0.67,1.62,0,Today's acres completed,,40.787,-110.992,Summit,7800,"16 - Above 6,500 feet
",0,0,Light Slash,11/27/2019,9:40,16:30,,None,Good,Fair,Approved,,,,,,,,,,,18
Fremont River Slash Pile,11/26/2019,USFS,Fishlake NF Richfield,78,78,1000,0.9,5.31,0.43,0.26,0.64,0,Today's acres completed,,38.648,-111.671,Sevier,6500,"16 - Above 6,500 feet
",0,0,Light Slash,11/27/2019,9:00,15:30,,Moderate,Good,Good,Approved,,,,,,,,,,,78
Cedar City Piles,11/25/2019,USFS,Dixie NF Cedar City,93,93,600,2.37,13.96,1.14,0.69,1.67,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,11/26/2019,11:00,16:00,,Low,Good,Moderate,Approved,,,,,,,,,,,93
Duck Creek Fuels Piles,11/25/2019,USFS,Dixie NF Cedar City,6,6,600,0.07,0.42,0.03,0.02,0.05,0,Today's acres completed,,37.497,-112.645,Kane,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,11/26/2019,11:00,14:00,,Low,Good,Moderate,Approved,,,,,,,,,,,6
Cache Piles,11/25/2019,State,Bear River Area,7,7,1000,1.36,8.05,0.66,0.4,0.96,0,Today's acres completed,,41.764,-111.705,Cache,6000,"16 - Above 6,500 feet
",0,1,Medium Slash,11/26/2019,9:00,16:00,,None,Poor,Good,Approved,,,,,,,,,,,
Fremont River Slash Pile,11/25/2019,USFS,Fishlake NF Richfield,60,60,1000,0.69,4.08,0.33,0.2,0.49,0,Today's acres completed,,38.648,-111.671,Sevier,6500,"16 - Above 6,500 feet
",0,0,Light Slash,11/26/2019,9:00,15:00,,Moderate,Good,Good,Approved,,,,,,,,,,,60
South Monroe,11/24/2019,USFS,Fishlake NF Richfield,0,70,1000,1.95,11.5,0.94,0.57,1.38,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/25/2019,9:00,16:00,,None,Poor,Good,Approved,,,,,,,,,,,
Cedar City Piles,11/24/2019,USFS,Dixie NF Cedar City,53,53,1000,1.12,6.59,0.54,0.33,0.79,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,11/25/2019,10:00,14:30,,Low,Good,Moderate,Approved,,,,,,,,,,,53
D4 Piles,11/25/2019,USFS,Dixie NF Cedar City,40,40,1000,7.16,42.23,3.44,2.09,5.06,0,Today's acres completed,,37.97,-111.851,Garfield,8200,1 - N. West Desert,0,0,Heavy Slash,11/25/2019,11:00,15:00,,None,Good,Moderate,Approved,,,,,,,,,,,
Tamarisk Programatic,11/20/2019,BLM,Canyon Country District,6,6,600,0.35,2.04,0.17,0.1,0.24,0,Today's acres completed,,39.002,-109.138,Grand,3924,12 - Upper Colo. R.,0,0,Light Slash,11/25/2019,9:00,16:00,,None,Poor,Good,Approved,,,,,,,6,,,,
East Zone Pile Burn,11/21/2019,USFS,UWC NF North Zone,8,7,550,0.89,5.26,0.43,0.26,0.63,0,Entire project is completed,,40.968,-110.548,Summit,7,"16 - Above 6,500 feet
",0,0,Light Slash,11/22/2019,9:00,16:00,,Moderate,Good,Moderate,Approved,,,,,,,,,,,7
East Zone Pile Burn,11/20/2019,USFS,UWC NF North Zone,7,7,530,0.89,5.26,0.43,0.26,0.63,0,Today's acres completed,,40.968,-110.548,Summit,7,"16 - Above 6,500 feet
",0,0,Light Slash,11/21/2019,9:00,15:00,,Moderate,Good,Good,Approved,,,,,,,,,,,7
Cedar City Piles,11/20/2019,USFS,Dixie NF Cedar City,50,50,1000,0.99,5.86,0.48,0.29,0.7,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,11/21/2019,10:00,15:00,,Low,Good,Moderate,Approved,,,,,,,,,,,50
NZ ADMIN PILE BURN,10/30/2019,USFS,Manti-La Sal North Zone,0,,300,,,,,,1,Clearing index was too low,,39.329,-111.278,Emery,6500,"16 - Above 6,500 feet
",0,0,Medium Slash,11/20/2019,9:00,16:00,,None,Poor,Poor,Approved,,,,,,,,,,,
NZ ADMIN PILE BURN,11/20/2019,USFS,Manti-La Sal North Zone,0.5,0,1000,0.06,0.38,0.03,0.02,0.04,FALSE,Clearing Index too low,,39.329,-111.278,Emery,6500,"16 - Above 6,500 feet
",FALSE,FALSE,"[""Medium Slash""]",11/20/2019,9:00,16:00,,None,Good,Moderate,Approved,0.5,,,,,,,,,,0
Cedar City Piles,11/19/2019,USFS,Dixie NF Cedar City,80,80,1000,1.46,8.63,0.7,0.43,1.03,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,11/20/2019,10:00,15:00,,Low,Good,Moderate,Approved,,,,,,,,,,,80
South Monroe,11/16/2019,USFS,Fishlake NF Richfield,0,150,680,21.94,129.5,10.54,6.42,15.52,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/20/2019,9:00,16:00,,Low,Good,Moderate,Approved,,,,,,,,,,150,
Duck Creek Fuels Aspen,11/18/2019,USFS,Dixie NF Cedar City,45,45,950,5.72,33.78,2.75,1.68,4.05,0,Today's acres completed,,37.497,-112.647,Kane,7300,"16 - Above 6,500 feet
",0,0,Light Slash,11/19/2019,11:00,14:30,,Low,Moderate,Moderate,Approved,,,,,,,,,,,45
Weber Piles,11/18/2019,State,Bear River Area,1,1,730,0.13,0.75,0.06,0.04,0.09,0,Today's acres completed,,41.319,-111.553,Weber,5500,"16 - Above 6,500 feet
",0,1,Medium Slash,11/19/2019,9:00,16:00,,Low,Good,Moderate,Approved,,,,,,,,,,,1
East Zone Pile Burn,11/16/2019,USFS,UWC NF North Zone,1,1,1000,0.13,0.75,0.06,0.04,0.09,0,Today's acres completed,,40.968,-110.548,Summit,7,"16 - Above 6,500 feet
",0,0,Light Slash,11/17/2019,9:00,16:00,,Low,Good,Good,Approved,,,,,,,,,,,1
East Zone Pile Burn,11/14/2019,USFS,UWC NF North Zone,10,10,550,0.32,1.9,0.15,0.09,0.23,0,Today's acres completed,,40.968,-110.548,Summit,7,"16 - Above 6,500 feet
",0,0,Light Slash,11/15/2019,9:00,16:00,,Low,Moderate,Moderate,Approved,,,,,,,10,,,,
South Monroe,11/14/2019,USFS,Fishlake NF Richfield,400,400,400,60.14,354.95,28.9,17.6,42.54,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/15/2019,9:00,16:00,,High,Moderate,Moderate,Approved,,,,,,,,,,350,
South Monroe,11/13/2019,USFS,Fishlake NF Richfield,800,800,990,120.88,668.9,53.49,33.07,87.81,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/15/2019,11:00,16:00,,High,Good,Good,Approved,,,,,,50,,,,750,
Rich Piles,11/13/2019,State,Bear River Area,5,10,600,0.92,5.45,0.44,0.27,0.65,0,Today's acres completed,,41.682,-111.288,Rich,5000,"16 - Above 6,500 feet
",0,0,Medium Slash,11/14/2019,9:00,16:00,,None,Poor,Moderate,Approved,,,,,,,5,,,,5
parleys summit,11/11/2019,State,Northeastern Area,0,0,293,,,,,,1,Clearing index was too low,,40.748,-111.595,Summit,6671,"16 - Above 6,500 feet
",0,0,Light Slash,11/12/2019,9:00,16:00,,None,Poor,Poor,Approved,,,,,,,,,,,
South Monroe,11/11/2019,USFS,Fishlake NF Richfield,200,200,410,33.11,150.9,11.32,7.38,25.73,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/12/2019,9:00,16:00,,Low,Moderate,Moderate,Approved,,,,,,50,,,,150,
South Monroe,11/10/2019,USFS,Fishlake NF Richfield,400,400,590,58.51,345.33,28.12,17.12,41.39,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/11/2019,9:00,16:00,,Moderate,Moderate,Moderate,Approved,,,,,,,,,,400,
South Monroe,11/9/2019,USFS,Fishlake NF Richfield,0,300,230,43.88,259,21.09,12.84,31.04,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/10/2019,9:00,16:00,,High,Poor,Poor,Approved,,,,,,,,,,300,
South Monroe,11/8/2019,USFS,Fishlake NF Richfield,300,300,230,43.88,259,21.09,12.84,31.04,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/9/2019,12:00,16:00,,High,Poor,Poor,Approved,,,,,,,,,,300,
North Zone Piles,11/8/2019,USFS,UWC NF North Zone,0.1,0,230,0.05,0.32,0.03,0.02,0.04,FALSE,Clearing Index too low,,40.956,-111.377,Summit,4000,"4 - Cache&#x2F;Bear R.
",FALSE,FALSE,"[""Timber""]",11/8/2019,9:00,16:00,,,Poor,Poor,Approved,0.1,,,,,,,,,,
South Monroe,11/8/2019,USFS,Fishlake NF Richfield,1500,1500,530,242.55,1164.41,89.01,57.13,185.43,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/8/2019,11:00,16:30,,High,Moderate,Fair,Approved,,,,,,300,,,,1200,
North Zone Piles,11/7/2019,USFS,UWC NF North Zone,0.1,0,340,0.05,0.29,0.02,0.01,0.03,FALSE,Clearing Index too low,,40.956,-111.377,Summit,4000,"4 - Cache&#x2F;Bear R.
",FALSE,FALSE,"[""Timber""]",11/7/2019,10:00,13:00,,,Fair,Poor,Approved,0.1,,,,,,,,,,
East Zone Pile Burn,11/4/2019,USFS,UWC NF North Zone,25,25,2,0.55,3.23,0.26,0.16,0.39,0,Entire project is completed,,40.968,-110.548,Summit,7,"16 - Above 6,500 feet
",0,0,Light Slash,11/7/2019,10:00,15:00,,Low,Moderate,Moderate,Approved,,,,,,,,,,,25
Monroe Mountain Piles,11/3/2019,State,Central Area,3,3,520,0.58,3.45,0.28,0.17,0.41,0,Entire project is completed,,38.533,-112.039,Sevier,9700,1 - N. West Desert,0,0,Light Slash,11/5/2019,11:00,16:00,,Low,Moderate,Fair,Approved,,,,,,,,,,,
South Monroe,11/4/2019,USFS,Fishlake NF Richfield,210,210,530,34.57,159.54,12.02,7.81,26.77,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/4/2019,9:00,16:00,,Low,Poor,Moderate,Approved,,,,,,50,,,,160,
South Monroe,11/3/2019,USFS,Fishlake NF Richfield,225,225,510,40.62,150.72,10.34,7.27,33.35,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,11/4/2019,9:00,16:00,,Low,Poor,Moderate,Approved,,,,,,100,,,,125,
North Zone Piles,11/4/2019,USFS,UWC NF North Zone,293,293,530,3.49,20.62,1.68,1.02,2.47,0,Today's acres completed,,40.956,-111.377,Summit,4000,"16 - Above 6,500 feet
",0,0,Timber,11/4/2019,9:00,16:00,,Low,Poor,Fair,Approved,,,,,,,,,,,
East Zone Pile Burn,11/1/2019,USFS,UWC NF North Zone,25,25,320,0.59,3.46,0.28,0.17,0.41,0,Today's acres completed,,40.968,-110.548,Summit,7,"16 - Above 6,500 feet
",0,0,Light Slash,11/4/2019,10:30,16:00,,Low,Moderate,Fair,Approved,,,,,,,25,,,,
Sawyer Point,10/29/2019,USFS,Dixie NF Cedar City,218,218,650,27.73,163.66,13.32,8.12,19.61,0,Today's acres completed,,37.536,-112.52,Iron,7090,"16 - Above 6,500 feet
",0,0,Light Slash,10/30/2019,9:40,14:00,,Low,Good,Moderate,Approved,,,,,,,,,,,218
East Zone Pile Burn,10/28/2019,USFS,UWC NF North Zone,0,2,950,0.32,1.88,0.15,0.09,0.22,0,Today's acres completed,,40.968,-110.548,Summit,7,"16 - Above 6,500 feet
",0,0,Light Slash,10/29/2019,9:00,16:00,,None,Poor,Good,Approved,,,,,,,,,,,2
parleys summit,10/28/2019,State,Northeastern Area,0,,1050,,,,,,1,Other reason (explain in comment),,40.748,-111.595,Summit,6671,"16 - Above 6,500 feet
",0,0,Light Slash,10/29/2019,9:00,16:00,,None,Poor,Poor,Approved,,,,,,,,,,,
Argyle,10/28/2019,State,Northeastern Area,0,,1050,,,,,,1,Not in prescription,,"39.88,",-110.733,Duchesne,7200,"16 - Above 6,500 feet
",0,0,Light Slash,10/29/2019,9:00,16:00,,None,Poor,Poor,Approved,,,,,,,,,,,
East Zone Pile Burn,10/24/2019,USFS,UWC NF North Zone,40,40,510,0.67,3.94,0.32,0.2,0.47,0,Today's acres completed,,40.968,-110.548,Summit,7,"16 - Above 6,500 feet
",0,0,Light Slash,10/25/2019,9:00,16:00,,Low,Moderate,Moderate,Approved,,,,,,,40,,,,
East Zone Pile Burn,10/22/2019,USFS,UWC NF North Zone,4,4,320,0.06,0.38,0.03,0.02,0.04,0,Today's acres completed,,40.968,-110.548,Summit,7,"16 - Above 6,500 feet
",0,0,Light Slash,10/23/2019,9:00,16:00,,Low,Good,Moderate,Approved,,,,,,,4,,,,
North Zone Piles,10/21/2019,USFS,UWC NF North Zone,40,40,680,0.89,5.24,0.43,0.26,0.63,0,Today's acres completed,,40.956,-111.377,Summit,4000,"4 - Cache/Bear R.
",0,0,Timber,10/22/2019,9:00,16:00,,High,Poor,Moderate,Approved,,,,,,,40,,,,
Tamarisk Programatic,10/16/2019,BLM,Canyon Country District,4,4,535,0.12,0.54,0.11,0.05,0.07,0,Entire project is completed,,39.002,-109.138,Grand,3924,12 - Upper Colo. R.,0,0,Light Slash,10/21/2019,9:00,16:00,,Low,Good,Good,Approved,,,,,4,0,,,,,
D1 Ponderosa,10/14/2019,USFS,Ashley NF East Zone,800,800,790,29.89,176.42,14.36,8.75,21.14,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/15/2019,10:00,17:30,,Moderate,Moderate,Fair,Approved,,,800,,,,,,,,
Reservation Ridge Sage,10/14/2019,USFS,Ashley NF West Zone,500,500,1000,21.93,108.23,10.26,5.85,16.08,0,Today's acres completed,,39.919,-110.874,Duchesne,8800,1 - N. West Desert,0,0,Timber,10/14/2019,11:50,18:05,,None,Good,Moderate,Approved,,200,,,,,300,,,,
D1 Ponderosa,10/13/2019,USFS,Ashley NF East Zone,1600,1600,1000,59.78,352.84,28.73,17.5,42.29,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/14/2019,10:00,17:00,,Low,Moderate,Fair,Approved,,,1600,,,,,,,,
Reservation Ridge Sage,10/13/2019,USFS,Ashley NF West Zone,450,450,710,31.79,184.67,15.24,9.23,22.57,0,Today's acres completed,,39.919,-110.874,Duchesne,8800,1 - N. West Desert,0,0,Timber,10/14/2019,11:00,17:30,,None,Moderate,Poor,Approved,,,,25,,,350,,,75,
Reservation Ridge Sage,10/12/2019,USFS,Ashley NF West Zone,0,150,640,7.06,35.75,3.32,1.91,5.16,0,Today's acres completed,,39.919,-110.874,Duchesne,8800,1 - N. West Desert,0,0,Timber,10/13/2019,9:00,16:00,,None,Poor,Fair,Approved,,,,50,,,100,,,,
UTTR RX- Lakeside Road,10/10/2019,DOD,Utah Military Bases,27,54,560,1.25,1.67,0.53,0.21,1.04,0,Today's acres completed,,41.05,-112.926,Box Elder,4400,1 - N. West Desert,0,0,Short Grass,10/10/2019,12:00,16:00,,None,Good,Good,Approved,,54,,,,,,,,,
D1 Ponderosa,10/8/2019,USFS,Ashley NF East Zone,200,200,1000,7.47,44.1,3.59,2.19,5.29,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/9/2019,9:00,16:00,,Low,Good,Moderate,Approved,,,200,,,,,,,,
Sheep Creek RX,10/8/2019,USFS,UWC NF South Zone,650,650,1000,95.08,561.16,45.69,27.83,67.26,0,Today's acres completed,,39.97,-111.124,Utah,6880,"16 - Above 6,500 feet
",0,0,Timber,10/9/2019,12:00,16:00,,High,Good,Moderate,Approved,,,,,,,,,,650,
UTTR RX- Lakeside Road,10/8/2019,DOD,Utah Military Bases,67,67,750,1.55,2.07,0.65,0.26,1.29,0,Today's acres completed,,41.05,-112.926,Box Elder,4400,1 - N. West Desert,0,0,Short Grass,10/8/2019,9:00,16:00,,None,Poor,Good,Approved,,67,,,,,,,,,
D1 Ponderosa,10/7/2019,USFS,Ashley NF East Zone,250,250,830,9.34,55.13,4.49,2.73,6.61,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/8/2019,10:30,17:00,,Low,Good,Moderate,Approved,,,250,,,,,,,,
Alder,10/4/2019,State,Wasatch Front Area,216.25,216,1000,23.01,85.94,7.2,4.5,18.51,0,Today's acres completed,,40.431,-112.476,Tooele,5312,1 - N. West Desert,0,1,Short Grass,10/8/2019,9:00,16:30,,None,Good,Good,Approved,,,,120,,40,,,,,
Lion Hill,5/3/2019,State,Wasatch Front Area,300,300,520,38.16,225.22,18.34,11.17,26.99,0,Entire project is completed,,40.008,-112.488,Tooele,6187,1 - N. West Desert,0,1,Light Slash,10/8/2019,9:00,16:00,,None,Poor,Fair,Approved,,,,,,,,,,,300
Sheep Creek RX,10/6/2019,USFS,UWC NF South Zone,200,150,650,21.94,129.5,10.54,6.42,15.52,0,Today's acres completed,,39.97,-111.124,Utah,6880,"16 - Above 6,500 feet
",0,0,Timber,10/7/2019,9:00,16:00,,Low,Poor,Fair,Approved,,,,,,,,,,150,
D1 Ponderosa,10/4/2019,USFS,Ashley NF East Zone,400,400,650,14.95,88.21,7.18,4.37,10.57,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/5/2019,10:00,16:30,,Low,Moderate,Poor,Approved,,,400,,,,,,,,
D1 Ponderosa,10/3/2019,USFS,Ashley NF East Zone,125,125,1000,4.67,27.57,2.24,1.37,3.3,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/4/2019,10:30,16:00,,Moderate,Good,Moderate,Approved,,,125,,,,,,,,
D1 Ponderosa,10/2/2019,USFS,Ashley NF East Zone,100,100,1000,3.74,22.05,1.8,1.09,2.64,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/3/2019,10:00,16:00,,Low,Good,Moderate,Approved,,,100,,,,,,,,
North Zone Piles,10/6/2019,USFS,UWC NF North Zone,0,35,550,0.42,2.48,0.2,0.12,0.3,0,Today's acres completed,,40.956,-111.377,Summit,4000,"4 - Cache/Bear R.
",0,0,Timber,10/3/2019,9:00,16:00,,Moderate,Poor,Fair,Approved,,,,,,,,,,,
North Zone Piles,10/2/2019,USFS,UWC NF North Zone,56,3,620,0.4,2.39,0.19,0.12,0.29,0,Today's acres completed,,40.956,-111.377,Summit,4000,"4 - Cache/Bear R.
",0,0,Timber,10/2/2019,10:00,13:00,,Moderate,Good,Moderate,Approved,,,,,,,,,,,3
Sawyer Point,10/1/2019,USFS,Dixie NF Cedar City,171,171,650,21.75,128.37,10.45,6.37,15.39,0,Today's acres completed,,37.536,-112.52,Iron,7090,"16 - Above 6,500 feet
",0,0,Light Slash,10/2/2019,9:30,14:30,,None,Good,Moderate,Approved,,,,,,,,,,,171
North Zone Piles,10/1/2019,USFS,UWC NF North Zone,60,2,600,0.27,1.58,0.13,0.08,0.19,0,Today's acres completed,,40.956,-111.377,Summit,4000,"4 - Cache/Bear R.
",0,0,Timber,10/1/2019,11:00,16:00,,Low,Moderate,Moderate,Approved,,,,,,,,,,,
Upper Provo,9/26/2019,USFS,UWC NF North Zone,0,800,1000,78.23,267.72,19.02,13.23,65,0,Today's acres completed,,40.624,-111.12,Summit,7000,"16 - Above 6,500 feet
",0,0,Timber,10/1/2019,9:00,16:00,,High,Poor,Fair,Approved,,150,300,,,200,,50,,100,
Upper Provo,10/6/2019,USFS,UWC NF North Zone,500,500,510,39.56,140.18,9.77,6.84,32.71,0,Today's acres completed,,40.624,-111.12,Summit,7000,"16 - Above 6,500 feet
",0,0,Timber,10/1/2019,9:00,16:00,,High,Poor,Poor,Approved,,40,300,,,100,,60,,,
parleys summit,9/29/2019,State,Northeastern Area,0,,1050,,,,,,1,Not in prescription,,40.748,-111.595,Summit,6671,"16 - Above 6,500 feet
",0,0,Light Slash,9/30/2019,9:00,16:00,,None,Poor,Poor,Approved,,,,,,,,,,,
Blacksmith Fork,9/26/2019,USFS,UWC NF North Zone,250,250,1000,36.57,215.83,17.57,10.7,25.87,0,Today's acres completed,,41.742,-111.661,Cache,6100,"16 - Above 6,500 feet
",0,0,Timber,9/26/2019,12:00,17:00,,Low,Moderate,Moderate,Approved,,,,,,,,,,250,
Blacksmith Fork,9/25/2019,USFS,UWC NF North Zone,150,150,550,21.94,129.5,10.54,6.42,15.52,0,Today's acres completed,,41.742,-111.661,Cache,6100,"16 - Above 6,500 feet
",0,0,Timber,9/25/2019,9:00,16:00,,Low,Poor,Fair,Approved,,,0,,,,,,,150,
Bear River Wetlands,9/18/2019,FWS,Rocky/Basin Refuges,400,400,1000,10.4,13.84,4.37,1.77,8.63,0,Today's acres completed,,41.507,-112.069,Box Elder,4200,1 - N. West Desert,0,1,Tall Grass,9/19/2019,11:50,17:00,,Low,Moderate,Moderate,Approved,,,,400,,,,,,,
Blacksmith Fork,9/8/2019,USFS,UWC NF North Zone,20,20,1000,2.93,17.27,1.41,0.86,2.07,0,Today's acres completed,,41.742,-111.661,Cache,6100,"16 - Above 6,500 feet
",0,0,Timber,9/9/2019,9:00,16:00,,Moderate,Moderate,Moderate,Approved,,,,,,,,,,20,
Blacksmith Fork,9/6/2019,USFS,UWC NF North Zone,0,10,1000,1.46,8.63,0.7,0.43,1.03,0,Today's acres completed,,41.742,-111.661,Cache,6100,"16 - Above 6,500 feet
",0,0,Timber,9/6/2019,9:00,16:00,,High,Poor,Moderate,Approved,,,,,,,,,,10,
Blacksmith Fork,9/5/2019,USFS,UWC NF North Zone,100,182,1000,26.38,155.46,12.67,7.71,18.66,0,Today's acres completed,,41.742,-111.661,Cache,6100,"16 - Above 6,500 feet
",0,0,Timber,9/5/2019,10:00,19:30,,Low,Good,Moderate,Approved,,2,,,,,,,,180,
Blacksmith Fork,9/3/2019,DAQ,UWC NF North Zone,95,95,1000,8.04,47.47,3.86,2.35,5.69,0,Today's acres completed,,41.742,-111.661,Cache,6100,"16 - Above 6,500 feet
",0,0,Timber,9/4/2019,11:00,15:00,,Low,Good,Good,Approved,,,,,,,,95,,,
Abajo Peak,7/14/2019,USFS,Manti-La Sal North Zone,0,5,650,0.89,5.28,0.43,0.26,0.63,0,Today's acres completed,,37.84,-109.461,San Juan,11000,"16 - Above 6,500 feet
",0,0,Timber,7/11/2019,9:00,16:00,,High,Poor,Moderate,Approved,,,,,,,,,,,
South Monroe,6/28/2019,USFS,Fishlake NF Richfield,75,75,1000,10.97,64.75,5.27,3.21,7.76,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,7/2/2019,12:00,20:00,,Moderate,Good,Good,Approved,,,,,,,,,,75,
South Monroe,6/24/2019,USFS,Fishlake NF Richfield,25,25,1000,3.66,21.58,1.76,1.07,2.59,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,7/2/2019,13:00,19:30,,Low,Good,Fair,Approved,,,,,,,,,,25,
South Monroe,6/25/2019,USFS,Fishlake NF Richfield,70,70,1000,10.24,60.43,4.92,3,7.24,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,7/2/2019,11:30,14:30,,Low,Good,Good,Approved,,,,,,,,,,70,
South Monroe,6/27/2019,USFS,Fishlake NF Richfield,50,50,1000,7.31,43.17,3.51,2.14,5.17,0,Today's acres completed,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet
",0,0,Timber,7/2/2019,13:00,19:00,,None,Good,Good,Approved,,,,,,,,,,50,
Ahlstrom Hollow,6/9/2019,DAQ,Dixie NF Powell,80,80,1000,11.7,69.07,5.62,3.42,8.28,0,Today's acres completed,,37.688,-112.257,Garfield,7900,"16 - Above 6,500 feet
",1,0,Hardwood Litter,7/1/2019,9:00,16:00,,None,Poor,Poor,Approved,,,,,,,,,,80,
Ahlstrom Hollow,6/8/2019,DAQ,Dixie NF Powell,90,90,1000,13.17,77.7,6.33,3.85,9.31,0,Today's acres completed,,37.688,-112.257,Garfield,7900,"16 - Above 6,500 feet
",1,0,Hardwood Litter,7/1/2019,9:00,16:00,,None,Poor,Poor,Approved,,,,,,,,,,90,
Ahlstrom Hollow,6/7/2019,DAQ,Dixie NF Powell,91,91,1000,13.31,78.56,6.4,3.9,9.42,0,Today's acres completed,,37.688,-112.257,Garfield,7900,"16 - Above 6,500 feet
",1,0,Hardwood Litter,7/1/2019,9:00,16:00,,High,Good,Good,Approved,,,,,,,,,,91,
Blue Fly,6/13/2019,DAQ,Dixie NF Pine Valley,102,102,1000,14.92,88.06,7.17,4.37,10.55,0,Today's acres completed,,37.605,-112.263,Garfield,7800,"16 - Above 6,500 feet
",0,0,Hardwood Litter,7/1/2019,10:00,12:30,,High,Good,Poor,Approved,,,,,,,,,,102,
