name,acres,agency,unit,type,lat,lng,elevation,airshed,county,nonattainment,class1,de_minimis,tons_pm,models,has_plan,receptors,fuel_types,ignition_methods,objectives,erts,added_on
Devils Broadcast ,100,USFS,Manti-La Sal South Zone,Broadcast,37.737,-109.408,7000,"16 - Above 6,500 feet
",San Juan,0,0,No,8.24,SASEM,1,"Virgir , Blue Mountain ranch , Monticello , Blanding ",Closed Timber Litter,Drip Torch,"Debris Removal, Fire Dependent Ecosystem Maintenance, Fuel Reduction (Natural Fuels), Hazard Reduction, Historical Scene Maintenance, Project Maintenance, Property Protection, Seed Bed Preparation, Vegetation Type Manipulation/Stand Improvement, Wildlife Habitat Improvement",Reduce Area Burned,1/30/2018
Willow Basin ,240,USFS,Manti-La Sal South Zone,Broadcast,38.613,-109.233,8100,"16 - Above 6,500 feet
",Grand,0,0,No,,NULL,1,,Closed Timber Litter,Drip Torch,NULL,NULL,1/29/2018
North Elks TSI ,200,USFS,Manti-La Sal South Zone,Broadcast,37.825,-109.746,7550,"16 - Above 6,500 feet
",San Juan,0,0,No,,NULL,1,,Light Slash,Drip Torch,NULL,NULL,1/29/2018
North Elks Landscape ,13015,USFS,Manti-La Sal South Zone,Broadcast,37.825,-109.746,8000,"16 - Above 6,500 feet
",San Juan,0,0,No,205.14,BlueSky,1,"Monticello , Blanding ",Closed Timber Litter,PSD,"Fuel Reduction (Natural Fuels), Habitat Maintenance, Hazard Reduction, Project Maintenance, Property Protection, Seed Bed Preparation, Site Preparation, Vegetation Type Manipulation/Stand Improvement, Wildlife Habitat Improvement",Reduce Area Burned,1/29/2018
Blue Mountain Piles ,5,USFS,Manti-La Sal South Zone,Broadcast,37.793,-109.419,7000,"16 - Above 6,500 feet
",San Juan,0,0,No,1.48,SASEM,1,Blue mountain ranch,Light Slash,Drip Torch,Debris Removal,Increase Combustion Efficiency,1/29/2018
Stewart Lake,560,State,Northeastern Area,Broadcast,40.352,-109.356,4728,"9 - Uinta Basin
",Uintah,0,0,No,9.38,"[""SASEM""]",1,"Jensen, Jensen","[""Tall Grass""]","[""Drip Torch""]","[""Wildlife Habitat Improvement""]","[""Increase Combustion Efficiency""]",1/17/2018
parleys summit,600,State,Northeastern Area,Piles,40.748,-111.595,6671,"16 - Above 6,500 feet",Summit,FALSE,FALSE,No,15,Other,TRUE,,Light Slash,"[""Drip Torch""]",Fuel Reduction (Natural Fuels),"[""Increase Combustion Efficiency""]",1/17/2018
Deep Creek,600,State,Northeastern Area,Piles,40.537,-109.765,6600,"16 - Above 6,500 feet",Uintah,FALSE,FALSE,No,15,Other,TRUE,3 homes,Light Slash,"[""Drip Torch""]","[""Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",1/17/2018
Harold Crane Soverign Lands Phragmite RX,10,State,Bear River Area,Broadcast,41.358,-112.181,4200,1 - N. West Desert,Box Elder,0,0,No,80,FOFEM5,1,"Brigham City, Ogden, I-15, Ogden, Brigham City, I-15",Tall Grass,Drip Torch,Exotic or Undesireable Species Control,Reduce Fuel Consumed,1/9/2018
Blanding East Piles,1243,BLM,Local or Private Entity,Piles,37.71,-109.464,5200,15 - San Juan R.,San Juan,FALSE,FALSE,No,118.44,"[""SASEM""]",TRUE,,"[""Light Slash""]","[""Drip Torch""]","[""Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",12/21/2017
Alpine School District Clear Creek Camp,0.25,State,Southeastern Area,Piles,39.698,-111.159,7855,"16 - Above 6,500 feet
",Carbon,0,0,Yes,0.01,Other,1,,Medium Slash,Drip Torch,Debris Removal,Increase Combustion Efficiency,11/13/2017
Pack Creek ,5,State,Southeastern Area,Piles,38.45,-109.41,7500,"16 - Above 6,500 feet
",San Juan,0,0,Yes,0.02,Other,1,"Castle Valley, Spanish Valley, Moab, Spanish Valley, Castle Valley, Moab",Medium Slash,Drip Torch,"Vegetation Type Manipulation/Stand Improvement, Hazard Reduction, Fuel Reduction (Activity Fuels)",Reduce Fuel Load,10/4/2017
Courthouse Wash ,15,State,Southeastern Area,Piles,38.699,-109.677,4352,12 - Upper Colo. R.,Grand,0,0,Yes,2.23,Other,1,"Castle Valley, Moab, Arches National Park Visitor Center",Medium Slash,Drip Torch,"Debris Removal, Fuel Reduction (Natural Fuels)",Increase Combustion Efficiency,10/4/2017
Smelter Rx,2,State,Wasatch Front Area,Broadcast,40.543,-112.269,5080,1 - N. West Desert,Tooele,1,0,Yes,1,Other,1,"Tooele, Pine Canyon, Erda",Short Grass,Drip Torch,"Exotic or Undesireable Species Control, Fuel Reduction (Natural Fuels), Hazard Reduction, Property Protection",Increase Combustion Efficiency,6/26/2017
Johnson Rx,16.61,State,Wasatch Front Area,Piles,40.354,-112.504,5646,1 - N. West Desert,Tooele,1,0,Yes,2.9,Other,1,"Rush Valley, South Rim, Terra",Light Slash,Drip Torch,"Property Protection, Hazard Reduction, Habitat Maintenance, Fuel Reduction (Natural Fuels), Debris Removal",Increase Combustion Efficiency,5/25/2017
Big Hollow,10.88,State,Wasatch Front Area,Piles,40.336,-112.507,5551,1 - N. West Desert,Tooele,1,0,Yes,2.3,Other,1,"Rush Valley, Terra, South Rim",Light Slash,Drip Torch,"Habitat Maintenance, Fuel Reduction (Natural Fuels), Debris Removal, Hazard Reduction, Property Protection",Increase Combustion Efficiency,5/25/2017
Bennion Canyon 2,8,State,Wasatch Front Area,Piles,39.98,-112.417,6286,1 - N. West Desert,Tooele,1,0,Yes,1.19,Other,1,"Vernon, Eureka, Lofgren",Light Slash,Drip Torch,"Debris Removal, Hazard Reduction, Fuel Reduction (Natural Fuels)",Increase Combustion Efficiency,5/15/2017
Bennion Canyon,9,State,Wasatch Front Area,Piles,39.979,-112.433,6286,1 - N. West Desert,Tooele,1,0,Yes,1.93,Other,1,"Vernon, Lofgreen",Light Slash,Drip Torch,"Debris Removal, Fuel Reduction (Activity Fuels), Hazard Reduction",Increase Combustion Efficiency,4/10/2017
Mormon Pasture Mountain ,5560,USFS,Manti-La Sal South Zone,Broadcast,37.849,-109.728,7550,"16 - Above 6,500 feet
",San Juan,0,0,No,30,SASEM,1,"Canyonlands NP Boundary, Canyonlands NP (Needles Visitor Center), Monticello , Blanding ",Hardwood Litter,PSD,"Hazard Reduction, Vegetation Type Manipulation/Stand Improvement, Wildlife Habitat Improvement",Reduce Fuel Consumed,4/5/2017
Kyune Creek Rx,800,BLM,West Desert District,Broadcast,39.855,-110.931,7400,"16 - Above 6,500 feet",Utah,TRUE,FALSE,No,216,"[""FOFEM5""]",TRUE,"Hwy 6, Helper, Price","[""Timber""]","[""Helitorch""]","[""Fire Dependent Ecosystem Maintenance""]","[""Reduce Area Burned""]",4/3/2017
Upper Provo,6000,USFS,UWC NF East Zone,Broadcast,40.624,-111.12,7000,"16 - Above 6,500 feet",Summit,FALSE,FALSE,Sometimes,513.79,"[""BlueSky""]",TRUE,,"[""Timber""]","[""Drip Torch"",""Helitorch"",""PSD"",""Propane Torch""]","[""Wildlife Habitat Improvement, Hazard Reduction, Habitat Maintenance, Fuel Reduction (Natural Fuels)""]","[""Increase Combustion Efficiency""]",3/10/2017
East Zone Pile Burn,2000,USFS,UWC NF East Zone,Piles,40.968,-110.548,7,"16 - Above 6,500 feet",Summit,FALSE,FALSE,Sometimes,62.83,FOFEM5,TRUE,,Light Slash,"[""Drip Torch""]","[""Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",3/10/2017
Diamond Fork Campground,25,USFS,UWC NF North Zone,Broadcast,40.072,-111.426,5100,"6 - Wasatch back
",Utah,0,0,No,6.6,FOFEM5,1,,Brush,Drip Torch,Habitat Maintenance,Schedule Burning Before New Fuels Appear,3/10/2017
Kens Lake,50,BLM,Canyon Country District,Piles,38.477,-109.426,5200,12 - Upper Colo. R.,San Juan,0,1,Yes,7.45,"[""FOFEM5""]",1,"Moab, Hwy 191","[""Light Slash""]","[""Drip Torch""]","[""Hazard Reduction, Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",2/21/2017
Ford Ridge Broadcast,500,BLM,Canyon Country District,Broadcast,39.782,-110.935,7000,"16 - Above 6,500 feet
",Carbon,0,0,No,85.63,Other,1,,Timber,PSD,"Fire Dependent Ecosystem Maintenance, Fuel Reduction (Activity Fuels), Habitat Maintenance, Property Protection, Vegetation Type Manipulation/Stand Improvement, Wildlife Habitat Improvement",Increase Combustion Efficiency,2/16/2017
Horse Hollow,2667,USFS,Fishlake NF Fillmore,Broadcast,38.95,-112.271,5500,"16 - Above 6,500 feet
",Millard,0,0,No,85,"[""SASEM2""]",1,"Richfield City, Holden City, Fillmore City, Fillmore City, Holden City, Richfield City, I-15, Richfield City , Fillmore City, Meadow Town","[""Timber""]","[""Drip Torch""]","[""Fuel Reduction (Natural Fuels)""]","[""Reduce Fuel Load""]",2/14/2017
Dead Horse Point RX,0.5,State,Southeastern Area,Piles,38.503,-109.727,5900,12 - Upper Colo. R.,Grand,0,0,Yes,0.02,FOFEM5,1,,Dormant Brush/Slash,Drip Torch,Fuel Reduction (Natural Fuels),Increase Combustion Efficiency,2/13/2017
Price Tamarisk piles,400,BLM,Canyon Country District,Piles,38.861,-110.213,4000,12 - Upper Colo. R.,Emery,0,0,Yes,6.75,Other,1,,Dormant Brush/Slash,Drip Torch,"Hazard Reduction, Fuel Reduction (Activity Fuels), Exotic or Undesireable Species Control",Increase Combustion Efficiency,2/2/2017
Bicknell Bottoms,1382,State,Central Area,Stand Replace,38.304,-111.543,6886,"16 - Above 6,500 feet
",Wayne,0,1,No,41.49,"[""Other""]",1,"Wayne High School, Wayne County Community Medical Clinic, Teasdale, Torrey, Lyman Town, Fruita","[""Tall Grass""]","[""Drip Torch""]","[""Fire Dependent Ecosystem Maintenance, Fuel Reduction (Natural Fuels), Habitat Maintenance, Hazard Reduction, Wildlife Habitat Improvement""]","[""Schedule Burning Before New Fuels Appear""]",2/1/2017
Kings Bottom,1,BLM,Canyon Country District,Piles,38.547,-109.594,3987,12 - Upper Colo. R.,Grand,0,1,Yes,0.1,FOFEM5,1,,Short Grass,Drip Torch,Exotic or Undesireable Species Control,Increase Combustion Efficiency,1/25/2017
Hastings,13,State,Southeastern Area,Piles,39.021,-110.147,4077,12 - Upper Colo. R.,Emery,0,0,Yes,0.12,Other,1,"Missile Base, Green River",Light Slash,Drip Torch,"Debris Removal, Fuel Reduction (Activity Fuels), Exotic or Undesireable Species Control",Increase Combustion Efficiency,1/24/2017
South Monroe,20603,USFS,Fishlake NF Richfield,Broadcast,38.392,-112.043,8000,"16 - Above 6,500 feet",Piute,FALSE,FALSE,Sometimes,342.53,"[""SASEM2""]",TRUE,"Greenwich, Wayne County, Koosharem , Marysvale, Sevier Valley, North Sevier Valley, Greenwich, Sevier Valley, North Sevier Valley, Wayne County, Marysvale, Koosharem ","[""Timber""]","[""Drip Torch"",""Helitorch"",""PSD""]","[""Hazard Reduction"",""Wildlife Habitat Improvement"",""Fire Dependent Ecosystem Maintenance"",""Fuel Reduction (Activity Fuels)"",""Property Protection""]","[""Increase Combustion Efficiency""]",1/13/2017
Powell District Piles,1000,USFS,Dixie NF Powell,Piles,37.764,-112.238,7000,"16 - Above 6,500 feet",Garfield,FALSE,FALSE,No,10.69,"[""Other""]",TRUE,"Bryce Canyon Airport, Bryce Canyon City, Bryce Canyon City, Bryce Valley area, Bryce Canyon National Park","[""Heavy Slash""]","[""Drip Torch""]","[""Debris Removal, Fuel Reduction (Activity Fuels), Wildlife Habitat Improvement""]","[""Increase Combustion Efficiency""]",12/16/2016
Ford Ridge Piles,60,BLM,Canyon Country District,Piles,39.788,-110.932,7000,"16 - Above 6,500 feet
",Carbon,0,0,No,12.57,Other,1,"Colton, Castle Gate, Castle Gate, Colton, Castle Gate, Colton, Castle Gate, Colton",Closed Timber Litter,Drip Torch,"Fuel Reduction (Natural Fuels), Habitat Maintenance, Hazard Reduction",Increase Combustion Efficiency,12/14/2016
Fremont River Slash Pile ,200,USFS,Fishlake NF Fremont River,Piles,38.648,-111.671,6500,"16 - Above 6,500 feet",Sevier,FALSE,FALSE,No,5,"[""SASEM2""]",TRUE,,"[""Light Slash""]","[""Drip Torch""]","[""Debris Removal""]","[""Increase Combustion Efficiency""]",11/22/2016
D4 Piles,126,USFS,Dixie NF Escalante,Piles,37.939,-111.698,8000,12 (Upper Colo. R.),Garfield,FALSE,FALSE,Sometimes,28,"[""Pile Calculator""]",TRUE,"Capitol Reef National Park, Box Death Hollow Wilderness, Bryce Canyon National Park","[""Hand Piles""]","[""Drip Torch""]","[""Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",11/21/2016
NZ ADMIN PILE BURN,0.25,USFS,Manti-La Sal North Zone,Piles,39.531,-111.153,7970,12 (Upper Colo. R.),Emery,FALSE,FALSE,Yes,0.0033,"[""Pile Calculator""]",TRUE,"Skyline Mine, Huntington, Rhino Mine","[""Hand Piles""]","[""Drip Torch""]","[""Debris Removal""]","[""Increase Combustion Efficiency""]",11/16/2016
Riparian,69,BLM,West Desert District,Broadcast,39.148,-112.953,4600,"2 - S. West Desert
",Millard,0,0,No,2.07,FOFEM5,1,"Hinckley, Gandy, Gandy, Hinckley",Tall Grass,Drip Torch,Wildlife Habitat Improvement,Schedule Burning Before New Fuels Appear,11/10/2016
Pretty Tree Bench-Grimes Creek,500,USFS,Dixie NF Escalante,Broadcast,37.957,-111.535,8000,12 (Upper Colo. R.),Garfield,FALSE,FALSE,No,175,"[""BlueSky""]",TRUE,,"[""Timber Litter""]","[""Drip Torch""]","[""Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",11/9/2016
Monroe Mountain Piles,220,State,Central Area,Piles,38.533,-112.039,9700,"16 - Above 6,500 feet
",Sevier,0,0,Yes,0.15,Other,1,"Koosharem, Monroe, Koosharem, Monroe, Monroe, Koosharem",Light Slash,Drip Torch,"Fire Dependent Ecosystem Maintenance, Fuel Reduction (Natural Fuels), Habitat Maintenance, Hazard Reduction, Property Protection, Vegetation Type Manipulation/Stand Improvement, Wildlife Habitat Improvement",Increase Combustion Efficiency,10/12/2016
UOA Piles,40,BIA,Uintah and Ouray Agency,Piles,40.192,-109.921,4750,"9 - Uinta Basin
",Uintah,0,0,No,4.47,SASEM,1,"Myton, Ft. Duchesne, Randlett, Randlett, Ft. Duchesne, Myton",Light Slash,Drip Torch,Exotic or Undesireable Species Control,Schedule Burning Before New Fuels Appear,10/6/2016
Research Rx,1,BLM,West Desert District,Broadcast,40.089,-112.303,5410,1 - N. West Desert,Tooele,0,0,No,0,Other,1,,Short Grass,Drip Torch,Research,Schedule Burning Before New Fuels Appear,7/28/2016
Jerold Hall (EAST),203,State,Central Area,Broadcast,39.499,-112.094,4974,"8 - S. Wasatch Front
",Juab,0,0,No,13.7,SASEM,1,"Mills, Leamington",Dormant Brush/Slash,Drip Torch,Seed Bed Preparation,Increase Combustion Efficiency,7/27/2016
Sheep Creek RX,5984,USFS,UWC NF South Zone,Broadcast,39.97,-111.124,6880,"16 - Above 6,500 feet
",Utah,0,0,No,404.89,FOFEM5,1,"Soldier Summit, Tie Fork Rest Area, Tie Fork Rest Area, Soldier Summit, Soldier Summit, Tie Fork Rest Area, Tie Fork Rest Area, Soldier Summit",Timber,Drip Torch,Wildlife Habitat Improvement,Increase Combustion Efficiency,6/29/2016
Lackey Basin Aspen Restoration RX,8228,USFS,Manti-La Sal South Zone,Stand Replace,38.39,-109.24,8140,"16 - Above 6,500 feet
",San Juan,0,0,No,137.01,SASEM,1,"LaSal, Utah, La Sal, La Sal , Paradox, Spanish Valley , Moab ",Closed Timber Litter,Helitorch,Fire Dependent Ecosystem Maintenance,Increase Combustion Efficiency,6/12/2016
Buckeye Reservoir ,20,USFS,Manti-La Sal South Zone,Broadcast,38.441,-109.06,7600,"16 - Above 6,500 feet
",Grand,0,0,No,0.88,FOFEM5,1,"Uravan, Bedrock, Paradox, La Sal, paradox ",Timber,Drip Torch,"Fire Dependent Ecosystem Maintenance, Fuel Reduction (Natural Fuels), Habitat Maintenance, Hazard Reduction, Wildlife Habitat Improvement",Reduce Fuel Load,4/27/2016
SZ ADMIN PILE BURN ,200,USFS,Manti-La Sal South Zone,Piles,37.791,-109.491,6500,"16 - Above 6,500 feet
",San Juan,0,0,No,,SASEM,1,monticello,Medium Slash,Drip Torch,"Project Maintenance, Other Cultural Site Maintenance, Historical Scene Maintenance, Hazard Reduction, Property Protection",Increase Combustion Efficiency,4/26/2016
Stump Springs Blocks 2 & 3,1943,USFS,Dixie NF Escalante,Broadcast,37.694,-111.837,7200,"16 - Above 6,500 feet
",Garfield,0,0,No,16.06,SASEM2,1,"Escalante, Tropic, Cannonville, Henrieville, Upper Valley Residences",Hardwood Litter,Drip Torch,"Fire Dependent Ecosystem Maintenance, Fuel Reduction (Natural Fuels)",Increase Combustion Efficiency,4/8/2016
Park Ridge,1400,USFS,Fishlake NF Fremont River,Broadcast,38.103,-111.308,7500,"16 - Above 6,500 feet
",Garfield,0,1,No,10.94,"[""SASEM""]",1,"Fruita, Grover, Boulder","[""Timber""]","[""Drip Torch""]","[""Fire Dependent Ecosystem Maintenance""]","[""Reduce Fuel Production""]",4/6/2016
Labyrinth Canyon Rx,10,State,Southeastern Area,Piles,38.638,-110.036,4100,12 - Upper Colo. R.,Grand,0,1,Yes,,NULL,1,,Light Slash,Drip Torch,NULL,NULL,3/30/2016
Johnson Creek â€“ Nizhoni RX ,650,USFS,Manti-La Sal South Zone,Broadcast,37.778,-109.546,7200,"16 - Above 6,500 feet
",San Juan,0,0,No,34.79,SASEM,1,"blanding, Monticello, Monticello, UT, Blanding, UT, Canyonlands NP, Johnson Creek residnets, Monticello , Blanding ",Hardwood Litter,Drip Torch,"Fuel Reduction (Natural Fuels), Habitat Maintenance, Hazard Reduction, Property Protection",Reduce Area Burned,3/30/2016
Scofield Mountain Homes,10,State,Southeastern Area,Piles,39.758,-111.186,7800,"16 - Above 6,500 feet
",Carbon,0,0,Yes,2.09,Other,1,"Scofield Town, Scofield Town",Medium Slash,Drip Torch,Hazard Reduction,Increase Combustion Efficiency,3/24/2016
Range Creek RX,5,State,Southeastern Area,Piles,39.513,-110.266,6500,12 - Upper Colo. R.,Emery,0,0,Yes,,NULL,1,,Medium Slash,Drip Torch,NULL,NULL,3/24/2016
Cold Springs DWR,50,State,Southeastern Area,Piles,39.649,-110.315,7500,"16 - Above 6,500 feet",Carbon,FALSE,FALSE,No,11.4,"[""Other""]",TRUE,"East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah","[""Heavy Slash""]","[""Drip Torch""]","[""Fuel Reduction (Activity Fuels), Hazard Reduction, Vegetation Type Manipulation/Stand Improvement, Wildlife Habitat Improvement""]","[""Increase Combustion Efficiency""]",3/24/2016
Beaver Creek,150,State,Southeastern Area,Piles,39.79,-111.009,8500,"16 - Above 6,500 feet
",Carbon,0,0,Yes,,NULL,1,,Heavy Slash,Drip Torch,NULL,NULL,3/24/2016
Willow Basin Rx,15,State,Southeastern Area,Piles,38.615,-109.251,7600,"16 - Above 6,500 feet
",Grand,0,0,Yes,0.05,Other,1,Castle Valley,Medium Slash,Drip Torch,Fuel Reduction (Activity Fuels),Reduce Fuel Load,3/23/2016
Thompson-Sego Rx,2,State,Southeastern Area,Piles,39.009,-109.717,5246,12 - Upper Colo. R.,Grand,0,0,Yes,10,FOFEM5,1,,Light Slash,Drip Torch,Fuel Reduction (Natural Fuels),Increase Combustion Efficiency,3/23/2016
Siapares Rx,10,State,Southeastern Area,Piles,39.582,-110.126,8000,"16 - Above 6,500 feet
",Carbon,0,0,Yes,,NULL,1,,Heavy Slash,Drip Torch,NULL,NULL,3/23/2016
Castle Valley Rx,33,State,Southeastern Area,Piles,38.654,-109.42,4490,12 - Upper Colo. R.,Grand,0,1,No,0.03,Other,1,,Medium Slash,Drip Torch,"Debris Removal, Fuel Reduction (Natural Fuels)",Increase Combustion Efficiency,3/23/2016
Blanding Macdonalds RX,8,State,Southeastern Area,Broadcast,37.618,-109.492,6000,"15 - San Juan R.
",San Juan,0,0,No,0.54,FOFEM5,1,"White Mesa, Blanding",Dormant Brush/Slash,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,3/23/2016
Fish & Game,10,State,Central Area,Broadcast,38.772,-112.03,5251,"13 - Sevier R.
",Sevier,0,0,Yes,0.27,FOFEM5,1,"Richfield, Glenwood",Short Grass,Drip Torch,Vegetation Type Manipulation/Stand Improvement,Reduce Fuel Load,3/16/2016
Rainbow Point Piles Units 3-5,150,NPS,Utah NPS Units,Piles,37.473,-112.238,8600,"16 - Above 6,500 feet
",Kane,0,1,No,,NULL,1,,Closed Timber Litter,Drip Torch,NULL,NULL,3/14/2016
Fish Springs RX,2000,FWS,Rocky/Basin Refuges,Broadcast,39.856,-113.363,4290,"2 - S. West Desert
",Juab,0,0,No,20,"[""SASEM2""]",1,,"[""Tall Grass""]","[""Drip Torch""]","[""Hazard Reduction""]","[""Schedule Burning Before New Fuels Appear""]",3/14/2016
Ahlstrom Hollow,4726,USFS,Dixie NF Powell,Understory,37.688,-112.257,7900,"16 - Above 6,500 feet
",Garfield,0,1,No,107.04,Other,1,"King Creek Campground, Tropic City, Bryce Canyon City, Bryce Canyon Airport, Bryce Canyon City, Tropic City, Bryce Canyon Airport, Tropic Reservoir , Bryce Canyon City, Bryce Canyon Airport, Tropic City, King Creek Campground",Hardwood Litter,PSD,"Wildlife Habitat Improvement, Vegetation Type Manipulation/Stand Improvement, Habitat Maintenance, Fuel Reduction (Natural Fuels), Fire Dependent Ecosystem Maintenance",Reduce Fuel Load,3/10/2016
Rose Ranch LLC RX,850,State,Bear River Area,Broadcast,41.994,-112.771,5000,1 - N. West Desert,Box Elder,0,0,No,150,FOFEM5,1,Interstate Highway 15,Dormant Brush/Slash,Terra Torch,Exotic or Undesireable Species Control,Increase Combustion Efficiency,3/8/2016
Richins LLC RX,700,State,Bear River Area,Broadcast,41.679,-113.812,5800,1 - N. West Desert,Box Elder,0,0,No,130,FOFEM5,1,,Dormant Brush/Slash,Hand,Vegetation Type Manipulation/Stand Improvement,Increase Combustion Efficiency,3/8/2016
Lopez Basin RX,100,State,Bear River Area,Broadcast,41.592,-111.74,7500,"16 - Above 6,500 feet
",Cache,0,0,No,52,FOFEM5,1,,Medium Slash,Drip Torch,Vegetation Type Manipulation/Stand Improvement,Increase Combustion Efficiency,3/8/2016
Grandstaff Island,3,State,Southeastern Area,Piles,38.61,-109.535,4000,12 - Upper Colo. R.,Grand,0,1,Yes,0.45,FOFEM5,1,"Moab, Spanish Valley",Light Slash,Drip Torch,"Debris Removal, Fuel Reduction (Activity Fuels)",Increase Combustion Efficiency,3/1/2016
Pine Valley District Piles,293,USFS,Dixie NF Pine Valley,Piles,37.386,-113.353,5200,"3 - Virgin R.
",Washington,0,0,No,16.88,"[""FOFEM5""]",1,"Veyo, New Harmony, Central","[""Medium Slash""]","[""Drip Torch""]","[""Property Protection""]","[""Increase Combustion Efficiency""]",2/17/2016
Devils Canyon Piles ,154,USFS,Manti-La Sal South Zone,Piles,37.736,-109.411,7000,"16 - Above 6,500 feet
",San Juan,0,0,No,0.09,Other,1,"Monticello, Blanding",Light Slash,Drip Torch,"Hazard Reduction, Fuel Reduction (Activity Fuels)",Increase Combustion Efficiency,2/10/2016
West Slope WUI piles ,8222,USFS,Manti-La Sal South Zone,Piles,38.497,-109.326,6700,"16 - Above 6,500 feet
",San Juan,0,0,No,74.46,SASEM,1,"Moab, Spanish Valley , Castle Valley ",Light Slash,Drip Torch,"Fuel Reduction (Activity Fuels), Hazard Reduction, Property Protection",Increase Combustion Efficiency,1/26/2016
Swasey Broadcast,8124,USFS,Manti-La Sal North Zone,Broadcast,39.265,-111.286,7000,"16 - Above 6,500 feet
",Emery,0,0,No,33.74,SASEM,1,"Orangeville, Castle Dale",Dormant Brush/Slash,Drip Torch,"Wildlife Habitat Improvement, Fuel Reduction (Activity Fuels)",Increase Combustion Efficiency,1/26/2016
Shalom Piles,639,USFS,Manti-La Sal North Zone,Piles,39.671,-111.249,8800,"16 - Above 6,500 feet
",Sanpete,0,0,No,,NULL,1,,Timber,Drip Torch,NULL,NULL,1/26/2016
Miller's Flat Piles,335,USFS,Manti-La Sal North Zone,Piles,39.524,-111.25,8800,"16 - Above 6,500 feet
",Sanpete,0,0,No,,NULL,1,,Timber,Drip Torch,NULL,NULL,1/26/2016
Middle Mountain Broadcast,800,USFS,Manti-La Sal North Zone,Understory,39.389,-111.259,7300,"16 - Above 6,500 feet
",Emery,0,0,No,17.5,SASEM,1,"Orangeville, Castle Dale",Timber,Drip Torch,"Fuel Reduction (Activity Fuels), Wildlife Habitat Improvement",Reduce Fuel Load,1/26/2016
Lake Fuels Piles,366,USFS,Manti-La Sal North Zone,Piles,39.59,-111.273,9200,"16 - Above 6,500 feet
",Sanpete,0,0,No,,NULL,1,,Timber,Drip Torch,NULL,NULL,1/26/2016
Saw Mill Ranch RX Fish Creek Unit,400,State,Northeastern Area,Broadcast,41.06,-111.347,6400,"16 - Above 6,500 feet",Summit,FALSE,FALSE,No,26.99,FOFEM5,TRUE,"Echo, Emory, Emory, Echo",Dormant Brush/Slash,"[""Drip Torch""]","[""Fire Dependent Ecosystem Maintenance""]","[""Increase Combustion Efficiency""]",1/25/2016
SEUG Tamarisk Piles,100,NPS,Utah NPS Units,Piles,38.613,-109.579,3900,12 - Upper Colo. R.,Grand,0,1,Yes,1.49,Other,1,"Moab, Castle Valley",Light Slash,Drip Torch,"Debris Removal, Exotic or Undesireable Species Control, Fuel Reduction (Activity Fuels)",Increase Combustion Efficiency,1/20/2016
SEUG Admin Piles,20,NPS,Utah NPS Units,Piles,38.616,-109.616,4000,12 - Upper Colo. R.,Grand,0,1,Yes,0.09,"[""Other""]",1,"Castle Valley, Moab, Castle Valley, Moab","[""Light Slash""]","[""Drip Torch""]","[""Debris Removal, Exotic or Undesireable Species Control, Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",1/20/2016
Dinosaur Debris Pile Burns,1,NPS,Utah NPS Units,Piles,40.41,-109.251,4780,"9 - Uinta Basin
",Uintah,0,0,Yes,0.15,SASEM,1,"Park Visitor Center, Jensen",Light Slash,Drip Torch,"Debris Removal, Fuel Reduction (Activity Fuels), Hazard Reduction",Increase Combustion Efficiency,1/15/2016
Saddle Creek Phase II,726,USFS,UWC NF North Zone,Broadcast,41.745,-111.475,6700,"4 - Cache/Bear R.
",Cache,0,0,No,33,Other,1,"Randolph, Meadowville",Timber,Drip Torch,Habitat Maintenance,Increase Combustion Efficiency,1/11/2016
East Mesa RX,500,NPS,Utah NPS Units,Broadcast,37.274,-112.905,6300,"3 - Virgin R.
",Kane,0,1,No,225,FOFEM5,1,"Orderville, UT, Kanab, UT, Springdale, UT, Hurricane, UT",Brush,Drip Torch,"Property Protection, Fuel Reduction (Natural Fuels), Fire Dependent Ecosystem Maintenance",Increase Combustion Efficiency,1/4/2016
Wray Mesa,20,State,Southeastern Area,Piles,38.323,-109.219,7000,"16 - Above 6,500 feet
",San Juan,0,0,Yes,5.54,FOFEM5,1,"Paradox, Old La Sal, Old La Sal, Paradox, Paradox, Old La Sal, Paradox, Old La Sal, Old La Sal, Paradox",Light Slash,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,12/15/2015
