DB_REG_ID,BURN_ID,REG_TYPE,ORG_NAME,BURN_NAME,OWNERSHIP,YEAR,R_FUEL_CAT,R_FUEL_TYPE,R_BURN_START,R_BURN_END,ELEVATION_FT,R_LATITUDE,R_LONGITUDE,COUNTY,R_DURATION_DAYS,R_TOTAL_AREA_ACRES,R_MAX_DAILY_AREA_ACRES,R_TOTAL_VOLUME_CU_FT,R_MAX_DAILY_VOLUME_CU_FT,R_REG_WILDLAND_FIRE_USE,R_COMMENTS,ACI_REG_DATE,R_VENTILATION_CATEGORIES,R_BROADCAST_WAIVER_TYPE,R_NOTIFICATION_PLAN,R_ERTS,R_VISUAL_MONITORING,R_EDUCATION_TYPES,R_EQUIPMENT_TYPES,R_P_AVERAGE_VOLUME,R_P_CLEAN_VOLUME,R_P_CRANE_VOLUME,R_P_TRACTOR_VOLUME,R_FC_ALFALFA_AREA,R_FC_ALFALFA_LOAD,R_FC_AVG_FIELD_CROPS_AREA,R_FC_AVG_FIELD_CROPS_LOAD,R_FC_AVG_ORCHARD_CROPS_AREA,R_FC_AVG_ORCHARD_CROPS_LOAD,R_FC_BARLEY_AREA,R_FC_BARLEY_LOAD,R_FC_CORN_AREA,R_FC_CORN_LOAD,R_FC_COTTON_AREA,R_FC_COTTON_LOAD,R_FC_DITCHES_AREA,R_FC_DITCHES_LOAD,R_FC_GRASS_AREA,R_FC_GRASS_LOAD,R_FC_HAY_AREA,R_FC_HAY_LOAD,R_FC_OATS_AREA,R_FC_OATS_LOAD,R_FC_PEANUTS_AREA,R_FC_PEANUTS_LOAD,R_FC_PECAN_AREA,R_FC_PECAN_LOAD,R_FC_PISTACHIO_AREA,R_FC_PISTACHIO_LOAD,R_FC_SORGHUM_AREA,R_FC_SORGHUM_LOAD,R_FC_WEEDS_AREA,R_FC_WEEDS_LOAD,R_FC_WHEAT_AREA,R_FC_WHEAT_LOAD,R_F_BACKING_PINE_AREA,R_F_BACKING_PINE_LOAD,R_F_DOUGLAS_FIR_AREA,R_F_DOUGLAS_FIR_LOAD,R_F_HARDWOOD_AREA,R_F_HARDWOOD_LOAD,R_F_HEADING_PINE_AREA,R_F_HEADING_PINE_LOAD,R_F_JUNIPER_AREA,R_F_JUNIPER_LOAD,R_F_MIXED_CONIFER_AREA,R_F_MIXED_CONIFER_LOAD,R_F_PONDEROSA_PINE_AREA,R_F_PONDEROSA_PINE_LOAD,R_G_GRASS_AREA,R_G_GRASS_LOAD,R_S_CHAPARRAL_AREA,R_S_CHAPARRAL_LOAD,R_S_HEADINGCHAPARRAL_AREA,R_S_HEADINGCHAPARRAL_LOAD,R_S_SAGEBRUSH_AREA,R_S_SAGEBRUSH_LOAD,T_BURN_DAYS,T_WILDLAND_FIRE_USE,T_TOTAL_AREA_ACRES,T_TOTAL_VOLUME_CU_FT,T_COMMENTS,T_FC_ALFALFA_AREA,T_FC_ALFALFA_EA,T_FC_ALFALFA_ERTS,T_FC_ALFALFA_LOAD,T_FC_ALFALFA_PCT,T_FC_AVG_FIELD_CROPS_AREA,T_FC_AVG_FIELD_CROPS_EA,T_FC_AVG_FIELD_CROPS_ERTS,T_FC_AVG_FIELD_CROPS_LOAD,T_FC_AVG_FIELD_CROPS_PCT,T_FC_AVG_ORCHARD_CROPS_AREA,T_FC_AVG_ORCHARD_CROPS_EA,T_FC_AVG_ORCHARD_CROPS_ERTS,T_FC_AVG_ORCHARD_CROPS_LOAD,T_FC_AVG_ORCHARD_CROPS_PCT,T_FC_BARLEY_AREA,T_FC_BARLEY_EA,T_FC_BARLEY_ERTS,T_FC_BARLEY_LOAD,T_FC_BARLEY_PCT,T_FC_CORN_AREA,T_FC_CORN_EA,T_FC_CORN_ERTS,T_FC_CORN_LOAD,T_FC_CORN_PCT,T_FC_COTTON_AREA,T_FC_COTTON_EA,T_FC_COTTON_ERTS,T_FC_COTTON_LOAD,T_FC_COTTON_PCT,T_FC_DITCHES_AREA,T_FC_DITCHES_EA,T_FC_DITCHES_ERTS,T_FC_DITCHES_LOAD,T_FC_DITCHES_PCT,T_FC_GRASS_AREA,T_FC_GRASS_EA,T_FC_GRASS_ERTS,T_FC_GRASS_LOAD,T_FC_GRASS_PCT,T_FC_HAY_AREA,T_FC_HAY_EA,T_FC_HAY_ERTS,T_FC_HAY_LOAD,T_FC_HAY_PCT,T_FC_OATS_AREA,T_FC_OATS_EA,T_FC_OATS_ERTS,T_FC_OATS_LOAD,T_FC_OATS_PCT,T_FC_PEANUTS_AREA,T_FC_PEANUTS_EA,T_FC_PEANUTS_ERTS,T_FC_PEANUTS_LOAD,T_FC_PEANUTS_PCT,T_FC_PECAN_AREA,T_FC_PECAN_EA,T_FC_PECAN_ERTS,T_FC_PECAN_LOAD,T_FC_PECAN_PCT,T_FC_PISTACHIO_AREA,T_FC_PISTACHIO_EA,T_FC_PISTACHIO_ERTS,T_FC_PISTACHIO_LOAD,T_FC_PISTACHIO_PCT,T_FC_SORGHUM_AREA,T_FC_SORGHUM_EA,T_FC_SORGHUM_ERTS,T_FC_SORGHUM_LOAD,T_FC_SORGHUM_PCT,T_FC_WEEDS_AREA,T_FC_WEEDS_EA,T_FC_WEEDS_ERTS,T_FC_WEEDS_LOAD,T_FC_WEEDS_PCT,T_FC_WHEAT_AREA,T_FC_WHEAT_EA,T_FC_WHEAT_ERTS,T_FC_WHEAT_LOAD,T_FC_WHEAT_PCT,T_F_BACKING_PINE_AREA,T_F_BACKING_PINE_EA,T_F_BACKING_PINE_ERTS,T_F_BACKING_PINE_LOAD,T_F_BACKING_PINE_PCT,T_F_DOUGLAS_FIR_AREA,T_F_DOUGLAS_FIR_EA,T_F_DOUGLAS_FIR_ERTS,T_F_DOUGLAS_FIR_LOAD,T_F_DOUGLAS_FIR_PCT,T_F_HARDWOOD_AREA,T_F_HARDWOOD_EA,T_F_HARDWOOD_ERTS,T_F_HARDWOOD_LOAD,T_F_HARDWOOD_PCT,T_F_HEADING_PINE_AREA,T_F_HEADING_PINE_EA,T_F_HEADING_PINE_ERTS,T_F_HEADING_PINE_LOAD,T_F_HEADING_PINE_PCT,T_F_JUNIPER_AREA,T_F_JUNIPER_EA,T_F_JUNIPER_ERTS,T_F_JUNIPER_LOAD,T_F_JUNIPER_PCT,T_F_MIXED_CONIFER_AREA,T_F_MIXED_CONIFER_EA,T_F_MIXED_CONIFER_ERTS,T_F_MIXED_CONIFER_LOAD,T_F_MIXED_CONIFER_PCT,T_F_PONDEROSA_PINE_AREA,T_F_PONDEROSA_PINE_EA,T_F_PONDEROSA_PINE_ERTS,T_F_PONDEROSA_PINE_LOAD,T_F_PONDEROSA_PINE_PCT,T_G_GRASS_AREA,T_G_GRASS_EA,T_G_GRASS_ERTS,T_G_GRASS_LOAD,T_G_GRASS_PCT,T_S_CHAPARRAL_AREA,T_S_CHAPARRAL_EA,T_S_CHAPARRAL_ERTS,T_S_CHAPARRAL_LOAD,T_S_CHAPARRAL_PCT,T_S_HEADINGCHAPARRAL_AREA,T_S_HEADINGCHAPARRAL_EA,T_S_HEADINGCHAPARRAL_ERTS,T_S_HEADINGCHAPARRAL_LOAD,T_S_HEADINGCHAPARRAL_PCT,T_S_SAGEBRUSH_AREA,T_S_SAGEBRUSH_EA,T_S_SAGEBRUSH_ERTS,T_S_SAGEBRUSH_LOAD,T_S_SAGEBRUSH_PCT
1008300,16FIIF0021,SMPII,U.S. Forest Service-USDA - NM-GNF - Wilderness,Gattons Park 1 Rx,Federal,2016,Forests,"Forest, Forest, Grass, Shrub",3/1/2016,2/28/2017,6400,32.995,-108.08407,Grant,0,60,60,,,No,,,"Excellent, Fair, Good, Poor, Very Good",,"Initial new release, and follow up new releases based on actual implementation dates. Post copies of new release at local businesses along Hwy 35.  place hunter/general public information boards at main access points to the unit. Attempt to contact adjacent property owners.  Additional notifications as required by the burn plan.","c - mosaic, o - burn before green-up, q - backing fire, r - dry conditions",Yes,Federal training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,25,9,17,1.5,,,,,14,11,1,No,60,0,"Ignitions 4/27/2016, rapid mop up to reduce impacts to Hwy 35, residents & no impacts to Tour of the Gila bike race May 4-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14, - ,10,25,,,,,,29,29, - ,20,50,17,17, - ,1.5,75,,,,,,,,,,,,,,,
1008500,17FIIF0031,SMPII,"SANTA FE N.F., JEMEZ R.D.",Vallecitos,Federal,2017,Forests,"Forest, Forest",3/1/2017,2/28/2018,8000,35.80886,-106.6007,Sandoval,10,934,934,750000,750000,No,This area has 600 acres of ponderosa pine that will be strictly broadcast acres.  And the remaining 334 acres is a Doug Fir/ Pine mix that will be piled and we will need the option to either pile burn or broadcast/pile burn.  If there are questions please call my desk at: 505-438-5345,,"Excellent, Fair, Good, Poor, Very Good",,A press release will be issued prior to burning.A flyer will be distributed to community contacts.Dispatch will send out zone notification prior to burning.,"a - burn concentrations, b - isolate vegs, c - mosaic, l - burn before precipitation, p - burn piles or windows, r - dry conditions",Yes,Federal training,,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,15,,,,,,,,,600,10,,,,,,,,,1,No,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91, - ,8.24,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009800,19FIIF0051,SMPII,BLM-NM-LCDO,Centennial,Federal,2019,Forests,Grass,3/7/2019,3/14/2019,4840.59,32.29,-105.68,Otero,1,500,500,773,773,No,The purpose of the burn is to reduce the risk of a military started fire from spreading across McGregor Range.,1/23/2019,"Excellent, Fair, Good, Poor, Very Good",Burning under Fair to Poor ventilation categories,Media Rlease and update to NMfire.org,"c - mosaic, o - burn before green-up, q - backing fire, s - rapid mop-up",Yes,Federal training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1.7,,,,,,,1,No,3000,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,"c - mosaic, o - burn before green-up, q - backing fire",1.4,90,,,,,,,,,,,,,,,
1010300,19FIIF0084,SMPII,MAGDALENA RD CIBOLA NF,Baney,Federal,2019,Forests,"Forest, Forest, Forest, Grass",4/8/2019,9/30/2019,8202.14,33.824,-107.61,Socorro,10,18946,3000,0,0,No,,11/4/2019,Good,Burning under Fair to Poor ventilation categories,"RX plan describes notifications to possible affected ranches, county and state personnel.  Notifications to public via EMAG board, press release.",,Yes,Federal training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10369,2.1,2455,1.3,4000,5.8,1200,1.2,,,,,,,2,No,4089,0,Baney unit 6 is a sub unit within the whole Baney project.  In addition to the whole Baney project 80 acres of Ponderosa Pine was completed on unit 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2689,2689, - ,2.1,40,,,,,,200,200, - ,5.8,70,1200,1200, - ,1.2,50,,,,,,,,,,,,,,,
1010400,19PIIF0026,SMPII,VERMEJO PARK RANCH,Sulfur 2,Private,2019,Forests,Grass,4/18/2019,5/12/2019,5967.29,36.494,-104.677,Colfax,2,2437,2437,0,0,No,,4/30/2019,"Excellent, Fair, Good, Very Good",Burning under Fair to Poor ventilation categories,1.Raton Dispatch 2. Raton Fire Dept. 3. Atlas Energy 4. NM State Forestry 5. KRTN Radio in Raton  6. Stonewall Fire Dept.  7.Trinidad Dispatch  8. Colorado Forestry 9. Taos Zone Interagency Dispatch,"g - grazing, o - burn before green-up, r - dry conditions",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437,1,,,,,,,2,No,2437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437,2437,"g - grazing, o - burn before green-up, r - dry conditions",1,70,,,,,,,,,,,,,,,
1010500,19SIIF0001,SMPII,NEW MEXICO STATE LAND OFFICE,North Luera Collaborative Prescribed Fire,State,2019,Forests,"Forest, Forest, Forest, Forest, Grass",5/6/2019,5/16/2019,8300,33.841,252.119,Catron,10,36673,7500,0,0,No,,4/15/2019,"Excellent, Fair, Good, Poor, Very Good",Burning under Fair to Poor ventilation categories,The prescribed fire will occur in a remote part of Catron County with only a few ranches within 15 miles of the burn.  Personal communication will occur with local ranches and flyers will be posted in the communities of Magdalena and Datil.  A flyer will also be shared with the Very Large Array (VLA).  The burn will also be posted on the nmfireinfo.com website.,"g - grazing, q - backing fire",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,10,,,13733,10,200,16,8396,16,14269,2,,,,,,,10,No,22000,0,"The prescribed fire across multiple vegetation types was a successful landscape scale burn implemented with a collaboration of local, state, federal, and NGO resources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,0, - ,10,65,200,0, - ,16,65,9800,0, - ,16,65,6000,0, - ,2,75,,,,,,,,,,,,,,,
1010800,19WF0001,Wildfire,"Gila National Forest, Black Range R.D.",Spring Fire,Federal,2019,Forests,,6/8/2019,7/15/2019,7540.24,33.5,-107.888,Catron,30,3300,0,3300,0,No,This is going to be a managed fire,6/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Yes,3565,0,"Fire managed for multiple resources objectives, moderate volume smoke produced with no impacts to communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565,0, - ,3,95,,,,,,,,,,,,,,,,,,,,
1011100,19WF0009,Wildfire,Santa Fe NF - Cuba Ranger District,Naranjo Fire,Federal,2019,Forests,,7/9/2019,9/30/2019,7927.66,36.16,-106.921,Sandoval,83,1500,0,0,0,No,Naranjo fire has grown to 20 acres as of 7/6/19. Proposed planning area is approximately 1003 acres which may consist of 2 to 3 days of hand and aerial ignition. We are evaluating the weather to begin ignitions on 7/9/19. All operation are weather dependent.,7/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Yes,1010,0,The Naranjo fire started on 07/01/19. It was detected on 07/03 and placed under confine / contain strategy to meet multiple resource objectives. On 07/08 hand ignition operation began to reinforce containment line. On 07/09 and 07/10 hand and aerial ignitions operations continued to secure the containment area. At the end of shift on 07/10 ignition operations were complete. Containment area will continue to be monitored. Residual smoke may be expected as areas of the fire continue to consume.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,"q - backing fire, r - dry conditions, t - aerial/mass ignition",6,70,200,200,"q - backing fire, r - dry conditions, t - aerial/mass ignition",11,80,600,600,"q - backing fire, r - dry conditions, t - aerial/mass ignition",8,90,,,,,,,,,,,,,,,,,,,,
1011200,19WF0014,Wildfire,"Carson National Forest, El Rito Ranger District",Francisquito / Rincon,Federal,2019,Forests,,7/18/2019,9/30/2019,8481.07,36.44,-106.198,Rio Arriba,64,2021,0,0,0,No,The Francisquito fire was detected on 07/14/2019 and was placed under a confine/contain strategy. On 07/15/2019 the Rincon fire was also identified with in the confinement area. To date the two fires have grown to a total of 15 acres. The initial confinement area is 2021 acres. Fire growth will be dependent on weather conditions.,7/18/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,No,2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021,t - aerial/mass ignition,6,90,,,,,,,,,,,,,,,,,,,,,,,,,
1011300,19WF0016,Wildfire,JEMEZ RD,Conejos,Federal,2019,Forests,,8/3/2019,8/23/2019,8236.48,35.714,-106.593,Sandoval,20,784,0,0.1,0,No,"This fire is a natural ignition that is being managed for resource objectives.  Fire is currently 45 acres.  Correct start date for the fire is 07/29/2019, the system would only take a start date of tomorrow or later.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Yes,784,1,this was a wildfire managed for resource benefit and mistakenly registered as a wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,400,"c - mosaic, k - moist litter and/or duff, q - backing fire",7,80,,,,,,,,,,,,,,,,,,,,
1011700,19FIIF0117,SMPII,VALLES CALDERA NATIONAL PRESERVE,Seco RX,Federal,2019,Forests,"Forest, Grass",10/14/2019,12/31/2019,8794.94,35.935,-106.576,Sandoval,5,5055,5055,0,0,No,Broadcast burn utilizing various firing methods. All prep work and notifications will be complete prior to ignitions.,,"Excellent, Fair, Good, Poor, Very Good",,Class 1 exists in Bandelier Wilderness approx. 15 miles SE of burn. Typical transport winds out of the SW/W. Little to no impact is anticipated. Public notifications will be made at least 1 week prior to ignitions and smoke sensitive population made aware via news release and phone calls.,"c - mosaic, l - burn before precipitation, o - burn before green-up, q - backing fire, r - dry conditions, t - aerial/mass ignition",Yes,Federal training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4455,27,,,600,1,,,,,,,0,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0, - ,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012000,20FIIF0012,SMPII,Bureau of Land Management - NM-ROD,Devils Canyon Piles,Federal,2020,Forests,Grass,1/14/2020,12/31/2020,6619.86,33.467,-105.499,Lincoln,5,595,300,714000,36000,No,,,"Excellent, Fair, Good, Poor, Very Good",,Press release and phone calls,"a - burn concentrations, k - moist litter and/or duff, l - burn before precipitation, o - burn before green-up, r - dry conditions",Yes,Federal training,,,714000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,1.1,,,,,,,2,No,450,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450, - ,1.5,95,,,,,,,,,,,,,,,
1013400,20PIIF0017,SMPII,,EXPRESS UU BAR RX PROJECT,Private,2020,Forests,Grass,4/9/2020,12/31/2020,6498.07,36.368,-104.925,Colfax,30,4000,4000,0,0,No,,4/9/2020,"Excellent, Fair, Good, Very Good",,PUBLIC NOTICE,"c - mosaic, o - burn before green-up, q - backing fire",Yes,Self-eduction,Real Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,1,,,,,,,3,No,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,"o - burn before green-up, q - backing fire",0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013700,20FIIF0113,SMPII,Bureau of Land Management - NM-ROD,Pershing Piles,Federal,2020,Forests,,8/11/2020,12/31/2020,6435.61,33.512,-105.522,Lincoln,4,204,204,261120,261120,No,,,"Excellent, Fair, Good, Poor, Very Good",,Press Release,"a - burn concentrations, p - burn piles or windows, v - high moisture in non-target vegs",Yes,Federal training,,,261120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,No,204,261120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,204, - ,1,90,,,,,,,,,,,,,,,
1014900,21FIIF0070,SMPII,"Carson National Forest, Questa Ranger District",Valle Vidal Rx- Ring Unit,Federal,2021,Forests,"Forest, Grass",2/1/2021,12/31/2021,8123.04,36.771,-105.126,Colfax,5,4968,4968,0,0,No,Planned ignition will typically take 3-5 days to complete.  Smoke may remain visible beyond that time.  There is no residences or populations within 15 miles of burn unit,1/18/2021,"Excellent, Fair, Good, Very Good",Burning under Fair to Poor ventilation categories,"News release will be disseminated by forest public information officer.  Notifications will be sent via e-mail to community members, radio stations, and will be posted on forest service facebook website.  These notifications include Cimarron, Ute Park, Questa, and Red River.","c - mosaic, q - backing fire, t - aerial/mass ignition",Yes,Federal training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484,6.4,2484,1,,,,,,,2,No,4968,0,"The project was registered on or around Jan 18, 2021.  Ignitions on the prescribed burn were implemented on 4/30/2021 and 5/1/2021.  The project was completed on 5/1/2021. The prescribed fire was called out on 6/1/2021.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484,2484,"l - burn before precipitation, r - dry conditions, t - aerial/mass ignition",6.4,90,2484,2484,"g - grazing, l - burn before precipitation, r - dry conditions, t - aerial/mass ignition",1,35,,,,,,,,,,,,,,,
1015900,21WF0006,Wildfire,"Carson National Forest, El Rito Ranger District",POSO,Federal,2021,Forests,,6/6/2021,6/27/2021,8828,36.471,-106.209,Rio Arriba,21,12000,0,0,0,No,Wildfire was approved for Strategies other than full suppression,6/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Yes,12000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,"a - burn concentrations, c - mosaic, d - removal, l - burn before precipitation, q - backing fire, r - dry conditions, t - aerial/mass ignition",6,70,1583,1583,"c - mosaic, d - removal, l - burn before precipitation, r - dry conditions, t - aerial/mass ignition",9,90,124,124,"c - mosaic, g - grazing, l - burn before precipitation, q - backing fire, v - high moisture in non-target vegs",2,10,,,,,,,,,,,,,,,
1016400,21FIIF0120,SMPII,BLM-ADO-RPFO,Elk Springs RX,Federal,2021,Forests,"Forest, Forest, Grass",11/3/2021,12/31/2021,6812.25,35.882,-106.939,Sandoval,5,400,100,17424000,4356000,No,,,"Excellent, Fair, Good, Poor, Very Good",,Press Release / NM Fire Info,"a - burn concentrations, b - isolate vegs, c - mosaic, g - grazing, j - high moisture in large veg, k - moist litter and/or duff, l - burn before precipitation, m - burn before large vegs cure, n - burn before litter fall, o - burn before green-up, p - burn piles or windows, q - backing fire, r - dry conditions, v - high moisture in non-target vegs, w - chemical pretreatment",Yes,Federal training,"FRM, Real Time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1.4,,,200,1.5,100,1.4,,,,,,,0,No,400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0, - ,1.4,0,,,,,,200,0, - ,1.5,0,100,0, - ,1.4,0,,,,,,,,,,,,,,,
1018100,22PIF0002,SMPI,PHILMONT SCOUT RANCH,"Philmont ""Big House"" Pasture",Private,2022,Forests,Field Crops,3/17/2022,3/31/2022,6645.79,36.46,-104.954,Colfax,,85,0,0,0,No,Burn pasture/field to remove thatch and promote green-up.,3/16/2022,,,"Utilize established call list for local communities, VFDs, Raton Dispatch, neighbors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,1,,,,,,,,,,,,,,,,,,,,,,,,,1,No,85,0.1,"This was a broadcast burn, not a pile burn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0, - ,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018300,22WF0001,Wildfire,GILA NATIONAL FOREST - WILDERNESS RANGER DISTRICT,Water WF,Federal,2022,Forests,,5/25/2022,5/31/2022,6806.52,32.944,-107.96,Grant,5,520,0,1200,0,No,Fire started on April 28 2022.   Actual Duration ~30 days.,5/25/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,No,520,1200,This was not a natural start.  This was a full suppression fire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0, - ,4,50,,,,,,20,0, - ,10,50,,,,,,,,,,,,,,,,,,,,
1019300,23FIIF0055,SMPII,Bureau of Land Management - NM-LCD,Dripping Springs,Federal,2023,Forests,"Grass, Shrub",2/1/2023,12/31/2023,5922.29,32.409,-106.59,Doña Ana,1,50,50,0,0,No,,1/18/2023,"Excellent, Fair, Good, Poor, Very Good",Burning under Fair to Poor ventilation categories,Press release and update NMFireinfo.com website,"c - mosaic, l - burn before precipitation, o - burn before green-up, q - backing fire",Yes,Federal training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3.5,,,,,10,1,1,No,50,0,Implemented burn on 03/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0, - ,0,70,,,,,,,,,,,10,0, - ,0,0
