Proposal Date,ID,Member ID,Member,Office,Unit Name,Location,Burn Type,Airshed,Impact Zone,Elevation,Tons/Acre,Acres Burned,Proposed Acres,Priority,Latitude,Longitude,Comments,Status,No Burn Reason
5/7/2013,161735,1,US Forest Service,LCF,Haymaker 1-10,"T10N, R13E Sec. 6 Lat  46.6519     Long  -110.13232 Little Belt Mountains 15 mile N of Two Dot, MT",Understory,9,None,6000,10.1,0,200,A,46.6519,-110.132,None,Completed,None
5/7/2013,168807,1,US Forest Service,KNF,Sparring Bulls H,None,Wildlife Habitat,1,None,4500,28.85,0,256,A,48.3489,-115.806,None,Completed,None
5/7/2013,168563,1,US Forest Service,BDF,2009 Aspen ,Units are located near Madison river and westfork ,Jackpot,7,None,6062,16.15,10,10,A,44.8789,-111.576,None,Completed,None
5/7/2013,168549,1,US Forest Service,HNF,Pole Creek,"Elkhorn Mtns, Pole Creek, ",Jackpot,6,None,5700,2.79,0,80,B,46.447,-111.732,None,Completed,None
5/7/2013,165214,1,US Forest Service,LNF,CC Divide Low,8 miles north of St. Regis,Broadcast,2,None,4766,14.2,0,700,A,47.4005,-115.122,None,Completed,None
5/7/2013,8303,1,US Forest Service,LNF,Cougar Winter Range,North of Thompson Falls,Wildlife Habitat,2,None,6205,20.2,500,800,A,47.7243,-115.343,None,Completed,None
5/8/2013,168927,1,US Forest Service,LNF,"Fishtrap 33, 138, 138a",Approx. 18 miles NE of Thompson Falls,Understory,2,None,5000,28.85,0,64,A,47.8814,-115.214,None,Completed,None
5/8/2013,8303,1,US Forest Service,LNF,Cougar Winter Range,North of Thompson Falls,Wildlife Habitat,2,None,6205,20.2,400,400,A,47.7243,-115.343,None,Completed,None
5/8/2013,161735,1,US Forest Service,LCF,Haymaker 1-10,"T10N, R13E Sec. 6 Lat  46.6519     Long  -110.13232 Little Belt Mountains 15 mile N of Two Dot, MT",Understory,9,None,6000,10.1,120,200,A,46.6519,-110.132,None,Completed,None
5/9/2013,168927,1,US Forest Service,LNF,"Fishtrap 33, 138, 138a",Approx. 18 miles NE of Thompson Falls,Understory,2,None,5000,28.85,15,64,A,47.8814,-115.214,None,Completed,None
5/9/2013,3819,1,US Forest Service,GNF,GRASSY MTN,Bangtail mtns  ,Range,8A,None,7300,65.85,0,530,A,45.8205,-110.86,None,Completed,None
5/9/2013,160541,1,US Forest Service,BDF,GrassHopper Unit #6,Elkhorn Mt.,Range,7,None,7459,14.43,0,5,A,45.4609,-113.121,None,Completed,None
5/9/2013,163695,1,US Forest Service,BRF,Hayes Creek Unit B,T5N R21W Sec 4/5 along Blue Jay Lane ATV access road,Understory,4,None,4800,20.2,0,118,A,46.135,-114.224,None,Completed,None
5/9/2013,161735,1,US Forest Service,LCF,Haymaker 1-10,"T10N, R13E Sec. 6 Lat  46.6519     Long  -110.13232 Little Belt Mountains 15 mile N of Two Dot, MT",Understory,9,None,6000,10.1,0,300,A,46.6519,-110.132,None,Completed,None
5/9/2013,165882,1,US Forest Service,LNF,Frenchtown Face 103,Roman Cr,Understory,3A,Missoula,3299,20.2,0,30,A,47.0428,-114.24,None,Completed,None
5/9/2013,9108,1,US Forest Service,LNF,Verde Creek EMB,NA,Wildlife Habitat,3A,None,5000,10.1,0,50,B,47.0861,-114.829,None,Completed,None
5/9/2013,157772,1,US Forest Service,LNF,Boyd Mountain Y2K EMB,2 air miles west of St. Regis.,Wildlife Habitat,2,None,4050,12.7,0,111,A,47.3493,-115.197,None,Completed,None
5/9/2013,157768,1,US Forest Service,LNF,Cayuse EMB,7 air miles southwest of Superior.,Wildlife Habitat,3A,None,4300,14.7,420,500,A,47.1207,-114.993,None,Completed,None
5/10/2013,163695,1,US Forest Service,BRF,Hayes Creek Unit B,T5N R21W Sec 4/5 along Blue Jay Lane ATV access road,Understory,4,None,4800,20.2,0,70,A,46.135,-114.224,None,Completed,None
5/10/2013,3819,1,US Forest Service,GNF,GRASSY MTN,Bangtail mtns  ,Range,8A,None,7300,65.85,0,530,A,45.8205,-110.86,None,Completed,None
5/10/2013,168927,1,US Forest Service,LNF,"Fishtrap 33, 138, 138a",Approx. 18 miles NE of Thompson Falls,Understory,2,None,5000,28.85,50,64,A,47.8814,-115.214,None,Completed,None
5/10/2013,9108,1,US Forest Service,LNF,Verde Creek EMB,NA,Wildlife Habitat,3A,None,5000,10.1,0,50,A,47.0861,-114.829,None,Completed,None
5/11/2013,8303,1,US Forest Service,LNF,Cougar Winter Range,North of Thompson Falls,Wildlife Habitat,2,None,6205,20.2,0,800,A,47.7243,-115.343,None,Completed,None
5/11/2013,163695,1,US Forest Service,BRF,Hayes Creek Unit B,T5N R21W Sec 4/5 along Blue Jay Lane ATV access road,Understory,4,None,4800,20.2,0,118,A,46.135,-114.224,None,Completed,None
5/12/2013,3819,1,US Forest Service,GNF,GRASSY MTN,Bangtail mtns  ,Range,8A,None,7300,65.85,180,530,A,45.8205,-110.86,None,Completed,None
5/13/2013,163695,1,US Forest Service,BRF,Hayes Creek Unit B,T5N R21W Sec 4/5 along Blue Jay Lane ATV access road,Understory,4,None,4800,20.2,0,118,B,46.135,-114.224,None,Completed,None
5/14/2013,161761,1,US Forest Service,LCF,WSS Misc. Piles,White Sulphur Springs,Hand Piles,8B,None,6246,15,0,1,A,46.7743,-110.701,None,Completed,None
5/14/2013,161735,1,US Forest Service,LCF,Haymaker 1-10,"T10N, R13E Sec. 6 Lat  46.6519     Long  -110.13232 Little Belt Mountains 15 mile N of Two Dot, MT",Understory,9,None,6000,10.1,0,100,A,46.6519,-110.132,None,Completed,None
5/14/2013,163695,1,US Forest Service,BRF,Hayes Creek Unit B,T5N R21W Sec 4/5 along Blue Jay Lane ATV access road,Understory,4,None,4800,20.2,0,118,A,46.135,-114.224,None,Completed,None
5/14/2013,155538,1,US Forest Service,LNF,Moccasin 33+33A+33B,SW of Clinton,Understory,3A,Missoula,5600,11,0,20,A,46.7379,-113.742,None,Completed,None
5/14/2013,164779,1,US Forest Service,BDF,Gravelly Aspen Release Piles,"Cliff Lake Bench, Southern Gravelly Mtns, hand piles",Hand Piles,7,None,6374,10,12,12,A,44.8728,-111.596,None,Completed,None
5/15/2013,164779,1,US Forest Service,BDF,Gravelly Aspen Release Piles,"Cliff Lake Bench, Southern Gravelly Mtns, hand piles",Hand Piles,7,None,6374,10,10,10,A,44.8728,-111.596,None,Completed,None
5/15/2013,166916,1,US Forest Service,LCF,Mass/Geis Landing Piles,Mass/Geis Creeks Watershed,Landings,8B,None,6200,8,0,1,A,46.715,-110.704,None,Completed,None
5/15/2013,155538,1,US Forest Service,LNF,Moccasin 33+33A+33B,SW of Clinton,Understory,3A,Missoula,5600,11,0,20,A,46.7379,-113.742,None,Completed,None
5/15/2013,159522,1,US Forest Service,LNF,Butte Cabin Cr EMB,Butte Cabin Cr and Howell Cr,Wildlife Habitat,5,None,6000,20.2,0,500,A,46.5215,-113.721,None,Completed,None
5/15/2013,153506,1,US Forest Service,KNF,Admin site-McGillivray CG," yearly branchwood debris clean up; 25-30 small handpiles, paper covered",Hand Piles,1,None,2586,2,1,1,B,48.46795,-115.31878,None,Completed,None
5/15/2013,166910,1,US Forest Service,LCF,Sheep Creek Aspen Unit 60,FR 119,Broadcast,8B,None,5685,16.15,0,15,A,46.843,-110.972,None,Completed,None
5/15/2013,166904,1,US Forest Service,LCF,Sheep Aspen 55,off Forest Road 119,Broadcast,8B,None,5835,16.15,5,40,A,46.834,-110.933,None,Completed,None
5/15/2013,168944,1,US Forest Service,GNF,Dudley Creek,"Approximately 2 miles north of Big Sky, MT",Broadcast,8A,None,7200,43.35,0,200,A,45.284,-111.26,None,Completed,None
5/15/2013,159962,1,US Forest Service,CNF,Benbow Blowdown Salvage/Fuels Reduction,South and southwest of Dean near old Benbow Mine,Other Mechanical,10,None,5952,20,28,28,A,45.39374,-109.74269,None,Completed,None
5/16/2013,166904,1,US Forest Service,LCF,Sheep Aspen 55,off Forest Road 119,Broadcast,8B,None,5835,16.15,0,40,A,46.834,-110.933,None,Completed,None
5/16/2013,166910,1,US Forest Service,LCF,Sheep Creek Aspen Unit 60,FR 119,Broadcast,8B,None,5685,16.15,0,15,A,46.843,-110.972,None,Completed,None
5/17/2013,166910,1,US Forest Service,LCF,Sheep Creek Aspen Unit 60,FR 119,Broadcast,8B,None,5685,16.15,0,15,A,46.843,-110.972,None,Completed,None
5/21/2013,166725,1,US Forest Service,LCF,Musselshell Admin East,Small admin piles in the Little Belts that occur in Airshed 9.,Hand Piles,8B,None,6000,10,5,3,A,46.6273,-110.365,None,Completed,None
5/22/2013,166917,1,US Forest Service,LCF,Sheep Creek Aspen Landings,Upper Sheep Creek Watershed,Landings,8B,None,6000,8,1,1,A,46.845,-110.972,None,Completed,None
5/23/2013,166917,1,US Forest Service,LCF,Sheep Creek Aspen Landings,Upper Sheep Creek Watershed,Landings,8B,None,6000,8,0,1,A,46.845,-110.972,None,Completed,None
5/27/2013,165928,1,US Forest Service,LNF,Debaugan 36/36A/36T,2 miles northeast of Savenac Nursery,Understory,2,None,3950,28.85,0,36,A,47.4025,-115.375,None,Completed,None
5/28/2013,165928,1,US Forest Service,LNF,Debaugan 36/36A/36T,2 miles northeast of Savenac Nursery,Understory,2,None,3950,28.85,0,36,A,47.4025,-115.375,None,Completed,None
5/29/2013,159518,1,US Forest Service,LNF,Rock Ck Handpiles,Along cooridor,Hand Piles,5,None,4400,2,1,1,A,46.4747,-113.775,None,Completed,None
5/30/2013,123,1,US Forest Service,BDF,Dillon District (Reservior Lake),N/A,Hand Piles,7,None,7000,5,0,1,A,45.124,-113.447,None,Completed,None
5/31/2013,161761,1,US Forest Service,LCF,WSS Misc. Piles,White Sulphur Springs,Hand Piles,8B,None,6246,15,0,1,A,46.7743,-110.701,None,Completed,None
5/31/2013,163701,1,US Forest Service,BRF,Trapper Job Corp 2010 Piles,None,Hand Piles,4,None,5000,3,0,1,A,45.8998,-114.189,None,Completed,None
6/6/2013,161741,1,US Forest Service,LCF,M and N piles,Monarch Valley,Hand Piles,9,None,5500,5,0,10,A,47,-110.77,None,Completed,None
6/7/2013,161741,1,US Forest Service,LCF,M and N piles,Monarch Valley,Hand Piles,9,None,5500,5,0,10,A,47,-110.77,None,Completed,None
6/12/2013,155190,1,US Forest Service,BDF,Dillon District (Governor),None,Hand Piles,7,None,7600,16,2,1,A,45.2,-113.35,None,Completed,None
6/24/2013,161735,1,US Forest Service,LCF,Haymaker 1-10,"T10N, R13E Sec. 6 Lat  46.6519     Long  -110.13232 Little Belt Mountains 15 mile N of Two Dot, MT",Understory,9,None,6000,10.1,0,200,A,46.6519,-110.132,None,Completed,None
6/25/2013,161735,1,US Forest Service,LCF,Haymaker 1-10,"T10N, R13E Sec. 6 Lat  46.6519     Long  -110.13232 Little Belt Mountains 15 mile N of Two Dot, MT",Understory,9,None,6000,10.1,0,200,A,46.6519,-110.132,None,Completed,None
7/10/2013,168958,1,US Forest Service,BDF,Selway Meadows,Selway Meadows,Range,7,None,7000,1.25,1,1,A,45.124,-113.406,None,Completed,None
9/12/2013,157469,1,US Forest Service,LNF,Petty Rock 30 31  and  Eco,Corral Creek,Understory,3A,Missoula,4502,20.2,0,65,A,46.9959,-114.325,None,Completed,None
9/13/2013,632,1,US Forest Service,BDF,Madison District (Lower Lazyman Aspen),N/A,Wildlife Habitat,7,None,7000,16.15,12,12,A,44.9931,-111.955,None,Completed,None
9/13/2013,633,1,US Forest Service,BDF,Madison District (Upper Lazyman Aspen),N/A,Wildlife Habitat,7,None,7000,16.15,0,2,A,44.9785,-111.914,None,Completed,None
9/13/2013,157469,1,US Forest Service,LNF,Petty Rock 30 31  and  Eco,Corral Creek,Understory,3A,Missoula,4502,20.2,0,60,A,46.9959,-114.325,None,Completed,None
9/14/2013,157469,1,US Forest Service,LNF,Petty Rock 30 31  and  Eco,Corral Creek,Understory,3A,Missoula,4502,20.2,0,60,A,46.9959,-114.325,None,Completed,None
9/14/2013,168564,1,US Forest Service,BDF,2010 Aspen ,The  units are in the short creek drainage,Jackpot,7,None,7564,16.15,0,25,B,44.9784,-111.938,None,Completed,None
9/14/2013,168563,1,US Forest Service,BDF,2009 Aspen ,Units are located near Madison river and westfork ,Jackpot,7,None,6062,16.15,0,25,A,44.8789,-111.576,None,Completed,None
9/15/2013,157469,1,US Forest Service,LNF,Petty Rock 30 31  and  Eco,Corral Creek,Understory,3A,Missoula,4502,20.2,0,60,A,46.9959,-114.325,None,Completed,None
9/15/2013,165259,1,US Forest Service,LNF,"Finley Flat 1,2,3",10 miles NW of Thompson Falls,Understory,2,None,2400,7.5,0,98,A,47.7243,-115.428,None,Completed,None
9/15/2013,169123,1,US Forest Service,LNF,"Fishtrap Units 61,44,54,54A",Approx. 18 Miles NE of Thompson Falls Mt,Understory,2,None,4718,28.85,0,78,A,47.87114,-115.22224,None,Completed,None
9/15/2013,8309,1,US Forest Service,LNF,Siegel Eco,"6 miles south of Paradise, MT",Wildlife Habitat,2,None,2800,47.7,0,100,A,47.3037,-114.786,None,Completed,None
9/16/2013,169123,1,US Forest Service,LNF,"Fishtrap Units 61,44,54,54A",Approx. 18 Miles NE of Thompson Falls Mt,Understory,2,None,4718,28.85,0,78,A,47.87114,-115.22224,None,Completed,None
9/16/2013,157469,1,US Forest Service,LNF,Petty Rock 30 31  and  Eco,Corral Creek,Understory,3A,Missoula,4502,20.2,0,60,A,46.9959,-114.325,None,Completed,None
9/16/2013,165259,1,US Forest Service,LNF,"Finley Flat 1,2,3",10 miles NW of Thompson Falls,Understory,2,None,2400,7.5,0,98,A,47.7243,-115.428,None,Completed,None
9/16/2013,8309,1,US Forest Service,LNF,Siegel Eco,"6 miles south of Paradise, MT",Wildlife Habitat,2,None,2800,47.7,0,100,A,47.3037,-114.786,None,Completed,None
9/17/2013,165259,1,US Forest Service,LNF,"Finley Flat 1,2,3",10 miles NW of Thompson Falls,Understory,2,None,2400,7.5,0,98,A,47.7243,-115.428,None,Completed,None
9/17/2013,161000,1,US Forest Service,LNF,Swamp fuels eco burn,Swamp Creek,Understory,2,None,3000,10.1,0,24,A,47.4768,-114.998,None,Completed,None
9/18/2013,169123,1,US Forest Service,LNF,"Fishtrap Units 61,44,54,54A",Approx. 18 Miles NE of Thompson Falls Mt,Understory,2,None,4718,28.85,8,8,A,47.87114,-115.22224,None,Completed,None
9/18/2013,168102,1,US Forest Service,LNF,Swamp HF Piles,Approximately 7 miles West of Plains Mt,Other Mechanical,2,None,3000,25,200,300,A,47.4912,-115.019,None,Completed,None
9/19/2013,625,1,US Forest Service,BDF,Madison District (S. Meadow Crk),N/A,Understory,7,None,6800,1.78,5,5,A,45.4724,-111.856,None,Completed,None
9/19/2013,123,1,US Forest Service,BDF,Dillon District (Reservior Lake),N/A,Hand Piles,7,None,7000,5,1,1,A,45.124,-113.447,None,Completed,None
9/19/2013,169987,1,US Forest Service,BDF,Kitty Ck.,Bloody Dick Road,Hand Piles,7,None,6975,10,1,1,A,45.0803,-113.426,None,Completed,None
9/19/2013,622,1,US Forest Service,BDF,Madison District (Roadside),N/A,Hand Piles,7,None,8127,10,5,5,A,44.97277,-111.72811,None,Completed,None
9/20/2013,155538,1,US Forest Service,LNF,Moccasin 33+33A+33B,SW of Clinton,Understory,3A,Missoula,5600,11,0,22,A,46.7379,-113.742,None,Completed,None
9/20/2013,622,1,US Forest Service,BDF,Madison District (Roadside),N/A,Hand Piles,7,None,8127,10,5,5,A,44.97277,-111.72811,None,Completed,None
9/20/2013,157469,1,US Forest Service,LNF,Petty Rock 30 31  and  Eco,Corral Creek,Understory,3A,Missoula,4502,20.2,0,60,A,46.9959,-114.325,None,Completed,None
9/20/2013,626,1,US Forest Service,BDF,Madison DIstrict (Bones PP),N/A,Hand Piles,7,None,8400,10,2,2,A,44.8176,-111.711,None,Completed,None
9/20/2013,169123,1,US Forest Service,LNF,"Fishtrap Units 61,44,54,54A",Approx. 18 Miles NE of Thompson Falls Mt,Understory,2,None,4718,28.85,0,40,A,47.87114,-115.22224,None,Completed,None
9/21/2013,169123,1,US Forest Service,LNF,"Fishtrap Units 61,44,54,54A",Approx. 18 Miles NE of Thompson Falls Mt,Understory,2,None,4718,28.85,0,40,A,47.87114,-115.22224,None,Completed,None
9/22/2013,169123,1,US Forest Service,LNF,"Fishtrap Units 61,44,54,54A",Approx. 18 Miles NE of Thompson Falls Mt,Understory,2,None,4718,28.85,0,30,A,47.87114,-115.22224,None,Completed,None
9/23/2013,169123,1,US Forest Service,LNF,"Fishtrap Units 61,44,54,54A",Approx. 18 Miles NE of Thompson Falls Mt,Understory,2,None,4718,28.85,0,70,A,47.87114,-115.22224,None,Completed,None
9/23/2013,8309,1,US Forest Service,LNF,Siegel Eco,"6 miles south of Paradise, MT",Wildlife Habitat,2,None,2800,47.7,0,250,A,47.3037,-114.786,None,Completed,None
9/23/2013,6650,1,US Forest Service,KNF,Cabinet Ranger Station,Back 40/Admin,Hand Piles,1,None,2491,11,2,3,A,47.8693,-115.621,None,Completed,None
9/27/2013,166690,1,US Forest Service,KNF,Tween,None,Landings,1,None,5500,10,2,2,A,48.626,-115.178,None,Completed,None
10/1/2013,167148,1,US Forest Service,KNF,Grizzly Project LP,None,Landings,1,None,3600,45,0,15,A,48.81,-115.721,None,Completed,None
10/1/2013,164868,1,US Forest Service,LNF,Shorty Piles,Shorty Gulch,Landings,2,Thompson Falls,2890,10,0,2,A,47.56,-115.45,None,Completed,None
10/1/2013,168607,1,US Forest Service,BDF,Black Mountain,ALong Black Mountain Rd.,Hand Piles,7,None,7000,25,0,5,A,45.3118,-112.958,None,Completed,None
10/1/2013,168094,1,US Forest Service,LNF,Flatiron Ridge,Approximately 4 miles NW of Thompson Falls Mt,Hand Piles,2,Thompson Falls,2600,25,0,5,A,47.6228,-115.407,None,Completed,None
10/1/2013,168544,1,US Forest Service,BDF,North Flints Roadside Salvage,Gold Creek North Flints,Dozer Piles,5,None,5800,35,0,1,A,46.5215,-113.029,None,Completed,None
10/1/2013,168825,1,US Forest Service,KNF,Sparring Bulls LP,None,Landings,1,None,3000,35,0,50,B,48.436,-115.849,None,Completed,None
10/1/2013,165613,1,US Forest Service,KNF,Troy Ranger Station HP,Admin Site,Hand Piles,1,None,2000,10,0,2,A,48.4794,-115.906,None,Completed,None
10/1/2013,169748,1,US Forest Service,KNF,Admin Site-Ozette Bridge,Hand piles from bridge construction,Hand Piles,1,None,3500,2,0,1,A,48.0543,-115.557,None,Completed,None
10/1/2013,169751,1,US Forest Service,KNF,Admin Site-West Fisher BCH,remote area,Hand Piles,1,None,3247,2,0,1,A,48.0437,-115.471,None,Completed,None
10/1/2013,169079,1,US Forest Service,KNF,Jungle Creek Roadside EP,None,Other Mechanical,1,None,4600,40,0,1,A,48.9697,-115.864,None,Completed,None
10/1/2013,167409,1,US Forest Service,KNF,Trego #31 Landing/EP,Off road #3605,Other Mechanical,1,None,4520,15,0,5,A,48.5712,-114.914,None,Completed,None
10/1/2013,167406,1,US Forest Service,KNF,Elk Mtn North #8,Off road #3500,Other Mechanical,1,None,4800,15,0,30,A,48.49,-114.926,None,Completed,None
10/1/2013,170061,1,US Forest Service,CNF,20 Mile Administrative Site,Township 5 S  Range 45E Section 14,Range,10,None,3200,0.59,0,15,A,45.3991,-106.141,None,Completed,None
10/1/2013,4934,1,US Forest Service,KNF,Koocanusa North HP,north end of Lake koocanusa,Hand Piles,1,Eureka,2600,5,0,1,A,48.898,-115.161,None,Completed,None
10/1/2013,165782,1,US Forest Service,KNF,Sylvanite HP,Admin Site,Hand Piles,1,None,2700,20,0,1,A,48.724,-115.874,None,Completed,None
10/1/2013,161274,1,US Forest Service,KNF,Garver LO HP, Admin Site,Hand Piles,1,None,5874,5,0,1,A,48.9291,-115.795,None,Completed,None
10/1/2013,168101,1,US Forest Service,LNF,Paradise Piles,Approximately 3 miles NW of Paradice Mt,Hand Piles,2,None,2500,25,0,10,A,47.4191,-114.828,None,Completed,None
10/1/2013,164869,1,US Forest Service,LNF,Thompson Falls admin site,Thompson Falls admin site.  5 piles are left to clean up,Hand Piles,2,Thompson Falls,2600,10,0,10,A,47.608,-115.34,None,Completed,None
10/1/2013,167205,1,US Forest Service,BDF,Georgetown Developed Rec. Hand piles,Georgetown Lake,Hand Piles,5,None,6500,12,0,1,A,46.201,-113.316,None,Completed,None
10/1/2013,622,1,US Forest Service,BDF,Madison District (Roadside),N/A,Hand Piles,7,None,8127,10,0,5,A,44.97277,-111.72811,None,Completed,None
10/1/2013,168095,1,US Forest Service,LNF,Munson Piles,Approximately 11 Miles E of Thompson Falls Mt,Hand Piles,2,None,2600,25,5,5,A,47.5503,-115.129,None,Completed,None
10/1/2013,520,1,US Forest Service,BDF,Skalkaho Hand Piles,Sapphire Range,Hand Piles,5,None,6733,12,0,1,A,46.2152,-113.712,None,Completed,None
10/2/2013,168544,1,US Forest Service,BDF,North Flints Roadside Salvage,Gold Creek North Flints,Dozer Piles,5,None,5800,35,0,1,A,46.5215,-113.029,None,Completed,None
10/2/2013,153503,1,US Forest Service,KNF,Admin site-Howard Lake CG," yearlydebris clean up;
2-3 handpiles",Hand Piles,1,None,4360,2,0,1,A,48.0977,-115.535,None,Completed,None
10/2/2013,520,1,US Forest Service,BDF,Skalkaho Hand Piles,Sapphire Range,Hand Piles,5,None,6733,12,0,1,A,46.2152,-113.712,None,Completed,None
10/2/2013,153504,1,US Forest Service,KNF,Admin site-Lake Creek CG, yearly debris clean up; 1 handpile,Hand Piles,1,None,3576,2,0,1,A,48.0437,-115.493,None,Completed,None
10/2/2013,168715,1,US Forest Service,HNF,Central Belts RHR,Piles are located on the north end of fs rd 4023 and along fs rd 139 and 383.  The remaining piles are near the head of Atlanta creek along fs rd 575,Landings,8B,None,6000,30,1,5,A,46.5833,-111.252,None,Completed,None
10/2/2013,168607,1,US Forest Service,BDF,Black Mountain,ALong Black Mountain Rd.,Hand Piles,7,None,7000,25,0,5,A,45.3118,-112.958,None,Completed,None
10/2/2013,162745,1,US Forest Service,KNF,Admin site- Pleasant Valley CG,yearly branchwood debris cleanup; 1-2 handpiles,Hand Piles,1,None,0,2,0,1,A,48.0397,-115.301,None,Completed,None
10/2/2013,168101,1,US Forest Service,LNF,Paradise Piles,Approximately 3 miles NW of Paradice Mt,Hand Piles,2,None,2500,25,0,12,A,47.4191,-114.828,None,Completed,None
10/2/2013,167205,1,US Forest Service,BDF,Georgetown Developed Rec. Hand piles,Georgetown Lake,Hand Piles,5,None,6500,12,0,1,A,46.201,-113.316,None,Completed,None
10/18/2013,165877,1,US Forest Service,LNF,Fishtrap Piles,Approximitly 18 miles NE of Thompson Falls Mt,Landings,2,None,4458,8,0,80,A,47.8319,-115.198,None,Completed,None
10/18/2013,167205,1,US Forest Service,BDF,Georgetown Developed Rec. Hand piles,Georgetown Lake,Hand Piles,5,None,6500,12,0,1,A,46.201,-113.316,None,Completed,None
10/18/2013,520,1,US Forest Service,BDF,Skalkaho Hand Piles,Sapphire Range,Hand Piles,5,None,6733,12,0,1,A,46.2152,-113.712,None,Completed,None
10/18/2013,169123,1,US Forest Service,LNF,"Fishtrap Units 61,44,54,54A",Approx. 18 Miles NE of Thompson Falls Mt,Understory,2,None,4718,28.85,0,70,A,47.87114,-115.22224,None,Completed,None
10/19/2013,159962,1,US Forest Service,CNF,Benbow Blowdown Salvage/Fuels Reduction,South and southwest of Dean near old Benbow Mine,Other Mechanical,10,None,5952,20,0,10,A,45.39374,-109.74269,None,Completed,None
10/19/2013,167205,1,US Forest Service,BDF,Georgetown Developed Rec. Hand piles,Georgetown Lake,Hand Piles,5,None,6500,12,0,1,A,46.201,-113.316,None,Completed,None
10/19/2013,153850,1,US Forest Service,CNF,WF Stillwater P  and  P,WF of the Stillwater,Hand Piles,10,None,6224,15,2,2,A,45.4121,-109.942,None,Completed,None
10/19/2013,1423,1,US Forest Service,CNF,Benbow P  and  P,2 miles SW of Fishtail Butte,Hand Piles,10,None,6002,20,0,2,A,45.39125,-109.74352,None,Completed,None
10/19/2013,165877,1,US Forest Service,LNF,Fishtrap Piles,Approximitly 18 miles NE of Thompson Falls Mt,Landings,2,None,4458,8,0,100,A,47.8319,-115.198,None,Completed,None
10/20/2013,165877,1,US Forest Service,LNF,Fishtrap Piles,Approximitly 18 miles NE of Thompson Falls Mt,Landings,2,None,4458,8,0,80,A,47.8319,-115.198,None,Completed,None
10/21/2013,160548,1,US Forest Service,BDF,GrassHopper Unit #55,Elkhorn Hotsprings,Understory,7,None,6899,72.83,0,10,A,45.4408,-113.065,None,Completed,None
10/21/2013,520,1,US Forest Service,BDF,Skalkaho Hand Piles,Sapphire Range,Hand Piles,5,None,6733,12,0,1,A,46.2152,-113.712,None,Completed,None
10/21/2013,167205,1,US Forest Service,BDF,Georgetown Developed Rec. Hand piles,Georgetown Lake,Hand Piles,5,None,6500,12,0,1,A,46.201,-113.316,None,Completed,None
10/21/2013,165877,1,US Forest Service,LNF,Fishtrap Piles,Approximitly 18 miles NE of Thompson Falls Mt,Landings,2,None,4458,8,0,100,A,47.8319,-115.198,None,Completed,None
10/21/2013,107,1,US Forest Service,BDF,Dillon District (Crystal Park),N/A,Hand Piles,7,None,7640,5,1,1,A,45.487,-113.11,None,Completed,None
10/22/2013,622,1,US Forest Service,BDF,Madison District (Roadside),N/A,Hand Piles,7,None,8127,10,0,5,A,44.97277,-111.72811,None,Completed,None
10/23/2013,1442,1,US Forest Service,CNF,Main Canyon P  and  P,3/4 of a mile E of Black Pyramid Mountain,Hand Piles,10,None,7758,20,6,6,A,45.01958,-109.45386,None,Completed,None
10/23/2013,1434,1,US Forest Service,CNF,Red Lodge Cr P  and  P,1 1/2 miles NW of Burnt Mountain,Hand Piles,10,None,5957,20,3,3,A,45.2359,-109.472,None,Completed,None
10/24/2013,170123,1,US Forest Service,HNF,Thompson Guard Station ,Along access road to station and area surrounding station,Hand Piles,8B,None,6500,6,1,1,A,46.5255,-111.21,None,Completed,None
10/24/2013,163640,1,US Forest Service,HNF,Gypsy Lake Piles,"Big Belt Mtns, Gypsy Lake",Hand Piles,8B,None,6600,6,1,1,A,46.508,-111.211,None,Completed,None
10/24/2013,1433,1,US Forest Service,CNF,West Rosebud P  and  P,1 mile NE of Emerald Lake Campground,Hand Piles,10,None,6012,20,1,1,A,45.2717,-109.65754,None,Completed,None
10/24/2013,622,1,US Forest Service,BDF,Madison District (Roadside),N/A,Hand Piles,7,None,8127,10,1,1,A,44.97277,-111.72811,None,Completed,None
10/24/2013,158791,1,US Forest Service,BDF,D4 - Butte (Highland Junction),None,Hand Piles,5,None,7300,12,4,4,A,45.7923,-112.521,None,Completed,None
10/25/2013,622,1,US Forest Service,BDF,Madison District (Roadside),N/A,Hand Piles,7,None,8127,10,2,2,A,44.97277,-111.72811,None,Completed,None
10/26/2013,159962,1,US Forest Service,CNF,Benbow Blowdown Salvage/Fuels Reduction,South and southwest of Dean near old Benbow Mine,Other Mechanical,10,None,5952,20,0,15,A,45.39374,-109.74269,None,Completed,None
10/28/2013,153504,1,US Forest Service,KNF,Admin site-Lake Creek CG, yearly debris clean up; 1 handpile,Hand Piles,1,None,3576,2,0,1,B,48.0437,-115.493,None,Completed,None
10/28/2013,162745,1,US Forest Service,KNF,Admin site- Pleasant Valley CG,yearly branchwood debris cleanup; 1-2 handpiles,Hand Piles,1,None,0,2,1,1,B,48.0397,-115.301,None,Completed,None
10/28/2013,169769,1,US Forest Service,GNF,Hebgen Lake District and Jumpbase,"Jumpbase is offof HWY 191, airport rd, Jumpbase Loop. Hebgen lake District compound is off HWY 191, FS loop south and FS loop north",Hand Piles,8A,None,6678,45,1,1,A,44.668,-111.097,None,Completed,None
